Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33	Topic34
RPL38	0.0007743815658614039	0.0005552761140279472	0.0004785873752553016	0.0002880876127164811	0.0007554680923931301	0.0005507621099241078	0.0002745155361481011	0.0008735652663744986	0.0009030203218571842	0.002142247511073947	0.0004916746402159333	0.00038836459862068295	0.0007755518308840692	0.0013414821587502956	0.0008970832568593323	0.0014074132777750492	0.0006533716805279255	0.00113767315633595	0.0004448019608389586	0.0005105031887069345	0.0008603588212281466	0.0007929093553684652	0.0006323423585854471	0.0004253283841535449	0.0013211736222729087	0.00043321368866600096	0.0003689953882712871	0.00039940429269336164	0.0014935864601284266	0.00042725843377411366	0.00027753261383622885	0.0015229482669383287	0.0004896409227512777	0.000844651716761291
PDIA4	0.00025750897475518286	0.00013342061720322818	0.00016797504213172942	0.00031767855398356915	0.00031721938285045326	0.00028692992054857314	0.00039582783938385546	0.0001353307015961036	0.00042548574856482446	0.00019655542564578354	0.00030876751407049596	0.0020154090598225594	0.00028510476113297045	0.0003499808663036674	0.0002568271302152425	0.0002452063199598342	0.00027437377138994634	0.00042372586904093623	0.0010681055719032884	0.0006174552836455405	0.0005093275685794652	0.0006258811918087304	0.00012732291361317039	0.0002792721497826278	0.00011218749568797648	0.0002965227176900953	0.0005865773418918252	0.00015506261843256652	7.367022772086784e-05	0.00036533709499053657	0.0005243854830041528	0.0004020787018816918	0.0003782685089390725	0.00027351704193279147
KCNJ3	3.995081598873185e-08	4.012594345681464e-08	1.9609296941780485e-06	7.539662050248808e-08	2.1986303181620315e-05	7.19374995128419e-08	3.695876671372389e-08	4.804489890375407e-06	4.495499888435006e-05	1.3843370894051077e-08	2.614494221120367e-08	7.898573528564157e-08	2.030415302556321e-08	2.4422067923524082e-08	8.095988590639536e-08	3.470306353392516e-08	3.0629081493316335e-08	5.24215124642069e-08	2.3581117147841724e-06	2.334530080361219e-08	5.333218311420751e-08	1.0709330666713868e-07	4.516030003287597e-06	3.4436045126540193e-08	2.7383737943864617e-08	3.403651405164965e-08	2.0993061866647622e-07	2.940860213129781e-06	4.3293070461913885e-08	6.895622846059268e-07	3.066255516159799e-08	6.791170292785864e-09	1.3962149658652834e-08	2.154972644774489e-09
PLVAP	4.089681340246898e-07	1.0252206266159192e-06	1.721281478239689e-05	4.1518869693391025e-06	0.0001348920341115445	1.040428401211102e-06	1.4000704595673596e-06	2.498767207725905e-05	0.0002682048943825066	1.0799839174069348e-06	5.66653284295171e-07	1.3049491371930344e-06	3.276711595390225e-07	2.061232862615725e-06	4.1537136894476134e-06	1.493801164542674e-06	0.002214510692283511	4.1185908230545465e-06	9.646383659855928e-06	2.2204590095498133e-06	4.767377674852469e-07	0.0001298408751608804	5.007616709917784e-05	1.4807010302320123e-06	1.0253443178953603e-06	1.2671631566263386e-07	4.784270640811883e-05	1.3713147382077295e-05	9.999493158829864e-06	3.772549462155439e-06	0.002846651477739215	1.4037534583621891e-06	2.1404905510280514e-06	1.108457013287989e-06
ANKH	0.00014178923447616398	5.2281735406722873e-05	0.0001918215275509283	0.0004290085635147989	0.0001517135970061645	0.0001541775418445468	0.0006742645055055618	7.048999395919964e-05	0.00021137947624083608	0.00024910474894568324	0.00023150646302383393	0.00010008936078520492	0.00021682587976101786	0.0005548451445065439	9.559700265526772e-05	0.00027485392638482153	7.998205546755344e-05	0.00010520430805627257	0.00024486618349328637	0.0012304529082030058	0.00031488490640185773	2.8792363082175143e-05	7.347412611125037e-05	1.494764546805527e-05	0.00012667370901908726	2.394789771642536e-05	0.00023544265422970057	1.8123781046597287e-05	0.00010556415509199724	0.00013056851457804441	0.0003728169249370694	3.370632839505561e-05	0.0003683794056996703	8.643639375804923e-06
SAMD9L	0.0016458421014249325	0.00013637619849760085	5.068803147878498e-05	0.00038003415102139115	9.669803694123402e-05	0.000435937981819734	0.00038166556623764336	4.12561021221336e-05	0.00012492667883634567	0.00011809472925961018	0.0006031999364495277	0.00021656281023751944	0.00024805410066619515	7.928331615403295e-05	6.20484133833088e-05	0.00012753481860272586	0.0001252175570698455	0.00013325711188372225	8.42479057610035e-05	0.00012262647214811295	6.945001950953156e-05	0.0003279685042798519	3.201034269295633e-05	4.783116310136393e-05	0.00023403667728416622	5.118876651977189e-05	7.41547264624387e-05	4.2741037759697065e-05	5.89803221373586e-06	6.339909305097535e-05	0.0001783860061550513	4.99072211823659e-06	0.0002834441838786006	1.2034034625685308e-05
PLN	4.450460551197466e-07	2.85381617004532e-07	4.931018793286057e-06	7.260150596266612e-07	7.492925942642614e-05	3.828582748610643e-07	3.655946784419939e-06	1.8377355445409194e-05	0.00010677070531528443	1.0399564587260102e-07	1.0571267949899266e-07	5.069362600806926e-07	9.234560138793313e-08	1.5093947069999558e-07	2.906826637172344e-07	2.0434781333733554e-07	1.73992532381817e-07	9.072350621863734e-07	1.5909923604340293e-05	0.00017241769819520414	1.019241608446464e-05	5.214229759076261e-07	1.6668704120093025e-05	0.001321363146416843	7.811156166326327e-08	4.900054477730009e-07	1.4326536756925634e-06	1.729968971631024e-05	5.448055617307546e-06	3.7649349451385206e-06	3.0632128300567274e-07	5.967884675328605e-08	4.089892868819334e-08	2.002902377284954e-08
TGFBR3	0.00017064702115021646	1.040792653839162e-06	0.0001478425838286057	0.00042352077434770763	0.00013603670231532305	4.3935346184298396e-05	0.00031090929405763745	4.8592213715892285e-05	0.000360486883437261	0.0001878762268461287	5.6145479902625084e-05	7.62848640079028e-06	0.00022867380175739527	9.251487790606916e-05	0.001520278980024159	0.0001252142246812582	0.0008864847477525473	0.000606061948928982	6.499164010165259e-05	8.914117643143982e-06	0.00015833615907467902	3.008463409059914e-06	3.84215745725669e-05	0.00014357078180182725	4.2607675823091995e-06	4.285032900952501e-06	0.0017744502983987331	9.922770550474524e-05	4.444822479854338e-05	2.5560155336279422e-05	0.00019457640883047134	8.325829185196199e-06	2.0762094266046915e-07	3.923011718143243e-06
ARHGEF40	5.818925274070352e-06	0.0008115483797155321	0.0008794827735982835	8.608915231889114e-05	0.00011784635717049241	1.9229682948207483e-06	0.0010189347667619586	3.385263335076161e-05	0.00032847642432898283	1.4615944564866368e-05	3.0176672680681804e-06	5.8011821238324046e-05	2.3367435915133683e-06	4.082066152477637e-05	0.000625895569100976	2.230715472251177e-05	2.8259450118639506e-05	3.4364631574135274e-05	0.00011942152923438698	0.0005949745536781847	0.0003535394789651036	2.8699332688120194e-06	3.21399602398742e-05	0.00036307371919974685	4.389340574562084e-06	2.249618228233885e-05	0.0002246857766294852	2.334802229597699e-05	0.00022636036737821996	0.00031491986010223627	0.0003377165412530303	2.832404243235942e-05	0.0003683765244204551	2.1821555492351763e-05
PAG1	0.001181514817290008	0.00019012052507605404	0.0001291179214604199	0.0018799155950546265	0.00014787004329264164	0.00048666622024029493	9.353220229968429e-05	0.0006424702587537467	0.00021406836458481848	0.0005853963084518909	0.0005865168059244752	0.00013560903607867658	0.000491210026666522	0.0005684864590875804	3.28303940477781e-05	0.0004672555369324982	2.1529947389353765e-06	0.00017873644537758082	0.0002726426755543798	5.3701780416304246e-05	3.94864910049364e-05	0.0003082860494032502	6.258332723518834e-05	0.00021922359883319587	0.00015958401490934193	4.0290698962053284e-05	1.4839364666840993e-05	7.631408516317606e-05	1.3012192539463285e-05	0.00022162495588418096	4.79160507893539e-06	5.2042964853171725e-06	0.00016087541007436812	2.674682946235407e-07
PTP4A2	0.0004655118100345135	0.00021458219271153212	0.00024422784917987883	0.00024513984681107104	0.00028201675741001964	0.0004373732954263687	0.00015546705981250852	0.000143749886774458	0.00023048999719321728	0.0004743394092656672	0.00032775982981547713	0.000273125187959522	0.0007766109774820507	0.0003449693904258311	0.00025617863866500556	0.00036170793464407325	0.0001207420791615732	0.00034073329879902303	0.00029887130949646235	0.0003651677689049393	0.00020944385323673487	0.0002714682777877897	0.00012190376583021134	0.00011563329462660477	0.0002450789324939251	0.0002444485726300627	5.58038882445544e-05	0.00019728454935830086	0.00015010882634669542	0.000345062609994784	0.00014875408669468015	0.0003003999590873718	0.0003044617478735745	0.0019358738791197538
ANKRD22	6.979373665672028e-07	1.1765632024207662e-07	2.239129116787808e-06	1.7160189713649743e-07	2.679762474144809e-05	5.425407039183483e-07	8.038838927859615e-08	5.965948275843402e-06	4.994583287043497e-05	1.0187752650381299e-06	6.190037674969062e-05	1.9922163119190373e-06	1.7578515780769521e-06	1.1687114920277963e-06	6.223673381100525e-07	4.422354891175928e-07	3.397916970016013e-08	1.6346822917512327e-07	3.784515001825639e-06	5.99873786200078e-08	8.959773367678281e-08	6.4962518990796525e-06	6.252870207390515e-06	4.550867771513367e-08	4.329848763973132e-07	3.184338083883631e-06	8.913838769331051e-07	3.936634129786398e-06	5.86678332581414e-08	1.3875400100005209e-06	1.1163105995137812e-07	1.6938498674790026e-06	0.0006617679027840495	1.549213811813388e-05
C2orf40	3.622888584686734e-07	2.4668338483024854e-07	3.4947354379255557e-06	2.0442054449176794e-07	3.6717836337629706e-05	1.7722823031363077e-07	1.034828898127671e-07	1.0881158232223243e-05	8.66391128511168e-05	7.192749762907624e-06	1.0959724505710255e-07	1.320326532550098e-07	8.682270049575891e-07	2.6303914637537673e-06	2.0346196833997965e-05	1.994892954826355e-06	4.1362782212672755e-05	3.897655915352516e-06	3.744262130567222e-06	5.290675744618056e-06	3.5873463275493123e-06	2.3555934092200914e-07	7.0963847065286245e-06	0.00029642615118063986	7.759394549111676e-08	9.246572858501168e-07	0.0009370622574351728	8.079170584096573e-06	0.0005929399048909545	4.311581960791955e-06	2.8455093342927285e-05	4.108167195226997e-05	2.5945208648181506e-08	5.873392865396454e-07
MTFR2	1.6025079503378947e-06	1.9513639415436046e-07	5.1403394536464475e-06	2.9089434860907204e-07	2.9204591555753723e-05	0.0023962752893567085	2.523278908483917e-06	6.735004262736766e-06	7.475007441826165e-05	4.092620656592771e-06	1.944088580785319e-06	1.783583138603717e-05	3.9005653889034875e-06	2.829385152836039e-07	1.2967652196493873e-07	1.1246571602896438e-06	9.152270052936728e-08	1.0390490388090257e-06	7.063462362566497e-06	1.6924465739975858e-07	4.10298952147059e-07	3.9463066059397534e-05	7.1876620495459065e-06	2.083084353898812e-07	4.7935868678905535e-06	0.0014348101103678346	6.876491056573286e-07	4.356231784186093e-06	5.462128171984659e-08	3.885939804604277e-06	3.9409053442795994e-07	9.610345585997493e-08	1.9991401131846942e-05	7.511776800583903e-08
CXCL16	2.2939952941669617e-06	0.0008576257969252765	4.986532803741284e-05	6.406941247405484e-05	9.685939585324377e-05	8.274079732473183e-07	9.22821054700762e-05	1.2983796295884531e-05	0.00010298509005224332	1.682695437921211e-05	1.4890686088619987e-06	2.008404590014834e-05	1.0990857845172286e-05	1.2985958164790645e-05	0.0001371861289953813	4.5919550757389516e-05	2.4921977455960587e-05	1.4323517461889423e-05	7.078394264681265e-05	6.040795415174216e-05	0.00011337389150867239	4.298969724914059e-05	1.2899936336907558e-05	6.4423969888594e-05	4.3775144149549305e-05	2.4483000743202865e-05	0.00016135568148456514	0.00010883125651162118	2.888425296987407e-05	1.717225313768722e-05	3.663224561023526e-05	0.0003412901714909822	0.0017403563251718879	0.00015911730588413775
RPL28	0.0015895675169304013	0.00083288544556126	0.001005769008770585	0.000256512314081192	0.0010451404377818108	0.0011972903739660978	0.0002198069414589554	0.0009888026397675276	0.0012642390793189406	0.003600642317906022	0.001331540523096919	0.0007603777339681983	0.002288718707859516	0.0023816165048629045	0.0009337181109003723	0.0036489502526819706	0.0006914613768458366	0.0015896306140348315	0.001443592831492424	0.0009023386519402266	0.0011951547348871827	0.0017977111274376512	0.0011925643775612116	0.00041243506711907685	0.002464478835463524	0.0005847644642926753	0.0004193455388303846	0.0015231515280902386	0.004307694733142853	0.001054171472787857	0.00025941935018636286	0.002464951714500785	0.0008303897338919342	0.0011110970517620444
COA3	0.0003400636778678745	0.0002876176149584353	0.0002783978416118771	4.3752264900831506e-05	0.00025626306887716055	0.00046945372014306486	0.00011657184222713113	0.0004963842802681029	0.0003978538734372705	0.0002556914696469903	0.0004660650447476655	0.0004705896135419607	0.0004098356293980032	0.0003293174086138606	0.00036641498445533216	0.0003812438517343253	0.00034564395900815725	0.00032716739224269986	0.00030075167887844145	0.00040291581535711884	0.0005725830560550094	0.00021812693739775568	0.00011087788880104199	0.0003963431518059224	0.00030706930556334555	0.0004930925788357854	0.00016885796503629535	0.00030949170468375087	0.0011487933807075024	0.0006818987312726676	0.00024371461768168956	0.0012833734508603811	0.00032929040025919676	0.001068411162123084
BAD	0.00021254307648632675	0.00020924302225466818	5.684694406227209e-05	2.6731742764241062e-05	0.00032529293093830347	0.000523383088875562	0.00012943948968313634	7.845579966669902e-05	0.00038955139461904764	0.00018824810103978962	0.0003910722443833947	0.00034231561585329473	0.00036901215207763016	0.0004650255141314119	0.00039640109753236175	0.0003363531723152846	0.0003138178144581616	0.0002980713325086981	0.00021055425168015063	0.00036730850115418434	0.0007550366572104394	0.0002240180765511468	3.48556786775589e-05	0.00033648990211077034	0.0001570027379784733	0.0003146538801956922	0.0001318104041274637	0.00017319846665486693	0.0013143423711881042	0.000216605156310834	0.0001698008709354326	0.0009086998761631548	0.00017178204143419862	0.0010915995808318257
GSTO1	0.00026254166732542217	0.0004879994667135179	0.00034705601865425706	0.00016529411368537694	0.000209970967262052	0.0005740877822972834	9.439740097150207e-05	0.00025467725936323404	0.00027885689632967114	0.00032834341982379556	0.0005125756142660975	0.0002014328638324514	0.00039698361069895327	0.0005204750341363251	0.00025749209453351796	0.00032801151974126697	0.00032179022673517466	0.00030974240507930517	0.001075185602530837	0.00041893700836226344	0.0006084797205403447	0.0004021761124022305	0.00016543730453122407	0.0003157302853651345	0.0002914681099355221	0.0003460999287199229	0.0001538169162813574	0.0005655654822476208	0.0010076028993353248	0.00039069674676284194	0.0003302940749563277	0.00023795980087015778	0.0010864324867725372	0.00012960334424860775
ST14	2.068577202862798e-07	0.00011939421528950334	4.076067398273153e-06	1.3031041135036503e-06	4.666201857617125e-05	4.412009275256423e-06	9.634455864215852e-07	1.008031267701881e-05	0.0001509737630840391	6.300337531683908e-07	1.4424055905237765e-07	7.348544750129804e-05	2.0974891867808765e-07	7.04096123627096e-08	4.0933699096967757e-07	1.622265699552372e-07	9.04872408113988e-08	1.608197806035605e-07	1.1508203897392377e-05	3.0869116471876623e-06	1.7969337307022215e-07	0.0005915320944041014	1.6952022633631714e-05	3.7759102156087465e-07	0.00010621258115861565	0.00017110840417444706	0.000822686473838985	1.4645532246504445e-05	2.917522579082288e-06	2.2841124973638216e-06	7.555585852969671e-06	0.0002213354891864583	0.0008290759287774563	0.0005706802476197481
RNF152	5.793872333015315e-07	1.5393970898003317e-07	4.562958110909676e-06	1.0121895002157544e-06	6.956218567211181e-05	1.3752428458246868e-06	0.0002581937296781689	3.221282531740144e-05	0.000130537518998608	1.1527220777907132e-07	1.583602227128722e-07	2.222692216946598e-07	7.473713026229234e-07	2.5188893459926476e-07	5.3515122999669984e-05	1.2665404938161373e-06	3.0080143915256485e-05	1.919363228353177e-07	7.393487976514734e-06	0.00017460415256209671	8.866888492775615e-06	3.1503910236097e-07	1.1922117664653342e-05	0.002023532288148999	1.2379479130686377e-07	4.530956175585743e-06	0.00014254869893193245	1.3888025023334194e-05	2.057843630609568e-06	2.070940126941423e-06	6.3096966187004e-05	1.4169250789564103e-05	6.31748591217729e-08	1.972240352188237e-05
GPR35	2.2864742277306505e-06	0.0009379765833728015	5.436138508230215e-06	2.999233004175039e-07	4.55228473583702e-05	1.131462340708822e-06	4.027101283554657e-07	9.870144822343718e-06	0.0001609382889000699	3.1060853871167637e-06	1.7210918485943694e-06	6.648951398346981e-07	6.323959382825706e-07	3.09307267798431e-07	4.1563220065654605e-07	5.601413022304769e-07	2.4986462676679366e-07	4.924774657411035e-06	6.7958617364638485e-06	8.623448621847274e-08	1.0773425174193108e-06	2.9971185995236738e-06	9.610467714082915e-06	7.974639260055483e-08	1.3529038369597401e-06	1.620785724298912e-06	2.8838103389716707e-06	6.810847935412312e-06	8.782068761092887e-08	0.051764115691185	2.824293119374488e-07	7.577199312436278e-08	0.00014963462308514863	1.2532157711575564e-07
PPP1R15A	0.00028164699324406683	0.0007895943126641214	0.0003876035625580698	0.0006532304105348885	0.0004420488839969039	0.00017971487250179052	0.0001538475335109979	0.0002802701201289892	0.0004202354175504297	0.0006918762228451669	0.0003150140692014247	0.0008338469197042286	0.00026557501405477524	0.0004192767955828458	0.0006120633333921432	0.0004589674063026905	0.00024227873655036092	0.0008567741606384516	0.0004832667764276266	9.477201092522591e-05	0.00017484402633272111	0.0005829680594615638	0.00020379258785396814	0.00032711075618863106	0.0007269844063557684	3.913347973139025e-05	0.0007022679201327264	0.00019340982544235885	0.0003203795640729368	0.0002567074552644044	0.00013737648259848356	0.0001383940689265728	0.0005758256302215159	0.000742846168577671
HNRNPA2B1	0.0008693535928614438	0.0007072020671330392	0.0006328268791548908	0.0019113462185487151	0.0007563394028693438	0.0012477826094254851	0.0006084821652621031	0.0005810061702504754	0.000771542894653976	0.0010183146223425865	0.0011064219288527966	0.00039722799556329846	0.0011625454062595963	0.0010104728862643242	0.0007350424421019852	0.0007343945908360183	0.000664379505906254	0.0009714330662973225	0.0007119415095075965	0.00037658793735317886	0.00041660352144390345	0.001004337565973401	0.0011221584863960743	0.000627090863417834	0.001046489691361785	0.001866997336037457	0.001139206113293767	0.0007439280743710697	0.0004775046545546502	0.0008396359626203775	0.0006175716989673674	0.0006230506696738303	0.0005297786556184292	0.0009376609232276678
ATP2B1	0.00013232325727585703	3.5070264857495204e-05	0.0005138701526448131	0.001386589021421969	0.0002602571912575513	8.702663762960583e-05	0.00010155343625228852	0.0005385872209444642	0.0003042509197257459	0.00036724243545904756	0.00024028425104916096	0.00021332658070605248	0.00017995768575929105	0.0005669078091159463	0.0002184143813792616	0.0006353490753099322	0.00023842455993872136	0.00033098962740041316	0.00018446915782988071	0.00012831103231292218	0.00014685983478557318	0.00019068073015660048	0.00020182917069178075	0.0002732286520767957	0.0007203111308626831	9.9287397461012e-05	0.000789951765909791	0.0001592072658240795	0.00037409886135719717	0.0002685205836314708	0.00026376877212896943	6.6435502958484e-05	0.0004114346520509571	0.00017310604744125158
HGF	3.3891350881276594e-07	0.00016570262960158288	1.6066915122792125e-05	3.4674349080887623e-06	6.972863775445148e-05	2.5465311637162813e-07	0.0004891219432465732	1.7928463421412744e-05	0.000110964996565599	2.9944385460112244e-07	1.1202613592331545e-07	2.1830088371643797e-05	4.338634767009353e-07	7.827336503396509e-07	0.0005081374547444284	1.5154994343902217e-06	1.0480636774445884e-05	7.615437311869755e-07	1.0144754924112931e-05	1.4551670574292075e-05	0.00016374261758755893	1.849148134169809e-06	1.606423029443249e-05	0.0005607831990346313	5.574354986492835e-07	1.1047485060089457e-07	4.070172508363612e-05	1.1037174772354774e-05	2.7059600142820273e-06	2.129691893060226e-06	2.869503759939107e-06	2.6377376727282353e-08	0.00022936362074688077	1.452425557602055e-08
RP11-25K19.1	0.0009388106991536915	0.00023644337488804013	3.411775469430722e-05	6.705787382088602e-05	5.9368874644860625e-05	0.0004543578834272921	1.7221943835465936e-06	6.599106563953683e-05	0.00013195120845921338	5.0840106268879026e-05	0.0007163211703300476	3.290240783826448e-05	0.000565537076909095	0.0005854422925040126	4.291971890779678e-06	0.00013709213817492127	1.4040959968042444e-06	0.00041540979873389006	0.00018706655828282237	2.236463660665322e-05	1.6519727068953216e-05	5.67523056815844e-05	2.6264122425345704e-05	5.673843475051399e-07	9.368893370265141e-05	3.231896334909834e-05	4.09268159273779e-06	1.8871780412155204e-05	1.4519986507366411e-05	0.0005378045025281608	2.95058640631396e-07	1.1313627510389779e-05	4.929027568323363e-07	6.600074442530968e-08
SH3D19	7.338997875194764e-06	1.9836581486742944e-05	5.636888090521097e-05	2.4421575290034525e-05	0.0001804690546123311	1.197981237055501e-05	0.0013031867565587163	0.00035356078296899796	0.00028728984761983156	1.126815641327994e-05	1.9057149984291755e-05	1.1982939213339705e-05	7.0564319685217924e-06	1.2975039680895861e-05	0.0008737134048715234	4.050790084875189e-05	0.00023090479953680187	1.5452204024768434e-05	2.235704960185103e-05	0.00045118475100025535	0.0008879267843440175	5.234124182607047e-05	7.846439257264137e-05	0.000238353997701779	3.915326942660613e-06	1.2851168321503792e-05	0.0007186359725892544	3.0098673960310407e-05	0.0006923042819835246	8.952158532338217e-05	0.00020913341722916812	3.2927182473940775e-05	3.071467972404207e-06	0.00011859351070597768
CBX3	0.0004866989911533892	0.0005760326748713851	0.0002609310031402856	0.0005166701157577336	0.000334105861838907	0.0009244348620995879	0.00023715419229120016	0.0004437206080183387	0.0005497966194525361	0.0006242773379199207	0.0008767370018176734	0.0002289884869242087	0.0008216496789827943	0.0005809647846035659	0.0002294132427778095	0.0005577850388363004	0.0003331780026201159	0.0005481292027980089	0.0003065145283471793	0.0003219025384169072	0.00037422534660436213	0.0003267616266384721	0.0004923209780827165	0.00022681067639496177	0.00044923037057742476	0.0010125174885615706	0.0002852154430001974	0.00021407326858025044	0.0003710339078679681	0.0005049569881521165	0.0002891992626246065	0.0006852088845334947	0.0002427294966764748	0.00045977954869158566
PKP4	2.5911445845849812e-05	5.814725227537565e-05	0.00015909205831121653	0.00015068693028297275	0.00016971335571724921	8.941674423113e-06	0.00017704216588754207	7.11443935870193e-05	0.00034478260204195976	4.6930817916290835e-05	3.802550054388121e-05	1.3635244613396935e-05	1.39095736813033e-05	4.8163030442083254e-05	0.00010493776062503457	7.916109461802989e-05	0.0015705900732427835	5.639897790388204e-05	0.00010938884952338412	0.000129744948935695	2.5711433409014717e-05	2.3350456103798933e-05	2.246239637315739e-05	4.9846668844111264e-05	3.0060788049013354e-05	0.00024030824715737253	0.0015748956939205527	1.617468660697341e-05	5.934168802923523e-05	8.943612192524597e-05	0.0009849666384980083	8.557041292078793e-05	3.454970646998845e-05	0.0005597391282208264
ADAM19	0.0004894458106718957	3.7741133951385564e-07	2.8394273613230325e-05	0.0009197863400913775	0.00015718676149845123	0.00024107059289235622	0.00024825544096529484	0.00012081621389370412	0.0001701035216683522	6.512243271572515e-05	0.0004400162724778056	0.0003162050561513752	5.9210986364632845e-05	0.0003391058708075434	4.277786138118245e-05	0.0002604634501039982	6.059170573280426e-06	8.164445716829505e-06	7.923277007648721e-05	0.0002500780683476478	2.4236118406406604e-05	0.0007478605839423835	2.3479145966120996e-05	9.115775901591405e-05	0.0006793483626097441	1.514735777163878e-05	1.6130587027873844e-05	0.0001813101553125307	3.675654397738981e-06	3.842303340206854e-05	0.00014990380441304296	3.732758386831847e-07	5.170302029000595e-05	5.594981900003404e-08
GPX3	1.5169280231930315e-06	4.915440854347253e-07	2.0042169126099907e-05	2.3147626961872447e-06	6.887956260470673e-05	1.6355672869394766e-06	6.722281977999955e-05	3.6454159271670505e-05	0.00021454649686347693	7.426108368235873e-07	1.020730110212753e-06	8.535714187019039e-06	2.5832371193246217e-06	1.1843054608107195e-06	0.0012210686691105366	6.916508482390782e-06	0.0003902601602021605	2.024260083999252e-06	2.9664626708836295e-05	5.118128683534451e-06	0.0007050281274132431	1.8486459794075927e-06	5.1235278078820556e-05	0.0009989372920244932	9.415053682459984e-06	2.841876084858086e-05	6.23580563114956e-05	5.190179217606783e-05	5.218813748797402e-05	6.342932920233579e-06	0.00013639277312904596	7.0177966335904785e-06	0.00026738145970739424	4.534820163826225e-06
EEF1D	0.0007307779742404819	0.0006045570480637252	0.0005925322766415775	0.0002424073900328949	0.0006729040178470314	0.0004863895883318037	0.00010427702363813296	0.0006708089495077729	0.0004975021001882851	0.0017225691117346287	0.0006580274784937501	0.0007981476373970509	0.0010861417977139354	0.00160213652998209	0.0006007343181408942	0.0015142220072448254	0.00038543454138562083	0.0010089934803545475	0.000654352072160691	0.00034524931106716394	0.0007413980783894658	0.0007945296820253134	0.00040899869054555893	0.0005289132823236287	0.001146481023170054	0.0007570579182356596	0.0003166685637552291	0.0008589358767494559	0.002122248988598585	0.0008532112697139382	0.00015741228708066046	0.0038310899399220943	0.0002953754737973213	0.0008592217927798629
CNTRL	0.0004212429339531809	0.00013253446377348155	7.701732101850212e-05	0.0014242979232221842	0.00011389470455469564	0.0006126860389485955	7.321715384023264e-05	0.00019552161393221468	0.00020140246488153934	0.0005377093330025673	0.0004683341830968857	9.095615678234026e-05	0.00041831089765764773	0.00030865316512063146	0.00013723185111302882	0.0002550068311393261	6.113316339906305e-05	0.00019390489615034312	0.00022597039060201496	3.578084579203278e-05	2.6439996872795746e-05	0.000288872019154951	6.626875983783975e-05	5.7531600759830326e-05	0.0005792346782982349	0.0002619907318148762	0.0001852698187576607	0.000387931038858369	4.49062863481231e-05	0.00016259404947049916	5.891969340154901e-05	1.3083600606478285e-05	0.0001746356429066509	9.796595259103924e-05
IGLV3-21	8.242128046731523e-08	6.692941667552077e-08	8.219380106311291e-06	1.6188734264233062e-07	4.064324821229093e-05	1.3203055004851194e-06	2.869022353024775e-07	6.043924258847255e-06	7.226544403238222e-05	2.167146931242314e-06	8.933224080465152e-07	0.002057006349787116	6.139832748885965e-07	2.706799762108858e-08	3.6755452015313494e-07	3.708621676423718e-08	1.4950133220281714e-07	8.748162372285151e-07	6.297502295637969e-06	4.1562145725038135e-07	7.961859438410102e-08	3.511858324145578e-07	9.018292985274456e-06	3.938442603157455e-07	1.4890688362356741e-05	2.6966836230712943e-07	5.138967935636174e-07	4.173302386334399e-06	4.811517584357716e-08	2.941271077361307e-06	9.295687419808019e-08	4.0304584558725765e-08	7.706396587536801e-08	1.8717729588502152e-08
EAF2	2.1079209545860067e-05	0.00010832331463461742	1.610581784916576e-05	9.836927347350866e-05	0.00014977242972236127	0.00011313255527056754	1.074323972716229e-05	2.7677573598339222e-05	0.00019702789722941816	7.66596058383584e-05	1.9862220142385922e-05	0.0031902145128697157	1.756894198479131e-05	1.6764202882768586e-05	1.4868617654428817e-05	5.9947091358480975e-05	1.3089227650198154e-05	0.00011620266013778746	3.687564822030254e-05	2.464868884999305e-05	3.48847643181216e-05	0.00034874852281063795	1.8947668650071137e-05	2.541977482906077e-05	0.0014218079159036279	8.240165334427729e-05	3.906865822500549e-05	8.924368557927664e-06	1.4757576536794659e-05	3.9011578337522224e-05	1.0299428140569944e-05	2.2565822291653603e-05	0.00018746692512650043	0.00012365537986624986
SMCHD1	0.001006896491162479	0.0001525172556284815	0.0005970171769149601	0.001782406703568995	0.00019840846653096378	0.0005859158700332046	0.00020269042579457164	0.0004269000783096999	0.0003659465874079615	0.0008508435566909611	0.0007460421766154468	0.0002785889955703169	0.00039957414264790714	0.00043137246393598616	0.00017966968880500644	0.00041260450961999595	0.00016384229820687324	0.0003873532696161419	0.00042255554581061006	0.00011720822658389807	7.57149318815209e-05	0.0001533406466478482	9.104984201258048e-05	0.00016293635417241603	0.000727652630303055	0.00013877637684345245	0.0003398112312424928	0.00015060296573210508	4.744742182083428e-05	0.00019896135199815035	0.00011637543502729386	5.080379924038425e-05	0.0001573583431309089	9.408586629433557e-05
