Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33	Topic34
NTRK2	1.5439414710272104e-05	5.320842433320649e-07	1.1039925993827637e-05	1.2518704352260102e-05	8.562868606531993e-05	8.89690090843942e-06	3.060690505662933e-05	7.026059756753966e-05	0.00017976145318243653	3.944688842238975e-07	2.6738829546957277e-05	1.8963238517244463e-06	1.7206110669576447e-06	1.3508808478945866e-05	2.2098243789514527e-05	1.2971115666005062e-06	2.436382601445075e-06	8.826646080706269e-07	2.343786218261812e-05	1.5933861504890956e-05	0.0001045387180056423	8.779042218520772e-06	2.0595931346178986e-05	0.0011940859258174896	3.413348679259798e-07	3.974203991674585e-06	0.0005586014594882727	3.0310131478472613e-05	0.00031004013726487756	1.4169090718496591e-05	3.99958389607491e-06	5.950296326773241e-05	1.4657926783456787e-07	1.0884025869017933e-05
SIL1	0.00012195689487271011	0.00034077608142979443	0.00011734310101019219	0.00010141359962290153	0.0002964054874610156	0.00011003200052073225	0.00039207047666423023	2.260633664263878e-05	0.0001675325765972957	4.788934893440455e-05	0.00013584709085989743	0.0015009752241894603	0.0001583946868777275	0.0002204997872468084	0.0004306869814172387	0.0001040753850247711	0.00018344326235819608	0.00018528928922023624	0.0001330507075181231	0.00028752960497513413	0.00038222724106162786	0.00016830243112053722	7.782161264913157e-05	0.00020772112475242466	2.9902676033088937e-05	5.2380128181539476e-05	0.000291689793812111	1.7842559827840887e-05	1.9610999515862204e-05	7.96465901657939e-05	0.00022411132522393018	0.0003465646004769951	0.0003638518392108381	0.0005744736408814788
ARPC5	0.0006211771978996694	0.00046871378435753286	0.00036601052852347493	0.0003352258645463735	0.0004825391515623778	0.0009678872884251177	0.00020026789570692927	0.0002985194732900709	0.0006611578282900155	0.0005977586260996759	0.0006858235574327409	0.0002004213456530124	0.0007088642450980842	0.0007359994342550635	0.00020321851479820907	0.0008163185557350516	0.00027812752523459494	0.0006347493617795408	0.0005226196954026818	0.0004220362170599401	0.00043904356425628066	0.00102266576141119	0.0006720352685078979	0.000924302323255688	0.0005707225063815713	0.0008611502125859261	0.0004355743294581771	0.0004198139940854162	0.0007378990412689745	0.0009789842879399657	0.0003485919733066112	0.0008178293937817216	0.0010191646870225668	0.0003174889425281435
MBP	0.0007460443302989006	0.0004867702373303473	0.0007751761586405337	0.0018410703632980585	0.00022078615438658744	0.0003867896448355168	0.00012206197425257415	0.00015402620192617178	0.0003561013436410576	0.0009244015673175454	0.0003122497000731528	3.463529355940409e-05	0.0012201658682897687	0.0007560671656392515	0.00012522825272753835	0.000686362327542156	7.690524626013939e-07	0.001287940889596939	0.0003335831861477345	5.58187130081933e-05	0.0001052099178195931	0.0004159105592407286	0.00019215235079173	1.8349375068282825e-06	0.00044593983329832554	3.072320032515563e-05	3.750965333892964e-05	0.0002636263961903751	5.489779869094491e-05	9.831909119384363e-05	3.4735332974378252e-06	5.244453495834023e-05	0.0001953778846655041	0.00010306014883099124
LEPROTL1	0.0006848242483101785	0.00035971784382127225	0.0009031210793182254	0.0005973114748485386	0.000416648224927485	0.0003280735691078007	5.2230509027140215e-05	0.0005281251505948603	0.0003708843723870814	0.0013799682492390275	0.000748499936889857	0.00013621280959341675	0.0008964142180047929	0.0014016225468367338	7.043853838695213e-05	0.0010845912620425224	0.0001813489361666143	0.0004955177428200841	0.0004287215124350041	8.18238258943893e-05	7.438143802573904e-05	0.0002470870967954397	0.00010168927838094532	0.00011227410868741572	0.00010496844333829358	7.094701868481934e-05	7.066079706419259e-05	0.00046571140410378575	8.746012463234365e-05	0.00033547033672221005	0.00016768701607361436	0.00011485590948723257	0.00017812498845160007	0.00017658103024587035
MPEG1	1.5638411809959507e-07	2.1158206209292985e-07	4.611386884789681e-06	9.942385986505542e-06	5.2892759413225576e-05	2.3315290320624626e-07	3.376455879333662e-07	2.5986368200392462e-05	0.0001046763063641265	3.1273665968001296e-07	7.408119984120276e-08	3.5772832234215457e-06	7.147765757054003e-08	7.005506574842002e-08	8.836780125420773e-07	2.109976833253313e-07	1.1032079072492706e-07	5.003474825571175e-07	1.3000398212170694e-05	8.470614432098955e-08	1.0358867257309612e-06	0.0033036612439900637	1.3212041267252062e-05	8.440126464392961e-08	0.0002938665566034615	2.973123685023893e-07	8.787304182078515e-07	8.161340701917652e-06	1.1695778567855086e-07	2.326899220861378e-06	1.775032671957888e-07	2.4002615006679662e-08	0.0010859572794288397	8.882308222268875e-09
ELN	2.2472772798209917e-06	1.1227575669181533e-06	3.149881013086997e-05	6.969515311538999e-07	0.0001569301966810599	1.9692288333317265e-06	0.002219999674707651	0.00017241117893718183	0.00036840600660070777	2.2551940048742836e-07	9.102994908971596e-07	3.3335870739392703e-06	1.1587252402023296e-07	1.7538141037221067e-06	0.00031524524092674255	7.759725235700898e-07	0.00018928429926745594	9.657345572122722e-07	1.6490943380631506e-05	0.00031854637200012803	0.0016157305799424648	3.0010910450073425e-06	0.0001549038424855098	0.00014013386680744588	9.256883117814141e-07	5.590075943473494e-06	0.0007144076516851783	0.000853453588206321	6.412264337996021e-05	1.0350132470193785e-05	0.00032121161348186433	3.9123847273003776e-06	2.6546896947365894e-07	2.1086630113131832e-06
SELP	2.063857891698717e-06	9.495677488757792e-08	5.91220632486511e-05	6.506567387987161e-06	0.00010867435048567131	3.476909000710293e-07	1.6168009153716412e-07	2.0403160306159407e-05	0.00026459808577783406	1.6941259673330933e-05	7.063814700813964e-05	4.257418311226502e-07	6.096382207942952e-07	6.26690307399258e-05	2.1117029973538592e-06	5.957384928478859e-06	0.0016150595620274544	2.8758433927578153e-06	1.1380343494238332e-05	8.651119998148715e-08	4.1271309214607754e-07	5.075189619674347e-06	1.304147099290276e-05	1.166284420150987e-07	1.4831151020189282e-05	1.3995487790907646e-07	0.00031216288334690034	7.152012585720513e-06	1.4140145765395573e-07	3.4722222608252196e-06	5.008056905353442e-05	1.1963250301505468e-07	5.702223759840308e-08	2.927079556513945e-08
C1orf21	5.987663098494522e-05	0.00015478688874281943	9.969084203476086e-05	3.562588608474471e-05	0.00013756970292888582	5.478748425957747e-05	0.00016285399033222347	0.0002706277009565383	0.00021920011204201728	2.865815258701332e-05	3.6325120618130313e-06	8.437246833636891e-06	0.00026252897805534303	3.392958888071007e-06	0.0006837242981418967	1.9578912542783655e-05	0.0004299561260268092	0.0008529452607035637	6.120462057879195e-05	3.61376914952416e-05	0.00034852459793910384	1.627308301976882e-05	0.00016989139840006828	0.00013970769941806793	2.9546604309871327e-06	0.00010225599544355646	0.0005312619032338262	2.389706060057506e-05	0.00025733164511621	6.164085061755031e-05	0.00011941459524678066	0.00038976597716100514	7.059649942675605e-05	0.0008975093369372189
STX7	0.00011199368600500748	0.00031195214251056314	0.0001509560242993757	0.0006601911154575646	0.0002733378787524998	0.0001434490695828572	0.0004501554649323225	6.382502760970965e-05	0.0002637968282215297	0.0001452704455005005	0.0001774380507413298	0.00021329762239474803	0.0001627025631023571	9.374727233080193e-05	0.00018011133943218738	0.00012233175220899284	0.00015874703240115196	0.00021406768064480275	0.00016466842498630285	0.00034252821933478117	0.0002601824526209384	0.0008504079887643456	0.00018940279551316053	0.0001543534453958273	0.0014930632896721363	7.357411232078448e-05	0.00015380204422399402	2.6610990971676074e-05	0.00015512231038883328	0.00012094858539057896	0.00021317861683201045	0.0001342022733297199	0.0005693048588000238	0.0002422300894977525
PFN1	0.0013669468462467194	0.00025299546541646123	0.00043083156924694777	0.0001635129883652553	0.0004431392007973045	0.0032530082389712334	8.914800855563954e-05	0.0007418292807415128	0.0006378850084729493	0.0009286286658607423	0.0022813694085925817	0.00022972081205807626	0.002194320550188422	0.00155598612036556	0.00017275114078074694	0.0019965688697993755	0.00033027431345544755	0.0015960927121341228	0.0010900339111685753	0.00046260046656243503	0.0004116752534173429	0.0017544024158269167	0.0008618886349722743	0.0003657077031675726	0.0008240716997534037	0.0014913632767274976	0.00015484319010283798	0.0006242571398615837	0.0015365019207820296	0.001958455191925168	0.0003379498375579715	0.0012411446077749133	0.0011230690870434046	0.0002576321130618453
TIAM1	9.863506420515478e-05	0.0004994461196474731	9.93677822407335e-05	0.000781452574301511	8.157062984537333e-05	0.00015971790708135813	9.875258911051787e-06	5.7902670960174873e-05	0.00016478185716550797	0.0001992110046558082	0.0006905928603373468	9.23727020563092e-06	6.92785979481414e-05	0.0010522262891754508	5.120922196510946e-06	0.00013655965449288487	0.00013306501205079257	8.261686889454722e-05	5.492838681675494e-05	6.65228144498542e-05	1.1328532309562434e-05	8.261622133431956e-05	3.0692135624121875e-05	8.102801984932739e-07	3.846883373626042e-06	4.364739288575947e-05	0.0005096821114420891	2.5300574634457007e-05	9.63926959229866e-06	0.0006327435839921236	2.408908403594978e-05	1.676741158007644e-05	0.00015090062515810132	2.1518779249163345e-05
PPIF	0.00041204047738574445	1.6168811271199957e-05	0.00010735533578554168	0.00012945615162607282	0.00013812142424285412	0.0006744992570020258	5.9895166486967355e-05	4.6712724724784493e-05	0.00018394201470073313	0.00010944560199277475	0.00024479030980728567	0.00020395030151121318	0.0004119104705750942	0.0002080040576402098	0.00015071143570821732	0.00022135239851195365	2.6826617613551207e-05	0.00017655467672739178	0.00034295738441869617	8.005695417523384e-05	0.0001159374660346657	0.00016262568533420563	7.904059020802379e-05	7.024636579444632e-05	0.00016213298658840358	0.00047363765770569444	7.330218068091199e-05	7.483477384084836e-05	0.00011686860671034083	0.00019189661543350667	2.2846950741950423e-05	0.00020980248518753797	0.0006534510757774115	0.0001620664552319795
SGCB	0.00013624932034872472	9.6904989277391e-07	0.0004806051147170365	0.000244330643909052	0.00013872455747332424	0.0001655523374211043	0.00043600122444331646	0.00048700073966756463	0.00028402189491316676	5.16857580805663e-05	0.0001728284842101857	3.037920396309346e-05	0.0001448191178496927	8.977724792202935e-05	0.000609830254688859	0.00026549611357040703	0.0002181126328650862	2.8186788767925464e-05	4.424823782755993e-05	0.0007292915252037346	0.0009407529141753912	1.6068152035586536e-05	8.235160203184932e-05	0.0008793068118393421	0.00010106124682351947	0.0001296106493100524	0.0002984296588692814	0.0002308631082996726	0.00044264711323194206	9.012701775645837e-05	0.0003356364613864571	0.00017656922864262015	2.231426151411142e-06	8.911143959267065e-05
SGCD	4.5656091174350877e-07	4.8778388190839905e-06	2.7130672606290318e-05	5.195152539272385e-07	0.00011747632379410788	5.962216960142541e-07	0.0023369023110717535	5.927102029090747e-05	0.0002271989214932546	1.8467481766037963e-07	1.2183711817215226e-07	5.218370233706082e-07	7.028580739643076e-07	3.5669540920935106e-07	0.0002681652258615941	3.078783663568174e-07	3.821041900664568e-07	4.834564037992095e-07	1.2311082173255272e-05	0.0007296137046068907	0.00047031298163346946	6.740131652804848e-07	3.1352985388366506e-05	1.0962873602693435e-05	5.994764933348051e-07	4.888140665570972e-07	5.26141138834646e-06	1.6134250472532585e-05	1.4760587873752229e-05	4.206754056212958e-06	9.132523700827733e-06	6.271469032981258e-07	3.011663523011521e-07	1.0178540605920716e-06
HOXD9	1.214166559293517e-06	1.476889082141497e-07	6.40149619357544e-06	3.885103069478646e-06	8.216395508497953e-05	5.4406450544775e-07	2.274479265906848e-05	1.4721281331731007e-05	0.00020551840134430677	6.447532996389782e-08	1.8490293030026805e-07	2.425474008305173e-07	1.393999298215931e-07	9.570447900841828e-08	1.817299380491022e-05	2.4022185129979334e-07	0.0011117622489109635	4.352056635070767e-07	6.05451987212291e-06	4.868576070293784e-05	8.732891728868708e-06	3.326520641167008e-07	1.1040805475204252e-05	2.941576167359017e-05	1.388451892125886e-06	1.1641047876764787e-06	3.026371450687293e-05	6.259758720261743e-06	2.211392313711258e-07	1.914113909151638e-06	0.001505728461779654	4.7094778210521326e-07	5.232471167460062e-08	6.983009370742366e-08
NRROS	0.00012685745605267584	0.0005382744129747152	6.406453030649573e-05	0.0005063603166490793	0.00015391164924949408	0.00018017376714851707	3.1480388429372397e-07	6.165060040075332e-05	0.00014499366807285696	0.00018431151693221182	0.000248753116466105	0.00016271726053673774	0.00010363233741372824	0.00024170815595425665	1.031611873258953e-06	0.00010945233952952549	0.0005400068475864828	0.0006853723898530006	3.2793723221402615e-05	2.135641125278198e-06	4.5320859953790205e-07	0.00034863161272369325	2.6102259653271176e-05	3.4523210956649564e-07	0.0003233842726331204	3.3681426430121064e-05	2.306679198227357e-05	1.064185198629275e-05	2.2267181520874146e-06	0.00028056438895873725	0.00038615212542936206	1.7407750192433014e-06	0.0005331287975423038	1.0875050548975196e-07
TCF4	5.499929557117866e-06	7.12245264367084e-06	0.00012774708739016205	3.1755025702295825e-05	0.00042384673724882305	9.28378267417429e-06	0.0015965612838044763	0.0002687921223696321	0.00043329407344572246	2.5802191885304637e-06	5.599530595645774e-06	0.0002176562265958637	1.014054760162253e-06	2.8151418973720865e-06	0.0015985207865014672	2.0514801235549385e-06	0.0012377513339743018	2.2884580175741576e-05	6.307358125923201e-05	0.0009423449519090354	0.000809735560324043	0.0014771444257348776	0.0005696829757653177	0.0006551737897098064	0.00048200433957390487	1.2723462532449048e-05	0.0002043759886873886	4.5475931983673945e-05	0.0001752007519826293	5.342547956388444e-05	0.0016688822070136666	7.182521812865161e-07	0.00012539506133180112	1.1128114238090347e-05
PRC1	5.0959304644493386e-05	1.3504045170975587e-07	5.0324073527008295e-05	2.5879035092657432e-05	4.8015484935604036e-05	0.00017313599528279155	8.180268196156248e-07	1.0277590263285674e-05	0.00015110343520063907	4.8530531785218045e-05	2.1708359781769104e-05	3.101143738604151e-05	1.8719658328336664e-05	2.6129977413802408e-05	1.0171072972298134e-05	5.177577259019017e-05	4.523258667177288e-06	1.0502937584533356e-05	3.2652646041242406e-05	1.7380354620399885e-05	1.4719815226271749e-05	3.4667911677388474e-05	9.036520168592688e-06	1.1315651136101224e-05	3.531217225827277e-05	0.004302237182855606	9.174621663987637e-05	6.304655471467413e-06	4.5558365968645376e-07	8.875434104993474e-06	2.5043949790415354e-05	2.5833343897829764e-05	1.1259032362431753e-05	2.536324245738797e-05
GALNT18	4.96928294069221e-07	3.339506804422854e-07	1.1877341421495657e-05	1.8838038613466779e-06	9.589389082975686e-05	3.35422839725652e-07	6.4077462411660235e-06	5.396511551225558e-05	0.0002640206948854029	5.326594418875175e-07	1.6757665832756174e-07	9.164048719867424e-07	2.1747806044913887e-07	6.89565069933451e-07	1.921071634569671e-05	2.3660798831315333e-07	0.0011486915173009038	7.211549473140622e-07	1.3072961337456945e-05	3.7006568163633347e-05	1.6457106539746746e-05	2.016323605857906e-06	1.48141289173509e-05	9.37371514737606e-05	1.2556182582557085e-06	6.152513378765434e-06	0.0009641043143346906	0.00010425392974866554	8.38188407215057e-06	5.107854576635873e-06	0.0014753598952665925	0.00016438313468825072	3.9681202679275884e-07	1.6085476090665907e-05
PAQR4	2.584116555226501e-05	4.2290841406611435e-07	4.967727363691665e-06	3.938756947263755e-07	4.330443334765732e-05	0.0025997876655310392	7.964132237248123e-06	8.326735951413866e-06	7.746892515569925e-05	3.3368287404300645e-06	0.00021259576897136867	2.8191478122607805e-05	1.747375790728256e-05	7.067463684506947e-06	8.88501972440281e-07	3.3531032386235893e-06	5.012407564208843e-05	2.756293952188571e-06	1.9388069631531835e-05	7.550203736172989e-05	4.441531018528622e-06	5.373972453526221e-05	9.678383321443107e-06	4.1556482756277546e-05	2.950497218989767e-06	0.00029401842039078474	4.221493873046711e-05	6.225332526810234e-06	8.862998157610491e-08	0.0002047511952696368	0.00015196000458672643	0.0001526625273982063	0.00010062156070489436	7.454472506651655e-05
TACC3	0.00019709125626832247	1.2213830814289395e-05	0.00013117431080900133	0.0007115668267942965	0.00012138144666096196	0.00030060476274229586	2.6143559352931334e-06	8.951697964221239e-05	0.00021701506921090186	0.000564077403396368	0.0005087146419100463	9.930795386026148e-06	0.00030745347612537444	0.0006156480521894991	9.701158205643878e-07	0.00047477238695137203	4.204311335342936e-05	0.00011558748519746587	7.671114872209728e-05	2.765792487480212e-06	7.636363648089173e-07	0.0001328841899521649	3.095121428486891e-05	3.0606779546360485e-06	0.00018171814735978842	0.0014669685624539852	2.056275843642652e-05	6.49303910904564e-05	9.912312634696718e-06	0.00017469190061092377	4.687953332904726e-05	6.113414656283567e-06	0.00020590121857821941	4.3706772885343526e-06
MICAL2	0.00017822060908656567	1.1630911103566177e-05	0.0006457071285694838	0.0005130942445248365	0.00010568674770183861	0.0002521716814953834	0.0004640177357941866	0.00015411702042911202	0.000327794550685212	6.343437416944653e-05	0.0007464326918125153	4.840562723984476e-06	0.00018059118883684278	9.88896717899479e-05	1.5707022612332366e-05	0.00029213217203505337	2.95582867693156e-05	0.00012761731341015548	8.623831672593951e-05	0.0017396439798176289	0.0001632114581298083	5.190574302105233e-05	5.253947165329009e-05	0.00021868965995963663	2.2478077426058007e-06	6.739272794220597e-05	7.490863936254755e-05	0.00022885024372953922	0.00036502862349152565	0.00015853228978812695	0.00017136632231995463	3.196245233993977e-05	8.25073875603266e-05	0.0003823181614279747
HCST	0.0019112819572910666	0.0001678259577602148	0.00024040638527367264	0.0002722537610679865	0.0003377383400220424	0.000501247588545084	2.1064536213089013e-06	0.00015446929319296032	0.000488883291836828	0.0009709881851449609	0.0006286097341217101	3.569195177988149e-05	0.0024363405536860228	0.0005662342882715166	2.326831918253447e-06	0.0015652538277208805	1.2172021115475218e-06	0.0022677620872855186	0.0003162265638820827	1.221981278831663e-06	1.1607054375417647e-06	0.00030362093821167946	7.617038500029594e-05	4.694499011748121e-07	9.809841867536306e-05	9.251918527297676e-06	3.158143272230518e-06	0.00010406596993561834	3.257165644754423e-06	0.0003284635313320905	4.0234297671304375e-07	8.792324024398113e-07	0.0004578682128340006	8.750220672482101e-07
