Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10
ARHGAP1	0.00025140971411019564	0.00011945894948439673	0.00011563365114852786	0.00020030354789923877	0.000160782496095635	0.0002860572130884975	0.00026858571800403297	0.0008173295063897967	0.00023298271116800606	0.0005854993942193687
RAD54L	9.192594006890431e-05	3.328633965793415e-06	1.8796249605657067e-06	3.0403789423871785e-06	4.291338882467244e-06	5.460992906591855e-05	2.400849723471765e-07	7.415027084789472e-06	0.00011281367915216833	1.9802641304522695e-07
PRR15	2.459750703565078e-06	7.681893293920439e-06	1.0540985613261e-06	2.906705276473076e-06	2.3780664548667119e-07	4.7456008900326196e-08	8.456670030909663e-08	1.563475416332949e-05	0.0014001941308379173	2.4770341042312793e-05
CHN2	0.0015196158783510327	0.00035617907997220755	2.216065013271873e-06	7.929014827823266e-05	1.2048077223880682e-05	0.00010722794831963256	8.65937618073076e-05	1.5785533832968213e-05	6.965175543882651e-06	9.851300274021924e-05
KIT	0.0023374981246888638	8.102589163172524e-06	7.406273425658583e-07	3.237900455133058e-05	1.6036396118579432e-05	5.188250611354306e-07	3.4157646950916387e-06	1.1680463103402872e-05	9.414390660822392e-06	0.0006166557432152331
NR5A2	0.00016083043010439724	2.7466987262414477e-07	1.4081115295994096e-06	0.001127051655203104	1.6732291214793804e-06	0.00017741987539920956	1.1727806850103661e-06	1.8070036844619608e-07	3.951596227125265e-06	2.2176395759743173e-06
STK17A	0.0006523343035951257	3.728990486706607e-05	7.524713146267459e-05	6.781244883313775e-05	0.0008095675730146468	0.0008187461644411087	0.0011098317336291075	0.00010318173008272424	1.4105658010521438e-05	2.8694423235720024e-05
PRDX6	0.00040422624442726374	0.00035300577292218804	0.0003283838159404695	0.00033570046070963144	0.00036633366835303605	0.0004952838062308729	0.0004002625064458698	0.00021797623776365072	0.0007371829124167562	0.0008995659882202744
B2M	0.0011438960209488869	0.0009487607749179006	0.0015204870142042637	0.0006893337704241276	0.0010493958834558725	0.0021260406356304884	0.0018083042232319713	0.0004334606055635959	7.861119229346514e-05	0.0006414107047021389
AVPR1A	2.607960425393685e-07	2.8153417019893823e-07	6.820991416134348e-07	4.0196661643676634e-07	3.6896693700327887e-07	2.821026896526746e-07	3.6485408827502397e-07	8.917000377550721e-05	1.218678136183371e-07	0.0008140328573063016
CPNE8	0.00014475372154265642	0.00023653348034713417	2.5596034902264364e-05	0.0005550978239625692	3.2453692256240174e-05	1.8118342268280685e-05	0.00010976391058648005	0.00018565896607469767	3.812520617429982e-06	0.00018316679052077234
DERL1	0.00044094971963204443	0.0002062119747279212	0.0014554535737261176	0.00017525663133710623	0.00029906234703958035	0.0004657265089917928	0.0004452211142051965	0.00019353422976564616	0.0002628022339195013	0.00013134667824488133
LIMS1	0.00015033346426207572	0.0008492152555845678	0.00013850341201759875	0.0003460436419118196	0.00012567338126245886	0.0006160115008242428	0.0003850218199659139	0.00042928161565214396	9.58592354436405e-05	0.0003082042676396668
P2RX1	2.2400616217055358e-05	0.0002729308034759015	0.002295332495123148	3.49157119217125e-07	0.0012199314078316092	1.2154011130860454e-07	1.155701951915944e-07	3.089637630182551e-07	6.67918413910229e-08	0.00019235107174608856
ZNF791	0.0005797587800770998	0.00012136036821175367	0.00023745981161482632	0.0001516514748800546	0.0005238615558482707	0.00027003668947145343	0.0003505280474200845	0.0001782090257620439	0.00019234043429605663	0.00015658591291867197
AQP1	4.153269401285797e-06	2.1491109691851307e-06	2.732738494160003e-06	0.0017889795126393437	2.339264710826683e-06	7.41290250516613e-07	9.967938012778177e-07	2.3574171791551635e-05	1.4415567193282186e-06	2.8583937819348648e-05
C12orf75	0.0003550924884621054	2.025463072641287e-05	8.655407145852223e-05	1.1127463039883878e-05	0.000419880059780553	0.0009358612005598843	0.00041190703632310033	0.00030620492179878056	4.6778081014053896e-05	0.00022954937594477087
DERL3	4.066983819939196e-06	8.723382961761672e-06	0.006951076909899712	1.828139829740394e-06	0.00010553854372119531	4.2485435187700205e-06	1.6654346381983487e-06	0.00021553791884798557	3.9550736801174935e-06	2.030886389547959e-05
LUZP1	0.0004498773196246475	0.00014849547005724162	4.68360012746416e-05	0.0008736209711059928	8.536219684174284e-05	0.00025136221665889025	0.00018999663006979972	0.0005034206551499665	0.0001088839489966631	0.0002055926452158019
FKBP1A	0.00014794520393479615	0.0005077862297184765	0.00019829231314361095	0.0016978097846731544	0.00030601510661654174	0.00084901467198506	0.0003075772547163069	0.00025122787337750196	0.0005311768618412316	0.0004201799747534096
ADGRF5	5.207981530475081e-07	2.496810509455827e-07	1.6819852817206993e-06	0.0014526174636557698	9.046955824487668e-07	8.120139796119474e-07	2.682405124687648e-07	4.6247248974395916e-05	1.2754223916999763e-06	0.00039610880776308477
IGKV1D-16	1.0098644764866549e-07	4.211549509136603e-08	0.002812066115438938	5.070225839176601e-08	7.610237418020915e-08	3.647308943754979e-08	1.933927151753778e-08	3.9475622770623886e-08	5.160819771532488e-09	6.210178327137328e-08
PRDX4	0.00011258126323809847	0.00022449206153396517	0.005245954729616642	0.0002904310531448573	8.626625640317798e-05	0.00015942419122438878	0.0001429214171366766	0.00033840490505099297	0.0002576262049842626	0.00039570953231304884
RAB34	4.581242683343589e-05	0.0003771613410208374	8.76047124620527e-05	0.0001632918429095298	9.502167085884139e-05	2.6041592718684115e-05	4.234230436850339e-05	0.0006375299417413771	0.00040666761924512684	0.001165761612355709
CAPG	0.0005969303310848773	0.001756496960297227	3.803665822488256e-05	1.838146818045061e-05	0.0005456139915622771	0.00032710598316043615	0.00016104754467960447	0.00011435645865276456	0.00032601930433884263	8.366847032448277e-05
FCN1	1.550766342006682e-07	0.0010416392469778657	6.249312036743504e-07	2.786944151011994e-07	3.0332093956531025e-06	1.667196727339615e-07	3.845929086310207e-08	8.656573413645674e-08	1.8919864785971185e-08	1.136753624564335e-07
RAB2A	0.00041062876698561013	0.00025532665313221514	0.000514744024258107	0.00036408970481716096	0.0003060456074308604	0.0003334120847284794	0.0003774396318476647	0.00044703224557451904	0.0010770192602649331	0.000580711173824966
SEMA6A	4.945031378156273e-06	5.458231839838845e-07	1.0916290875684354e-06	0.0008776565664447844	6.097429263718368e-07	4.672948819006706e-07	4.659004275708867e-07	8.974425145424902e-05	1.6393762052757666e-05	8.649678784422576e-05
CTSG	2.4594364731456153e-06	9.119781680055894e-06	5.217567604631768e-07	5.6854403851502866e-08	5.402085321293271e-07	6.803348640005424e-08	4.965654554212051e-08	4.780338258569827e-08	5.775381062278484e-09	0.0002827366697601974
SLC15A3	2.336920488232863e-06	0.0010716678807511926	5.410247467807494e-05	0.0001414132275385782	0.00010434047726448625	9.36801200168702e-07	3.9354799241664296e-07	0.00027984631014987826	6.9937123043928295e-06	3.0395831345231272e-05
MPG	0.0008599088178016245	0.0002941155107691884	0.000776562956161797	0.00031210097949951887	0.0005307149840518832	0.0007283343584276736	0.00043427187483757734	0.000365426589269191	0.000582835462410003	0.0006292164325714111
DYNLT1	0.0002522866416256875	0.00047541415551677346	0.00020235782722011209	0.00031897082226350904	0.00015701069787610322	0.0006138292956165969	0.00031852416577748954	0.0003726980648934841	0.0009200397180393338	0.0004532915772870183
SMDT1	0.00017301968182437122	0.00033978678402490914	0.0009526414214633405	0.00026697260909713805	0.0007472729193978012	0.00035874807508662343	0.0007157048676162958	0.0001667341566644609	0.0006100176251493394	0.0004206618759781122
TMEM176B	3.866798579110764e-06	0.001102858572266996	1.1660203199426178e-05	5.0274657041882165e-06	3.4857544051192235e-06	4.944785814586794e-06	3.5429836771072587e-06	0.00030095683177933097	3.568799456843408e-06	0.0007510720170103014
MYCT1	8.627060879007331e-07	1.4891659816385072e-07	1.1357656148902606e-06	0.001701520406641066	1.0704217174861697e-06	2.53303880981548e-07	2.0814023571347207e-07	2.524020032979024e-07	4.541271181324191e-08	1.0593730621621944e-06
HIST1H2AL	2.307263457623776e-05	2.717171810218133e-05	3.535174982971512e-05	3.500900675135199e-06	4.397009979584254e-05	0.00012114732817281038	1.118257932830602e-05	1.3744985949415423e-07	7.879707118263468e-05	1.3768439544037392e-07
STARD9	0.00021662646031472832	2.8221600587130524e-05	1.3372803550737444e-05	0.00040702123078517616	4.788138176081702e-05	0.00011457289656391367	3.742291301023215e-05	0.00029742985498160124	1.049398065333662e-06	9.290989692090079e-05
SLC1A3	3.847549976399023e-07	0.0006070546223782003	3.5299151477374835e-06	1.6380082570321974e-06	5.171760335542785e-07	5.119595130054222e-07	8.097686787778002e-08	0.0004003953654319048	2.7567455163080012e-06	1.8488372006686404e-05
PTMA	0.0010517291957512498	0.0008517672540619969	0.0005759971681982279	0.0012546608923003078	0.001659502275288105	0.0012749353190883994	0.0016294887755066156	0.00037076385342516005	0.0012728559086099267	0.001330119906924665
NPC2	8.382964733755216e-05	0.002197445137426257	0.0008672981639392674	0.0003170349809806794	0.0002782737137749791	7.100987568264827e-05	0.00013004707579966635	0.0003301344986539334	0.0001690104982117191	0.0005460772081278265
PHACTR1	2.0608663362509105e-06	0.000596165657043457	7.36970323487185e-05	0.0001327256322838366	0.0009936774149537086	3.625561930675758e-07	2.730578216869617e-07	9.349674655823037e-05	1.017093200061936e-05	3.185855894116685e-05
HMGB2	7.8746241342742e-05	0.00010583678522380069	7.805825589457527e-05	0.00011242991604376584	0.00014940100663807243	0.0008047710871323943	0.00032783811911940575	4.178004746790975e-05	0.00022986478870734572	8.602159505244344e-05
PLS3	1.205448370455997e-05	4.564120445138542e-06	6.396814114850713e-06	0.0005614461842924356	1.1598340279306285e-05	2.3074526325217448e-05	2.3389904981740983e-06	0.0009712364990264177	4.3319403630448505e-05	0.0005840220837853849
COL4A2	3.1784752536623273e-06	1.1187058817085926e-06	7.078763246681774e-06	0.0016430284595116973	1.4794446769883507e-06	1.5051255104481243e-06	7.279376745827904e-07	0.0003940270689781755	7.779185580147896e-06	0.0007899038610048592
ACAP1	0.000864344765432179	2.8400287192198448e-05	0.00012785446597263217	9.421106597073958e-07	0.0005372579325921834	0.0008695082506164908	0.001053671701811254	6.367094556480879e-06	4.2292258513043635e-06	6.703633061988512e-06
FLNB	0.00032205041497945786	8.824652468319982e-05	7.385603566945065e-06	0.0007580337696708739	9.85914739430882e-05	2.1907917471253313e-05	5.3144631237955764e-05	0.00048383534885942936	0.0011235118145123124	2.9446540793287568e-05
KCNN3	1.6193206420211936e-06	1.5963267969709705e-06	0.0013700532726943493	0.0010413052514195442	1.4564541288564214e-06	5.034016794525087e-06	1.130400661963904e-07	1.1019932571798563e-05	2.866856618766178e-07	3.111738260486163e-05
EMP1	2.7571697501116432e-05	0.00010745823237812147	1.066038657882018e-05	0.001427092938683927	7.85933752922574e-06	4.5475962906493805e-06	6.795966328354552e-06	0.0008478041272610426	4.911993892164901e-05	0.0002529436314944178
HMG20B	0.00047044557868503034	0.0001914609456434846	0.0002935304946731776	0.0003229718713555485	0.00020182051230221987	0.0003315220237709582	0.0002571110089775175	0.00029881959198974073	0.0009184524533338845	0.00028818243299610913
HRH2	8.75409969012253e-05	0.0005307591636665165	2.6901716410066e-06	5.31819978277781e-07	2.0918334485031664e-05	3.7288809835445136e-05	0.00017904174455907196	3.252184978919104e-05	3.813864168478176e-05	0.00028232825570739806
PROCR	4.383529449114576e-05	0.0003251796297263354	4.472315595194232e-06	0.0007360962335951626	2.894079443649389e-06	7.478346105926903e-06	8.669981070852373e-06	0.00018813664792105556	0.0001240057754330337	0.0012516245478764176
POC1A	1.679961133049801e-05	4.249689663993195e-05	2.549547571106814e-05	2.4835429940139875e-05	1.957777567440644e-05	0.00010621095862006769	9.253280950360931e-06	3.957672106480459e-06	0.00017880027007777244	6.3942679844331e-06
NCR3	0.000651514099445194	7.312847287721524e-07	2.2241968054004246e-06	4.2864613192250545e-07	0.0005129969795234501	0.0003780960396397859	0.00019467169477138668	2.4698618972252007e-07	4.485376692286991e-08	3.4384075320303964e-07
CD300E	1.120975525736867e-07	0.0008139820420183241	3.259716265802126e-07	6.669910845857885e-08	2.283672131397907e-07	5.338214492667248e-08	3.1036424985586564e-08	6.001987173931411e-08	3.495038356504665e-07	6.887685799483734e-08
DUSP6	0.0003746581787709147	0.0009336695657111704	1.6994863472064026e-05	0.0008469346794299781	9.401101851835847e-05	4.783402619068511e-05	8.423323015449569e-05	3.7268309824867174e-05	2.232420774817001e-05	0.00017626537010073662
SORD	6.732873589498922e-05	0.0001001112032099627	3.7026646168669686e-05	3.616988396970555e-05	4.1895495087374e-05	7.396330329356715e-05	4.6212113375077024e-05	3.496988574624993e-05	0.0010324352188035846	5.1128554332535714e-05
ZNF296	0.00041175843216478825	4.918501872452907e-05	0.0005297733005136251	3.8363200474123005e-06	0.0008383190142922103	8.14325176179409e-05	0.00011893409100593999	1.0752957678050734e-05	0.00019660795805975795	3.5656494219438173e-06
PTGDR	0.0015760288806632161	8.555060162507289e-07	2.5114368327194825e-05	1.8417725868857815e-06	7.536300472565927e-06	4.07822553825099e-05	0.00023759801115375012	2.48579126491677e-05	7.980288074804776e-08	4.3093652493553236e-05
S100A16	3.009215106430929e-05	6.485671747213928e-06	2.271107950946316e-05	0.0008416331838816404	6.772228061890928e-06	7.554900548711885e-06	4.69306996819796e-06	0.0006644402747042477	0.0007102567469701171	0.00014449421723838896
CLU	0.00021492877567652613	6.01843612457742e-06	6.0217575992282946e-06	0.00027355653583072126	6.6665420490608085e-06	4.487059413804673e-06	1.4166324035613798e-05	0.00011381820513634011	6.567786476807669e-05	0.0007205090369097888
KIFC1	9.520192179479636e-06	1.2168260582257062e-05	5.9993562899762765e-06	9.004388630273752e-06	2.313095137651544e-05	0.00014804198872298002	1.1449356861703563e-05	5.9854178289242554e-06	0.00013462710194289684	1.5543271274509607e-06
GRB7	5.628113649436273e-05	5.135494802743779e-07	7.049828127492219e-06	4.673705007007811e-06	4.286835917355347e-07	2.185974608437391e-06	1.9551646346371854e-06	1.310811876464868e-05	0.00022772089869249612	9.795952564672916e-07
THBS2	1.937442220878438e-06	1.8267218138134922e-06	7.771166565362364e-06	2.3114560576686927e-07	5.446675004350254e-07	1.1620589930316783e-06	8.016984907044389e-07	0.002070615068078041	2.26384599955054e-06	4.814208296011202e-05
FOLR2	1.3874114301870577e-06	0.0011762211797758937	1.5999528841348365e-05	1.2475858284233254e-06	7.88078541518189e-05	8.819102390589251e-07	3.184753438745247e-07	1.7745966260918067e-06	4.813680334336823e-07	5.501632927007449e-07
RP11-175K6.1	3.4001143944806245e-07	1.9530355643837538e-07	2.369788262512884e-06	8.745851664571092e-05	0.00018601589545141906	1.7388020978614804e-07	1.680602821352295e-07	0.00010202477278653532	1.3178326980778365e-06	0.0007787490612827241
DBF4	0.00014839516370557249	7.488208211725578e-05	0.0002459600509610027	0.00012274589971639216	0.0002631002862472087	0.00041986003634519875	0.0003713114419952035	4.562292087939568e-05	0.00014787727559451014	8.085406443569809e-05
SCO2	8.524348231730983e-05	0.000546500610653311	0.00031937577296048403	0.00018651738355401903	0.000135022186441347	0.0002996011753566563	0.0001740930019877851	0.00026337645249441266	0.00019976950716227293	0.00010528509301366284
PTAFR	1.5496217429245007e-06	0.0015970994718372822	2.958737786684651e-05	0.00010310907964594662	0.00012710019655060023	8.7287645555989e-07	3.9972385934561316e-07	6.873713687127747e-07	1.0483458936505485e-06	9.577330274623819e-06
MAP7D3	0.00010323822789359838	8.213398541556671e-05	7.025239028735086e-05	0.00017351623682770878	0.0001658339606365189	0.00023473652254324406	0.00019749428611248732	0.00022335039102472365	1.1058471500291489e-05	0.0006000472349114716
CPXM1	5.295399023452774e-05	4.7759954213688616e-06	7.41517505957745e-05	1.0070500138681382e-05	1.368952689517755e-05	3.2698128052288666e-05	6.745539394614752e-06	0.0007728387136012316	4.300923137634527e-07	0.0003326004953123629
RSRP1	0.002227432793006301	0.0002508410543669015	0.00028622549143619835	0.0004332734097260982	0.000775016553234309	0.0006699248333461583	0.0007699927082285285	0.00038662119186483324	0.00046167089021764696	0.0002536007668823004
RP11-18H21.1	3.66407293768134e-05	6.713294169458095e-07	8.563118171878159e-06	4.157187049713684e-06	8.56704264151631e-06	3.268407817813568e-05	0.0007085436955094337	9.13672522528941e-07	1.3948150012765836e-07	8.450317068309232e-07
ALS2	0.0007626625592820346	0.00010919960914179683	3.2236785045824945e-05	0.00019285020243842155	5.941950439591892e-05	4.454012741916813e-05	6.9021902163513e-05	0.00016850724932737648	0.00010902283247560263	0.0002335826720809564
TTC39A	3.465305780991912e-05	6.191343118189252e-07	1.2034262908855453e-05	2.293962097610347e-05	3.4832330129574984e-05	4.587118098697829e-07	4.433033154782606e-06	2.617472091515083e-06	0.0011597753036767244	5.441216671897564e-06
SCARF1	1.6685066839272622e-06	0.00020610287901945412	2.445211612212006e-05	0.0013966165715828538	1.0024296898336615e-05	9.226702673004183e-07	6.93066112944507e-07	1.2438479643606115e-05	1.1695293324009981e-05	2.4404062060057186e-05
YPEL5	0.00033173730480484664	0.00020239419245626777	0.0006267481367103755	0.00020726870570797473	0.0006205874960869551	0.0003999486507382244	0.0006850470672361553	0.00017031854076776654	0.00036486369208432734	0.00022697640815749764
ITGAL	0.000807378557510674	9.708109428174794e-05	9.012476220959798e-05	7.027130664027936e-07	0.00012693711323663592	0.0007272401708178222	0.0006207487313076854	9.311861504102126e-07	3.4433264772815164e-07	9.343381748294632e-07
CD59	4.596448707161471e-05	0.0001986163988476619	0.00039386804564855993	0.0012288441648706794	2.8248990929569118e-05	0.00011940836702706292	7.039410411380231e-05	0.0004275237151887268	0.00023044267436489463	0.0008359818020835519
COL5A1	3.5962150377599755e-06	1.1266428145972895e-06	7.809335329511669e-06	7.146284588088747e-06	3.805266146628128e-07	3.172014430674608e-06	1.211132257594727e-06	0.002139920834451914	1.356214625047869e-06	4.962425009580329e-05
HLA-DQA1	3.578005635063164e-05	0.0013389672385528684	5.212496398598887e-05	4.2921892600134015e-05	0.001381938811391592	0.00022914301371201873	3.1128012778935954e-05	2.091765054501593e-06	2.3629149836779106e-06	2.207716079283273e-06
SP100	0.0006540734902955592	0.0003093257255386561	0.0003614290035329759	0.00029640409047715366	0.0007700623827986419	0.0010367677314206958	0.0005932321073487401	0.0002955392992589623	0.00019160295778419822	0.0002457047812640667
SEPT10	2.3523642084910534e-05	0.00015271030133590102	7.951237057568505e-05	0.000698765623383224	8.30602311907569e-06	1.327004383711028e-06	2.0931896870024502e-05	0.00032869106507860124	0.00024596022558398545	0.00041305445483885705
PDE7B	0.0001230719790328294	1.1412474123062566e-05	4.3848644963873085e-06	0.0003029650542885065	7.38116868888028e-05	0.0005967844044789672	9.024000974022783e-06	8.224069460993633e-05	2.432521341688698e-06	0.0003004228638019413
ADAMTS1	4.4696935219690204e-05	3.728908666289499e-07	8.576039931540436e-07	0.0007379254675470293	5.217754051045631e-07	2.9040432991678244e-07	7.793027521074691e-07	3.874681715387851e-05	3.6145354442851385e-06	0.0003490410163067281
SERP1	0.0005206274217925966	0.0007475179736502469	0.002375713549554348	0.0002589959476608783	0.0010146793210878968	0.00043871093657799065	0.0009240731014870107	0.000484409392811358	0.0016785914776846766	0.0003634365857578814
DEGS2	4.987303327652626e-05	5.558112206927035e-06	7.735810868325643e-06	8.825475561025087e-06	0.0001346211356576532	2.8940800689269963e-07	1.918777172704722e-07	3.958109118684661e-06	0.001100648776628077	7.486548270208004e-07
MAP3K8	0.001376916072331369	0.00040383904706686735	0.00013212495832704008	0.0001078503264579922	0.0006737873191013932	0.00029147425084374845	0.00018846732564270496	7.311205263249576e-05	0.00032625312451273203	0.0001476539036957547
UBA7	0.001176120014861226	0.0002588228089734912	0.00020728498930111527	0.00016965325630735606	0.0004657856479752809	0.0003406521864235401	0.0003617260663304478	0.0002395830670138821	7.696695683989674e-05	0.0001754769473336637
CENPW	2.068057074211538e-05	0.00012490764493122697	2.1473420929396525e-05	6.927405047463253e-05	1.7728711100062355e-05	0.00012964614143129438	1.7952072084881365e-05	5.5702384997857735e-05	0.00023705190687905997	0.00010906408715527505
IL32	0.00021746211859863251	1.5447187251993455e-05	1.1916845323867165e-05	9.928947110893205e-05	2.942981882370077e-05	0.0014154628152027726	0.001129352254793048	7.449205440934747e-05	4.208231530355988e-06	2.413887887087185e-05
SLC24A3	0.00017324044893030077	1.0157807537325425e-06	7.098200285327039e-07	9.079377605303307e-08	2.629252264796378e-07	6.558311582693932e-08	6.925444751004761e-08	0.0002694092399906367	7.216197263915092e-05	0.0006556106964126229
CPE	8.584383067500312e-06	1.529544761069701e-06	5.16739601152949e-06	2.430750464554876e-05	1.7485109538029064e-06	2.534006171117653e-06	1.863166289695073e-06	0.0006865736213512719	7.326580089284107e-05	0.0013776897685602307
SORBS2	8.192855602828786e-06	8.903053867470589e-07	1.5929430446703918e-05	0.00041327267535962164	2.0171278265479486e-06	1.222598370986816e-06	1.607182980478683e-06	3.927331272279844e-05	0.00024669928825460374	0.0004300036816857755
IGHM	3.0617784432251938e-06	1.3955998383607948e-06	0.002240847097709775	3.9833790310694894e-07	7.420447946060449e-05	2.743654931691708e-06	1.9023547110919026e-06	1.3984502800212795e-07	2.8692144837805245e-07	1.1236656973778736e-06
E2F1	4.842087832912512e-07	1.2806051017832942e-05	1.2078186955477577e-05	2.5076424208236858e-05	1.963493923540227e-05	0.0001339784503215924	9.392128390572907e-07	4.556443855108228e-06	0.00011722638009814546	4.030779564345721e-06
TAOK2	0.00030620829784311354	0.00014421196829061955	0.00010955821198876947	0.0007463835645467043	9.820736158872023e-05	0.00015417781833093613	0.00013151254097465426	0.00029780968907289207	0.00016650748148094863	0.0001339490554528311
ERLEC1	0.0004159729869570583	0.00026443280512467027	0.003100271336734295	0.00030246886308304965	0.0002225815987912938	0.00041327456710860133	0.0003678359789773822	0.0006586016970686615	0.0005802549421787262	0.0004658903053496033
RAB27B	0.0038818351458758116	3.9917945287015755e-06	7.90272338235809e-07	2.568066065578023e-06	8.289131073979661e-06	3.1088882224139525e-06	5.603115278063342e-05	4.2765764192154165e-06	0.0003153706493321806	4.6994064177852124e-05
NHP2	0.0002827264543157071	0.00030975198023952544	0.00031081520137377083	0.00028844873304478824	0.0005165995098650455	0.0004995951312594116	0.0004663093131966889	0.000201361151994206	0.0010896146995946765	0.00039591221138834953
RP11-545E17.3	7.80774098529946e-06	0.0001120267843361944	8.912975317798555e-05	4.7017616452649236e-05	5.835152478539385e-05	0.000387717445846647	0.00011512637138366699	1.6938940461841412e-05	0.00030503241578117013	2.677200609468855e-05
CCL3L3	0.000275128404609859	0.0007289481582120061	7.934323207337002e-07	1.4085169652844343e-07	2.7356961709301686e-06	0.00032937515061348677	9.426716133020818e-05	2.141230055485721e-07	5.822631621299479e-08	1.5653780849333998e-07
MYBL2	3.958605248044478e-07	3.5083676266367547e-06	0.0003361722338013351	1.2453759836716927e-06	0.0003957260341849178	2.2983997041592374e-05	3.844732816560281e-07	3.031620678939362e-07	7.028987602097914e-05	2.5820754672167823e-06
TSEN54	0.0015455392422154546	3.9617025322513655e-05	6.780889816582203e-05	9.095419227378443e-05	0.00014389898569788784	0.0006040805601514876	0.0005579455755650997	5.112689541419968e-05	0.00012228703417349607	6.462884630309418e-05
ASAP1	0.0001652987557463348	0.0003288273583166301	7.848258974263445e-05	0.0008922031265683472	8.924701251089573e-05	6.898592255311087e-05	0.00012014943786198273	0.0006912276148796082	0.00014971249038353562	0.0002950295165646821
THSD4	1.493055788159836e-05	9.418774027381005e-08	6.637286560362554e-07	2.2602198441745713e-05	1.0927205096322723e-07	1.2065467558386445e-07	1.9817376539776888e-07	8.400455408263952e-05	0.0011585431639105082	3.056204877793789e-05
PXK	0.0002933495561592281	0.00019381057063583285	0.00011129289487143978	0.00012096181308152154	0.0006958160665817559	0.00022053280554246157	0.00016566121485084295	0.00023477606009691954	0.00013076324830763042	0.00016777410928625613
ZCCHC7	0.00046270733582787216	8.669450471643358e-05	0.0001853428257163614	0.0001609095634194091	0.0007444815128110349	0.00018126197392120957	0.00034597021294757724	0.00018918336718343198	0.00025814559194259346	0.00013538268103729934
CENPO	0.0001774144038790837	3.214633034076542e-05	2.5222554540960118e-05	7.220070983748883e-05	7.35047142370604e-05	0.00011401304072933272	5.567042899201624e-05	8.5857514932286e-05	3.3593274565646425e-05	2.6242878448101692e-05
RNF44	0.0008085127337835729	0.00014680162712465972	5.5783031712053344e-05	0.00020387460244819522	0.00042301067151129246	0.00043547331006266177	0.0007695906679145992	7.30342508177273e-05	0.00014543617726303637	5.281908670440316e-05
PCBD1	0.0001061162693076767	0.00045052412315271795	0.00030233728466555476	8.284088835353032e-05	9.356149530503899e-05	0.0002730057458393276	0.0001602358534000814	0.00018650748825166374	0.001296799280680716	0.00038854480953887105
NFIB	2.6685227567213587e-05	6.239878075575689e-06	9.698030225990806e-06	0.0012467836495488882	5.039679308538325e-06	3.6327860470919404e-06	1.950123305505258e-06	0.00019916352175641805	8.835243352223188e-05	0.0005818982026539743
RASA3	0.0004018069012090564	0.00013698481780011207	6.876205588923767e-05	0.000137456736410968	0.0002001208922592923	8.925642032409087e-05	0.0007189793977886438	0.00026717415312305093	1.5350580724771135e-05	0.0001432617282262072
BTK	6.874525297462242e-06	0.0008807418635115027	0.0005022731493227184	5.645650276164815e-07	0.002259901724755764	1.5983464152213855e-07	2.378219789989089e-07	1.8279787639130518e-07	3.4551246130831714e-07	2.2784086468163878e-05
NUAK2	0.00040729696047492325	7.42575793992728e-05	0.0003989351389463991	2.895082434406504e-05	0.0008153395028784871	1.7558219042257406e-05	0.0003139299515169114	2.92794247798156e-05	0.00017913211195264012	3.380883208592422e-05
CARD16	0.00047566258581355214	0.0006675772019661963	0.00010287034092471004	0.00016091761062853038	0.00032621383434161544	0.0011832024902105331	0.0003539395984262228	1.2678511666308623e-05	5.771416908828542e-06	0.00013478845357894897
CEBPA	3.618160917540081e-05	0.0008287720265798271	1.1751324564102106e-05	2.7006655727745965e-05	3.745793947018683e-06	4.4507909478852525e-05	1.9820683974103304e-06	1.3643504644278437e-05	4.523252573562786e-05	7.891694258432835e-05
EGFLAM	2.3884966140030883e-05	3.812118336554704e-07	1.4787901818635873e-06	1.1469564924482256e-05	2.696309309158096e-07	2.422460454454267e-07	3.2812442896101857e-07	0.00016074554878287017	0.00010401176405139267	0.0011993310181424022
IGLV3-1	2.6455640522726753e-07	2.1498644287021307e-07	0.0032111848704516888	1.0189695558437961e-06	7.0406745180662256e-06	9.127427915700537e-07	6.71868690460542e-07	4.6259408748028363e-08	3.2005470274043546e-08	2.0419909674274095e-07
IGLV2-8	4.689185288953013e-07	8.735135992310461e-08	0.0008527897880412638	1.696717788490787e-07	8.076520316535607e-06	2.720332759054145e-07	5.74651835449913e-07	1.0505225844781307e-07	6.436842170387536e-08	4.498275529840612e-07
SMS	0.00017498318629804999	0.00046246571582742035	8.072506170719862e-05	0.00013751247024629265	0.0001949615398189053	0.00048429486923851073	0.000292242068098858	6.71542074996978e-05	0.0006157623720355332	0.00011980377894360572
THY1	4.758614068123279e-06	2.339161255804356e-06	8.92370462679537e-06	0.0002430078893667087	1.6170992012121133e-06	1.6684922456988716e-06	4.4214166337042116e-06	0.0017191139049828053	1.00012937309657e-06	0.0008770729182288051
IL1RL1	0.00013920124911237508	4.05927539759432e-06	6.045399345566693e-07	3.0469098533103534e-07	2.5043582354555838e-06	3.565053339116275e-05	2.982911269100441e-07	6.110611394660737e-08	3.186066166449564e-08	0.0018905478063970804
ITM2B	0.0005874669295735657	0.0015092153334990144	0.00031060000765137374	0.0009955673012882471	0.000294672412564978	0.0005299205658957362	0.0009922182653099298	0.0005199355073273182	0.0002893565979320556	0.0010661508422344923
