Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10
PLCB4	9.044777470990084e-06	1.3159766467651934e-06	3.148470341329812e-06	0.0006824866286478937	4.677175638789777e-06	7.999768172339827e-07	2.732299890340073e-06	3.6909201298840344e-05	4.685275416704826e-05	0.00012191902351332828
STARD13	8.442773832939565e-06	0.0001282345037907362	6.245305121410638e-05	0.000390684581361711	1.048190938490734e-06	2.0288500763854245e-06	6.252209345802839e-07	0.0004619046812877059	5.217661237111315e-05	0.00033578320289961994
SYPL1	0.0002583150053396821	0.00020434790349099785	4.612616976373829e-05	0.0005490660551004112	0.0010796681744977832	0.00011909105523955077	0.0004422845086082816	0.0001260705612367019	0.0004927738336846232	0.00043877962161786854
DMKN	0.00018978245498146862	1.0413924655949813e-06	2.494248838047497e-05	6.8732847466890235e-06	1.5588346286676824e-05	3.410128101677401e-06	1.2456414879125077e-05	0.0001715729886200279	0.0007137896027415991	4.0768205508356914e-05
HLA-DQA2	0.0002375877957092598	0.0004962905077263713	0.00017212408420164138	4.852536221733317e-05	0.0022486266680061817	0.0002727605460677296	0.00011732039274647832	5.268494192023354e-07	1.4138148571873899e-06	3.344704964547418e-06
ZNF703	3.86337997042574e-05	4.801036266144365e-05	3.296916247563786e-06	1.4574030501535162e-05	1.1232599717914127e-05	5.641819029733597e-07	9.4985771283973e-06	0.0005345126264728606	0.001085809082724154	0.0004887418472208083
FKBP10	8.874517334334087e-06	2.7084167868451914e-06	2.3422384401783347e-05	0.0002104924205923453	1.256644281966146e-06	1.6769246258263593e-06	2.675298446774832e-06	0.0014529365580528975	9.20080128707923e-05	0.00044128307490609586
HSPB6	5.4088877732283436e-06	9.35583443606447e-07	1.1375973372196313e-05	1.8101601426678826e-06	2.0822344595217146e-06	5.735660693062528e-07	9.833777312451275e-07	9.784452413441613e-05	1.484152835473651e-05	0.001218260731548071
C16orf54	0.0002694468421395868	3.3355288906022906e-05	8.709112444194034e-05	1.5251208651534398e-06	0.00020129268523305655	0.00019451019761618227	0.0005440359236672521	4.5501772660827555e-07	1.1267106714285546e-07	7.15620217306423e-07
NOS3	5.827127461088821e-05	2.1209989427006803e-06	3.1488200420426438e-06	0.0011614963877946138	2.7199748728889972e-05	1.4556262613041326e-05	6.788112659705803e-05	2.6101813546119956e-06	7.073633696563775e-06	9.80947970674606e-06
ATP6V0A2	0.0016309382626786828	0.00015489262295886874	0.0001292232482228428	0.00014273969281930476	0.0002555712126195431	0.0002778163179755211	0.0002030901232501492	0.00021475391986314207	8.854560292093083e-05	0.00023005780531093478
PRF1	0.0015095217386260629	1.3287443607623572e-06	3.5319746984896483e-06	4.2069825667567784e-07	1.575773421791382e-05	0.0008814213215373456	0.00020242732716724277	5.666561833095329e-07	5.9571476640485344e-08	7.404478310490958e-07
LINC00493	0.00038057833444327116	0.0003930176608264446	0.0004118364886380732	0.00023198453709483147	0.0005136454128660262	0.0005015523638576269	0.0006316595245152712	0.00028994111926294863	0.0009119374444708228	0.00044063219684176147
ZNF367	3.5788759760180255e-06	1.045735007210169e-05	1.1650912711047567e-05	1.6585936464252882e-05	4.6382585423998535e-05	0.00032229095813818276	4.960329897585325e-05	4.6826476136629935e-06	5.971427890472114e-05	6.576542091352167e-06
HN1L	0.0001396767038386315	8.188305946532637e-05	9.79438700596802e-05	0.00010161293903365731	0.00014902949624229223	0.0001722997985780239	0.00017472304170951247	0.00012353056808933616	0.0008990760543383658	8.438571967417374e-05
PLAC8	0.0004974001203663647	0.00017134204972535372	2.5214263587258756e-05	8.399529178859666e-07	0.0009797150269150734	7.679945156269241e-06	0.00027268988196738064	6.716753091495775e-07	4.478210371416935e-07	4.3975623498226923e-07
TMEM156	0.00011605838517425582	3.621301948442124e-05	0.0004180126707069576	1.0293377954440075e-06	0.0006792571512050927	0.000265724171185866	0.00028743434813804924	3.3958974654524354e-07	3.131056291749701e-05	6.161090482237341e-07
TRIOBP	0.00014539819676429033	0.0002624823246151209	5.565529136219993e-05	0.0009417036781087518	5.874208000022918e-05	0.00021065428154543042	7.346177153522149e-05	0.00032951272442005575	0.0001636176457395777	0.0002582537417765707
CACYBP	0.00022845093917567283	0.0003447862691245973	0.00016121483349706978	0.00019592087483033538	0.0002978541888296604	0.0006211036234162748	0.00046298783854581416	0.00011858579819090664	0.0006238094065338373	0.00027390854666009545
KNTC1	0.0005143731832504272	3.5407956602284685e-05	0.0007815417484380305	6.285757262958214e-05	0.00014783944061491638	0.00012888337369076908	6.984452193137258e-05	9.436588879907504e-05	9.505118214292452e-05	3.1546915124636143e-05
STC1	2.8555868425428343e-07	4.626886251912765e-08	5.530321800506499e-07	0.0004087995912414044	8.543207030697886e-08	4.3467462518265165e-08	4.473014314498869e-08	6.388506335497368e-06	0.0009953895350918174	1.375091642330517e-06
GRB2	0.00044250994687899947	0.0010987608693540096	0.0008450294262729585	0.0002101128047797829	0.0009328049491159618	0.0005532886134460568	0.0005366306286305189	0.0001663036091485992	0.00036528162308968604	0.00013767689233645797
JUN	0.0008733301074244082	0.00036132492823526263	0.0018579298630356789	0.0001643875875743106	0.0002716363233048469	0.0003336695663165301	0.0004486957041081041	8.411713497480378e-05	0.0008339385385625064	0.0004947791458107531
RNF213	0.0012128794332966208	0.00046092027332633734	0.00020671097445301712	0.0002579743741080165	0.00028763647424057126	0.0011765261879190803	0.0005745635135099292	0.0003915743436664343	0.00012525082274805754	8.841480303090066e-05
CENPK	0.00011975928646279499	2.8381586162140593e-05	7.138824003050104e-06	2.8820915758842602e-05	7.181270484579727e-05	0.0003670846635941416	0.00022631710453424603	1.2654973033932038e-05	7.749604264972731e-05	5.641097686748253e-06
SDS	2.686622053715837e-07	0.0009081665193662047	1.966623585758498e-06	1.8724929873314977e-07	4.7263134206332325e-07	7.899920717591158e-08	3.472569076734544e-08	4.7433223926418577e-07	2.833580481365061e-07	1.0592944477139099e-07
RPL21	0.0006436589756049216	0.0004972542519681156	0.0007089712889865041	0.0003790078335441649	0.002112968359142542	0.0006895246915519238	0.002304223831743002	0.0003879668947774917	0.0008474138448946178	0.0007982227834872901
EVI2A	0.00016756242257542908	0.00022950001584831625	0.00011335088493069634	1.3510963299268042e-06	0.00019803897885140032	0.000408978114137426	0.0003619079652708024	6.680974183836952e-05	2.6440787337378424e-07	2.5365511646668892e-06
PRDX3	0.00017467713041696697	0.0004930404247716069	0.0003751335898414254	0.00032047598506323993	0.00027800857787951827	0.0005367744015529752	0.00028265133732929826	0.0001585752033861354	0.0009892729576677084	0.0004114290641155094
TDO2	1.332214878857485e-06	7.3256251198472455e-06	9.431696526007727e-07	5.982726634101709e-07	1.8237091126138694e-06	9.909362006510491e-07	4.471955321605492e-07	0.00017687112267594784	1.0587519909677212e-06	0.0003203391097486019
GEM	7.427986565744504e-05	4.559626540867612e-05	2.6771776902023703e-05	2.0715185655717505e-06	9.779914762475528e-06	0.0003636951732914895	1.5888912457739934e-05	0.00029283404001034796	3.311466207378544e-05	0.0007374350097961724
FAM96A	0.00017234086408279836	0.0007741915760561824	0.0006341691478155553	0.00019077652541454881	0.0008618063293397427	0.0005867863656021655	0.0003348811296746135	0.00010544572432991117	0.0006056096171960235	0.00019299764244351536
EDEM2	0.0003846747858915478	0.00037513894494622946	0.0009709230507723987	0.00018674386956263334	0.0002474869543220848	0.00019271360361017287	0.0002392579917795956	8.994297968456522e-05	0.00021052613737992942	0.00021260739595163614
ROBO4	3.89070692108362e-07	3.687997832457768e-06	9.273406931242789e-07	0.0018195576267316937	4.2598622940204223e-07	1.5220233251511672e-07	5.630803201484014e-08	1.004649675451219e-06	1.6536995417482103e-07	1.3490506489688414e-06
SF1	0.0014202560996636748	0.0002522288996260613	0.00023010204313322902	0.0003646469849627465	0.000994796515442431	0.0006060002488084137	0.0010907971300184727	0.00041323236655443907	0.0004740474105346948	0.00034362319274805486
RP11-536O18.1	2.3723812319076387e-06	4.7211477749442565e-07	1.1816734968306264e-06	0.0006541479378938675	8.776825666245713e-07	2.7495900667418027e-07	1.745378028772393e-07	3.059667051275028e-06	1.3716423836740432e-06	1.2700242223218083e-05
EEF1G	1.003840679913992e-05	5.3072501032147557e-05	0.00016463776410091668	2.255936669826042e-05	0.00026728538796305656	8.699506724951789e-05	0.0001662731810938567	1.8858159819501452e-05	0.0001083535171346739	6.290731835179031e-05
RBL1	0.00013113128079567105	4.893114964943379e-05	3.224085958208889e-05	4.255183011991903e-05	0.00014718582679051906	0.0003448314964771271	0.00023835469619370997	6.381810817401856e-05	6.660060171270743e-05	3.168325565638952e-05
JSRP1	4.379302481538616e-06	6.553937964781653e-06	0.006237566936761141	2.723978241192526e-06	7.305421149794711e-06	4.006683411716949e-06	7.549947440566029e-06	9.926693564921152e-07	3.2806347007863224e-06	4.1451980905549135e-06
HPRT1	0.00016599721857346594	0.00030170389800332487	5.669846723321825e-05	0.0001513539464212954	0.0002165111800422892	0.000537135056219995	0.0003605952369980514	7.678608380956575e-05	0.0001771359529811889	0.00022172488388605416
CYP1B1	9.624342055758461e-06	0.0001230076450156048	6.871247933304403e-06	0.00016981252701953053	3.748602011910407e-06	1.4902664133842336e-06	1.6868345937837148e-06	0.0008287320379167795	1.4039077541383449e-05	0.0003387083124835044
SNRPD1	0.00023122892889659852	0.0003627871919889003	0.0002740939089562744	0.00030985468765720725	0.00044175353832542896	0.0007471272838301957	0.000469060119939968	0.00019673292990773916	0.0006900668959133327	0.00035465462133288383
ADORA3	2.434698558317905e-07	0.0008674834971316159	4.033338996123348e-07	1.008568870020099e-05	3.5680028531714925e-07	3.711531917360844e-07	4.877172443684685e-08	3.289787571247871e-07	6.610281388930161e-08	6.89567514200462e-07
KIAA0226L	1.064851289811486e-06	0.00039340005605481565	4.18832860304974e-06	1.4920297530807147e-07	0.0013891407288610935	3.6978880757487786e-07	1.721484466088441e-07	0.00013666687300428748	1.986242978091468e-06	8.124133273668122e-06
MAN2B1	0.00022419184097088873	0.0009379563853144646	0.0010225693695247173	9.809403854887933e-05	0.0005923027056269348	0.0002560644061304629	0.00041133331251330674	0.00015555713616777211	0.00023694236006122082	0.0001758561993483454
ITGAM	0.0009078492876142263	0.0010960135841742158	5.261591468297411e-06	1.0058637371912482e-06	0.00019201557734049857	7.159853794291848e-06	1.4044697309145704e-05	3.8004711200301244e-07	3.4945669540320523e-06	8.582846930949017e-07
FAM3B	1.2267406646060408e-07	1.4257598195399623e-05	2.5982203055718855e-07	1.7384344346282887e-06	1.4277846105414937e-07	3.698432848864286e-08	1.9977859366804296e-08	1.7751017367118038e-07	0.0016691680066287518	6.837051103047997e-08
RGS1	8.367242116946727e-05	0.0004581811372190714	0.000570713309571147	7.541090667473327e-07	0.00015589337272103876	0.00115970429033041	0.0003873304231092334	4.2908186514978297e-07	1.8071399665586796e-07	1.7920517620950704e-06
SORT1	6.245041004149243e-05	0.0003382482100278139	1.3962754565000068e-05	0.0002013937191804871	1.1351181456120685e-05	4.1754101403057575e-06	3.970479610870825e-06	0.0003542248159646988	0.0004969431320205331	0.0004287285264581442
KIAA1551	0.000712081731762737	0.00014029616431798786	8.1680242146831e-05	0.00014037961955182254	0.0004287217743694782	0.0006325499853119254	0.0007899136398918927	5.486284862854518e-05	0.00021322735119611025	5.650197635986842e-05
SERPINI1	0.00010956626647384837	2.3694303308730014e-05	0.000354308431269601	0.00010002316412283108	7.791526877554134e-05	2.3722212063148618e-05	6.553835555678234e-05	7.273328810697421e-05	3.4606404369696975e-05	0.00041290957597084343
PLCG2	0.0009072553948499262	0.0001501563237980008	0.0004885679227299988	0.00031336580286733806	0.0009255651966668665	7.132472819648683e-05	8.081469422904775e-05	5.086831151857041e-05	0.0002133110974682495	8.190853986889124e-05
SLC37A2	2.053387788691907e-06	0.0011754357255995274	2.5626983187976293e-05	2.1894477413297864e-06	7.44063436286524e-05	4.259188699506922e-06	1.2428691320565122e-07	9.667326139606303e-07	5.709749075322179e-06	7.081424087118648e-07
CYTIP	0.00021297157218214124	0.00012948783114552498	0.0006677582859992981	9.477266189605871e-07	0.0005141184665262699	0.0007090239669196308	0.0009640708449296653	6.537256922456436e-07	7.662437724320625e-07	2.8884373932669405e-06
SLC18A2	0.003792976960539818	3.689465665956959e-05	8.12335542832443e-07	2.6915134299088095e-07	3.577375764507451e-06	7.631094831594964e-07	3.7867682749492815e-06	6.169954502865949e-08	1.8322441974305548e-05	0.0025090405251830816
ALDH2	1.9370079826330766e-05	0.0011282141786068678	0.00018943619215860963	0.0002421637618681416	0.00010776796261779964	1.4836674608886824e-06	3.713112846526201e-06	0.00011334174632793292	0.0001930866710608825	0.00026246090419590473
PHGDH	2.9347245799726807e-05	3.622588110374636e-06	0.0003699802327901125	1.9038444634134066e-06	1.815355608414393e-05	5.348412014427595e-05	1.5207724572974257e-05	6.156372546683997e-05	0.0001617241359781474	0.0001839211763581261
ARF6	0.0004637178499251604	0.00033519588760100305	0.00014852554886601865	0.0001786065986379981	0.000502579496242106	0.0008434585179202259	0.0005405084230005741	0.00015247486589942127	0.00023823988158255816	0.00010356170969316736
IFITM10	0.001055769738741219	0.0002500114496797323	3.0521157441398827e-06	2.7167868665856076e-06	1.2122965927119367e-05	0.0002534711384214461	2.9938385068817297e-06	3.584109799703583e-05	2.737922295636963e-05	2.445808240736369e-05
OLFML2B	1.0496115692149033e-06	0.00021950500376988202	6.166900220705429e-06	5.476074420585064e-07	1.1863196505146334e-06	5.771104270024807e-07	5.911740572628332e-07	0.0011401232331991196	6.828256573498948e-07	0.0005513977375812829
HPN	1.9561142835300416e-05	1.0559654128883267e-06	8.312709383062611e-07	7.587192158098333e-06	1.4026090866536833e-06	7.553430236839631e-07	1.5395418131447514e-06	3.0778662676311797e-06	0.0012167119421064854	6.4198184190900065e-06
STAC3	5.14320845468319e-06	0.0009238063357770443	9.700876262286329e-07	1.2033135590172606e-06	0.0001267126644961536	3.9460526750190184e-05	2.975015604533837e-06	1.5060037185321562e-05	1.7606043911655433e-05	2.294464366059401e-06
CX3CR1	0.0009167863754555583	0.001164718298241496	6.120091597949795e-07	1.899644672676004e-07	8.060467735049315e-06	8.771124157647137e-06	5.3936678341415245e-06	3.019677876636706e-07	5.10220949934137e-08	6.148105740066967e-07
TM7SF2	0.0005224109627306461	2.1161687982385047e-05	0.0003931050596293062	5.579280332312919e-05	0.00010671137715689838	8.409841393586248e-05	9.949948434950784e-05	2.0495534045039676e-05	0.000994437956251204	1.5676263501518406e-05
CLEC12A	0.00017027961439453065	0.000899005972314626	1.2515417893155245e-06	1.3800469389479986e-07	1.137582330557052e-05	4.3525877117644995e-05	6.1410601119860075e-06	4.0130495904122654e-07	6.311405087444655e-08	7.207293037936324e-06
RPS4X	0.0007491794531233609	0.0005032854969613254	0.0012135866563767195	0.0006751190521754324	0.0019726117607206106	0.0008221770985983312	0.002631864044815302	0.0005322994547896087	0.001871186657808721	0.0014922453556209803
FADS3	0.00018786787404678762	6.319126987364143e-05	6.17647310718894e-05	0.000288260547677055	0.0007095459732227027	2.0747826056322083e-05	5.577324191108346e-05	0.00014633481623604894	6.0575006500585005e-05	0.00030508424970321357
FAM65A	0.00010776966519188136	0.0002926302549894899	0.00013784485054202378	0.0006884350441396236	0.0006054280675016344	5.1973838708363473e-05	0.00012071541277691722	0.0004081791266798973	0.0001038570626405999	0.0002588486240711063
NR2F1	8.673118281876668e-05	3.7398314134406974e-07	2.9605813324451447e-05	3.375194137333892e-05	4.248777258908376e-06	5.051055609328614e-07	1.6983232171696727e-06	0.00025049340911209583	9.74882350419648e-05	0.0010211935732513666
SEC31A	0.0004453192523214966	0.00019214529311284423	0.0005154657992534339	0.0003106299554929137	0.00021415924129541963	0.00019024292123503983	0.0002581731241662055	0.0011991886422038078	0.0003291820758022368	0.00043760656262747943
TCL1A	1.8347537888985244e-07	3.2220367529589566e-07	2.134163651135168e-06	4.765795154071384e-07	0.0020195848774164915	6.703935184759757e-08	1.0152909624139284e-07	6.82130618656629e-08	1.0870492062053927e-08	1.501845332541052e-07
MAP3K1	0.0002204679767601192	0.00031045719515532255	0.00011081468255724758	0.00018859239935409278	0.0006693924078717828	0.00020946285803802311	0.0002636160352267325	1.7764834410627373e-05	0.00022764693130739033	8.563376468373463e-05
PPP1CA	0.0005306992679834366	0.0005682723131030798	0.0004541035450529307	0.0002750274143181741	0.0007301970617845654	0.0013568069553002715	0.0008965188753791153	0.00011568968329811469	0.0004842907073907554	0.00021513496176339686
TRBC2	0.00043281770194880664	1.6936752444962622e-06	8.89098100742558e-06	8.777299171924824e-07	0.0003546327061485499	0.0013829425442963839	0.0010780601296573877	1.1347133295203093e-06	1.6183183504381304e-07	2.0018310351588298e-06
