Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29
MYRIP	1.40516203828156e-05	4.6946283305260295e-07	5.52382152818609e-05	9.017487059281848e-07	4.80688584048039e-07	8.58191997394897e-05	4.1667169625725364e-07	1.5184589585715003e-07	1.3996070720168063e-06	5.832034730701707e-06	1.4392119283002103e-06	1.7614256648812443e-05	1.3781514098809566e-06	3.8023119941499317e-07	4.188382547454239e-07	1.6818566450638173e-07	6.340684421957121e-08	1.1146200051825872e-07	5.593931859948498e-07	6.084707820264157e-06	4.23508730307276e-08	0.0058179921470582485	7.365374443679684e-08	1.7793495032947249e-07	5.7725752412807196e-05	1.2365130714897532e-06	1.4056966790576553e-07	0.00019283061556052417	1.403655716103458e-07
MZB1	4.788565274793655e-05	5.0139828090323135e-05	1.0463526223247754e-07	2.0361529095680453e-05	1.3117458763645118e-07	1.5486457414226606e-05	6.749906447112153e-07	0.00019776597036980093	1.1369902495061979e-06	4.781666689268604e-07	0.00012749295274261385	7.627837476320565e-05	2.528769073251169e-06	7.826353680684406e-07	7.128523975552525e-07	4.5212131226435304e-05	5.6448666327924e-06	8.612625492787629e-07	2.8612232199520804e-05	0.0031124965753406286	4.764839900417428e-07	2.2929373244551243e-07	1.4903254168530111e-06	5.6717213738011196e-05	0.010723634622991085	0.00010958869097521529	3.256414129282348e-05	6.923866021679714e-05	4.088842899818701e-07
MZT1	0.0002777966146823019	0.001093147904612124	0.00010479498450877145	0.00024143191694747657	9.387484897160903e-05	6.320689135463908e-05	8.829587022773921e-05	0.0005653352709487081	0.0004717043193522841	0.00017900676175486296	0.0004337700956966728	0.0002183416800107807	0.00018653113511390984	9.852494986262172e-05	0.00025215125060640275	0.0005871697212569416	0.0012236458715051413	0.00015819859982002527	0.00060430564917624	7.964093674672768e-05	0.00013852135452907532	0.00015286717098206282	0.0003368979669176042	0.0005557978292927146	0.00024216639576479793	0.000246568291913718	0.000620050763245672	0.00037943050847388804	0.00027736686752177775
N4BP2L2	0.00038163948920555413	0.00036814651684835553	0.0004936537006869912	0.0005882224068045616	0.00047275659744627774	0.006338026840239763	0.0004076921031810343	0.0005689122481271625	9.941960161086172e-05	0.0001409492688253522	0.0005524231237359345	0.0004347188223619014	0.00030210247496142983	0.0001865648227976635	4.059006823808886e-05	0.0017257549334317446	4.235112282913178e-05	0.00038333330303430557	0.0018402448622509837	0.00021156217553652823	0.00021141234901733696	0.0003577968163881451	0.001075075939297676	0.0008136323885992169	0.0003329442406538874	0.002171383472159505	0.0008152506779879332	0.00043030851520597935	0.00039654411375522614
NAA38	0.0007568692089989781	0.0017303270287811756	0.0006828309269621968	0.0003835735551547259	0.00041931189480237663	3.705118069774471e-05	0.00018514212570153177	0.0005958880065008998	0.0025254986248910427	0.0007654836517758667	0.0004177674127276987	0.0007626117439940572	0.0004785155470017344	0.0009476307313889265	0.0007106136763468385	0.0004162220284342766	0.0012192371068522334	0.00046776788076385856	0.0005557148833759129	0.0006079227314330637	0.00037139467895030975	0.0008838122594170272	0.0004006083763670176	0.0006834446103312075	0.0006711430614814162	0.0003294209309387952	0.0007550980662927032	0.0012362756533548236	0.0003961256588809192
NAB1	8.686094952281564e-05	0.00010607331932988018	0.00027275129104964435	0.0003995112201664597	0.0001938048517331481	0.00010721146827563643	0.0007409276440739632	0.0007479743799194694	0.00016998690261971205	0.00024984258925542235	2.6056755814352073e-05	2.2313073714030907e-05	6.997489981586114e-05	3.5497047065291554e-05	4.8740232159616426e-05	0.0007600955432280898	5.308391700964421e-05	0.0001303655153606087	0.00019545898248907179	5.683399649569765e-05	0.00012656519538722932	0.00013697078975383192	5.738788968301378e-05	0.00018126526265405118	5.07458571519237e-05	0.00019873754354193807	0.00027004850562661886	4.240877751726657e-05	6.546494114445522e-05
NABP1	8.779737254371867e-05	5.6924451200757176e-05	2.6264266125508584e-05	0.00015597636229358613	0.0001117117571993731	0.0007637531380169094	0.00021952517272438854	0.00022331011132337153	6.419225974241272e-05	3.1616924388799816e-05	0.00019478514150250703	5.0262242439202964e-05	0.0008245958597399294	0.00012045408220728859	1.5932151654851623e-05	0.0011731998529285192	1.1664842531899922e-05	0.00010851065599126741	0.00041247630724683404	8.852820610627532e-05	0.0006803146679885685	2.204540760430973e-05	0.00044665741734206676	0.00022614594490732998	0.00011372609878890216	0.0006320353131741285	0.00037341585266403854	1.990563760045916e-05	0.00019172645988874137
NACA	0.0008415401680395007	0.005483133718371391	0.00026597289252094924	0.002248347271233797	0.00028425187338143587	0.0002267923264298588	0.0007062789518386126	0.0010464071528986096	0.001730368472635746	0.0015746495919302106	0.00202766852453351	0.0007113789324648678	0.002180606359615922	0.0009679053328000009	0.00134458823595196	0.0016034358413890004	0.0006159819895401597	0.0011240259045735002	0.0014523108256980777	0.0007171132019720972	0.000602993939537555	0.0013515078462660313	0.0031265157740563154	0.0017954576760530472	0.0009008505730889738	0.0007554321782663465	0.0019250690238550305	0.0012140076141804457	0.0016993565950542688
NAGA	4.194240318611264e-05	9.674567263573408e-05	0.00014515005750581622	0.00010551763261901215	0.000244083275902085	4.415688817971386e-05	9.861578291747719e-05	0.0003053267428185791	8.43573288875632e-05	0.0001998155639739707	9.562544437358156e-05	2.618771031848155e-05	0.0010713331867009401	0.00011831767915282398	0.00012341303227003664	0.0004970699083060026	0.0002140778669854626	0.00020709587261080742	0.00012399694242049009	0.00014571983774658293	0.0009412451181560755	0.0002132322551915422	0.00014786198153160512	0.00018103588081430644	0.00022981523943599313	0.0002662907645571977	0.00026080317911691964	7.977674977155402e-05	8.323693327838555e-05
NAGK	0.00029356693266890943	0.00018199394980911165	0.00018720811931416392	8.341547800228e-05	0.00042630996904335916	0.00032481856760568917	0.00029313084087334573	0.00028835743432864547	3.999883119831793e-05	0.00018433318473398685	0.0004333526885602623	0.00016707839677110314	0.00037665394484065473	0.00021702528465539217	0.00031075405422598124	0.0003496179706417024	0.00027744457474909723	0.00020250985107850283	0.0002734575537033379	7.672633364563808e-05	0.0010213209316134453	0.0001264941820409149	0.00026246916968375444	0.0001838221651269123	0.00034149442217312753	0.0005570099456235766	0.0003234406467527151	0.00024031299108173698	0.00018199226178694516
NAIP	3.887948696501553e-05	6.593881698790938e-05	0.00013901318015996367	0.00016632323968224227	0.00011822659143945202	0.0029846958350390196	7.625915168318897e-05	6.830439087934792e-05	2.158065944968257e-05	5.897034134250134e-05	0.0001227834727615118	0.0006234438624233007	0.0014265277422964573	2.5733397706062533e-05	4.309591986384476e-06	0.00018126369104720652	3.434199606999755e-05	4.302452362026088e-05	0.00012640729255508631	2.2102767616161145e-05	0.001341099850833416	0.00013104893150739372	0.00024371795007027686	0.00016558374045416713	3.717474828590639e-05	0.0006859180866740644	0.00014449209265876561	0.00017511792248114944	1.1116279893030878e-05
NAMPT	6.91968307364732e-05	0.00012659665662795305	0.00022226863075047731	7.087770063662902e-05	3.3692595025058836e-05	0.0010704445885494351	0.0001494230964453891	0.0006026232149451971	0.00025279074907302856	0.00013092864537611604	0.00011752587306546047	0.00011684361379593611	0.000224360337597318	0.0010956489713862538	0.0005891772452741861	0.000480296032037586	0.0002086332970065996	0.00014787954569328576	0.00014525678125210106	6.450945511460304e-05	0.0009577858727425337	0.0004725439357571304	0.00014803175872657448	0.00010682584979804233	7.447993266396224e-05	0.00026563985738903284	9.670525469118729e-05	0.0004214548971503973	0.0001078075438272208
NAPSA	7.243017171276733e-05	7.723140811322082e-07	5.1621723287098575e-06	6.540930371556897e-06	6.518751888506813e-06	1.4681014363304712e-05	1.0540076118559227e-06	4.275288119970355e-06	1.827876417337393e-06	9.656779411670868e-07	0.0023561730049550533	0.00016843073535710573	0.0024029656779021025	6.283144671215268e-07	1.1722095223376527e-06	9.62796275416622e-06	1.0785343874886166e-05	3.869368811137974e-06	1.4328597899293527e-06	6.616841801587725e-06	5.6186960136983544e-05	7.265529120559222e-07	2.084054813167313e-06	5.346342959455797e-07	5.808830610476434e-05	1.4312948906081147e-06	2.3233638785313815e-05	4.30858881372842e-06	4.906496542389505e-07
NASP	0.0002006832364713773	0.00023673872055951506	0.00034551325370557606	0.00033029273618012667	0.00017447680875193328	0.00184717308729887	0.0002269004180561751	0.0005808484274893999	0.00012703711399808526	0.0002524111478123814	0.0004584325070027262	0.00014150809147395194	0.00032157270470634103	0.00011098239338025451	0.00022205745335668325	0.0004753645043820143	0.0009335834765806794	0.00016981599037535489	0.000304294575471431	7.289170025615022e-05	0.00017951478366740048	0.0005277408054098487	0.0004350522649474442	0.00038790464168414474	0.0001343010808341205	0.0007875762530602515	0.0004131224995944649	0.0002586972259450704	5.2922317991033196e-05
NAT1	5.661016075464431e-06	0.00015750413876958191	3.0223785870475695e-05	2.154548838007031e-06	1.509103094576858e-05	2.5091843781410716e-05	2.0946928998455405e-05	4.6547302190447226e-05	5.794751132270903e-07	5.50852928427048e-06	2.1877416656934656e-05	7.478267320948362e-07	2.037857740333493e-07	2.6932269747703685e-07	2.075250762345604e-07	0.0001257458934560418	2.4242854124167934e-05	1.819875615183264e-05	4.730634827865288e-05	2.26147085413686e-06	1.8895907487603836e-05	1.1834090400952846e-05	1.8278411516803317e-05	1.166870424640365e-05	1.2864133168477565e-05	9.590470290277153e-05	6.307050352916121e-05	0.0024335491470992565	1.86821780516766e-05
NAV1	0.0006160612101666629	2.8159627618151717e-05	0.0008914746576920152	0.0007201340049505234	0.0010641460539773107	0.00131176074501127	0.00034636244527064264	3.3827573133748956e-06	0.00028207170544192195	8.380228246096522e-05	1.0861931514227763e-05	0.0022476590238511562	0.0005827612476423383	0.0002629425725899637	0.0005243609193712473	1.0471838322700933e-05	0.00013640343968290836	0.0005165991024114192	3.787511377595365e-05	0.00023393507581204176	0.00015442691801581532	0.00012841318675782531	3.338310125400312e-05	7.597099283884745e-06	3.473100878181867e-05	3.703247421071865e-05	1.4613047824241221e-05	0.00034659108496271074	0.0004781506722792983
NBL1	3.782620478887111e-05	1.0831487088580616e-05	1.9295348465675488e-05	0.00012078077270416543	0.0017528311582282186	3.0313420211314224e-05	0.00010791587556013837	0.0002680993056856096	6.329507596092299e-05	0.00015093604451976717	3.1082915938895894e-06	8.587846423324663e-06	1.5347943644883344e-06	6.561732880072668e-05	2.3785407393006608e-05	7.973279934958555e-06	2.3034295736579224e-05	0.0008600247092545033	1.1696430192387197e-05	1.6340878573828377e-05	5.872656856809044e-06	8.364264795091003e-05	2.960699566756375e-05	0.00011064041609643027	6.895006094964629e-07	0.00012641598004847765	2.76930550171528e-05	3.850677239825018e-05	1.041105520016572e-06
NCAPD2	0.00010979618673445657	0.00013284003944136202	6.759892858099192e-05	0.0001340467861155048	0.00014578545233234763	0.00019108998822048306	0.0001477521436754614	0.00023054590565152466	2.0006618797197007e-05	7.113314495654777e-05	0.00018635476590134203	1.574998714204412e-05	4.584467751556076e-05	6.371612107614055e-05	7.542628736700863e-05	0.0003225786203984171	0.0013581498060375452	7.278218254214153e-05	0.00016440510808024555	1.003276884148363e-05	7.041668868623674e-05	0.00011170653306180611	0.00023672610404901206	0.0002713273570407182	5.3845946240471676e-05	0.00041337250149808824	0.0003867063787765801	0.000111970970465336	3.6142871977062896e-05
NCAPD3	7.715129322605208e-05	9.498038707533851e-05	7.41873009246774e-05	8.154372335411608e-05	8.064183202804998e-05	0.0002366282424191013	0.00013319469871930778	0.0002186778001487255	1.0986552297254093e-05	4.964640538673848e-05	0.00011218106374144554	6.592308636754751e-05	9.800872066989541e-05	3.8687518099322915e-05	1.4108082723396365e-05	0.000491806713398546	0.0007636647205799818	4.3204385292483494e-05	0.0007978780195116997	3.129945253022015e-05	9.03851687326096e-05	0.00012107878137612715	0.0003436315164435655	0.00029637591796927154	0.00011903727136086673	0.0003675452317111194	0.0002712990390136838	0.000211298989597708	5.218720980337821e-05
NCAPG	6.951441264391178e-06	4.77134449283767e-07	1.210317321920229e-07	4.2306527348046075e-07	7.616038715241302e-07	1.902011490528821e-07	8.612474289293459e-08	3.6156521673547104e-05	4.783585723089345e-07	3.7698862342949724e-07	5.607729463008582e-07	1.308868945670838e-06	3.4899562706414144e-07	2.880156444007298e-06	5.306251296133269e-06	2.187992095059599e-06	0.0018792568007484078	4.970409577254031e-07	6.400110237336776e-07	3.508442659949651e-06	3.1545378078590147e-06	2.8516487873275764e-06	4.259114234628214e-07	1.0607178637656034e-06	9.567398592480458e-06	2.637970283103641e-06	4.237720077071572e-06	2.0633873987208062e-07	3.973181890160049e-07
NCAPG2	8.600903129263315e-06	7.89135301602073e-05	5.9324855101294816e-05	0.0001304868928855285	5.547150067286566e-05	0.0008379280916415155	2.455964386172127e-05	0.00018377919332124293	8.703774801688269e-05	9.168044925900176e-05	3.7802506994921714e-05	1.0682875881684595e-06	2.610172305139713e-05	5.10292338731233e-05	1.8959593944600783e-05	0.0002600480511318892	0.0012715414632111788	6.52118178550154e-05	2.0406749172252603e-05	1.2494353541114833e-05	2.7847543606185354e-05	3.0820716347079724e-05	0.00027328977012075484	0.00012928477372042835	7.398788147838786e-05	6.247397686820477e-05	2.3100488760974258e-05	9.397857502335683e-05	6.827256584074348e-05
NCAPH	6.888177722430555e-06	4.359832473710412e-06	8.123334538367999e-08	3.354314515036094e-07	1.6643052731524222e-06	2.2558495516022958e-07	1.4098002338869264e-06	2.0224355466780253e-05	6.106354248913703e-07	6.620372801080521e-07	8.884071434067664e-08	1.0475649787622388e-06	6.340438289953454e-07	3.155547574351658e-07	6.302760766629945e-07	0.00031936774030327797	0.0017978888936340809	5.094507855574193e-07	3.12236079480499e-05	2.3901525310066063e-06	2.133067937393207e-05	2.467621413870802e-07	1.4817583178228233e-05	6.131984991952777e-05	1.4817435840086546e-05	0.00020868149294983596	0.0001939752692123875	1.2856901321356418e-08	1.4472124121311936e-07
NCAPH2	0.00010974118049489334	0.00021807654411531985	5.006034189136699e-05	0.00021719913638662547	0.00015990434621926397	0.00028977301553823054	0.000162318698130548	0.00031181785743683577	8.250316022895277e-05	0.00032795799779705703	0.0001849773252615705	4.90967477162485e-06	4.043889930471778e-05	0.00027309267898090184	0.0001346848875982687	0.0003754247445613146	0.0005761748761869967	0.00012647842231672257	0.0004145978018641472	0.00020893379405606538	9.250303992303088e-05	4.036864629597403e-05	0.00033770364825613797	0.0003916440182365477	0.00020531441259663552	0.0008173258393071592	0.0002896618389058858	6.63867685943842e-05	3.8782010960858315e-05
NCF1	7.931973232189193e-05	0.0001564739504829049	7.128384368115803e-06	6.537113222293556e-06	3.327243405237823e-07	2.942898208857514e-05	4.813394980374142e-07	7.890359120210633e-05	1.2811399756174069e-05	2.2891188109497307e-06	0.0032085247803479433	4.3968248064629734e-05	0.00020516679796855897	2.351923740206985e-06	6.794655291741947e-06	0.0003432846860960126	1.133069508796325e-05	6.408506578736706e-07	0.0010498857591301203	0.0002698180906008929	0.0008150885696522892	7.595272563776234e-06	0.0009198579355143011	0.00044390116818249226	0.0010368754155933857	0.00019891757983714342	0.0008403158863075078	1.8521078004596347e-07	0.000586563372053206
NCF2	1.3015620424994268e-05	7.266337888722774e-06	5.400940139566046e-08	8.246365723607596e-06	2.017108954532887e-06	2.682893409655662e-07	3.5930283047491685e-05	6.547830707859248e-06	3.4041950129903853e-06	5.641464213113068e-06	0.00019053455616813153	1.2374366633594036e-06	0.0003308418672531843	6.366088882714394e-07	6.576326541107846e-07	3.1780557037563995e-05	8.161016921803821e-06	3.8826856325613335e-06	4.301168246456655e-06	4.6154582378221676e-05	0.001903089345432818	1.6899693378036318e-07	1.2103364497306757e-05	7.13132749297074e-07	6.880694854771718e-05	2.561819428592571e-06	1.6034162399591878e-05	1.805538971666465e-07	1.2678158611834078e-07
NCF4	5.651407627738081e-05	3.440701402723789e-05	3.6719816876029654e-07	4.47476668341551e-06	6.86766341573275e-08	6.225841389095876e-06	2.8866642765024153e-07	0.001290030195377767	7.4042413871211465e-06	4.7020262172736693e-07	0.001207258552312851	7.655105036974419e-06	0.00032368896063417196	7.61478986532893e-07	2.3655629775021225e-06	0.0012862426228821278	1.5836716556805186e-05	3.6487398347162525e-07	0.00013275304809212685	0.0002059436374111101	0.0008678013691678643	1.389417320751818e-06	0.00038301231688819826	8.299686305690557e-05	0.0011144975433126092	0.00017339448095299304	0.00021135169663466513	1.573159025269888e-08	0.0010246457532048225
NCKAP1L	5.5633598094573244e-05	7.349129737121984e-05	2.239700194195393e-07	7.96434142102953e-06	2.8819493991250056e-07	2.8558270059875213e-05	3.89059863437069e-07	0.0005462304106913507	7.754944817861542e-06	7.148998975026188e-07	0.000614715798292309	4.59126704299706e-06	0.0007342274766415358	8.957156296673929e-07	2.3707241325610084e-06	0.0010992251336574554	1.841182711359579e-05	6.408245099009946e-07	0.0010534664615988731	6.790672341594473e-05	0.0007946703117340803	8.077387860794261e-07	0.0005058784154243767	0.0006930515519343317	0.00016938229964580387	0.0008580289431847632	0.0006914089317433536	3.47298367842086e-08	0.00038061797386035323
NCOA3	0.0001394197897752747	0.0002384614199399948	0.0003229512949474156	0.00020460366795305163	0.0001731959346216172	0.0014986188616603613	0.00013160525122657418	0.0005837714998051524	7.7094926382415e-05	4.87514007545542e-05	0.0009295276249758899	0.00013564256369136274	0.00018440850544720888	8.048883319133893e-05	4.166322105447762e-05	0.0008069825707934797	8.196878479793668e-05	0.00013528460112866014	0.0007248955080285668	0.00033930400968529284	0.00017841554654296488	0.00014327028475236148	0.0003613512380979955	0.0002194053668063134	0.0006135395960882306	0.000961946090683341	0.00046582298818975687	0.0001625790901016444	9.061444143299013e-05
NCOA4	0.00018337859364692122	0.0004461832868400961	0.0002233704726677388	0.00036268317489884794	0.00018779920355882496	0.00010864086652873084	0.0002861689717974514	0.0005933720385655761	0.0004904127563349903	0.00027379964012652636	0.0003350047336425632	0.0006240890361368656	0.0008326691458933055	0.0001811548718251288	0.0001382839254802093	0.0003924779302906245	0.0002506445161998272	0.0002718562900554389	0.0003533819399308413	0.00019850372336804867	0.0007478211773559451	0.0003507411165628582	0.000461492600152269	0.0005044027348048985	0.00012880380381830037	0.00025866387295536697	0.0005495034856721759	0.0004369759699329734	0.001259559765458107
NCOR2	0.00043103317148052156	0.00016369968943763524	0.00022828309738542885	0.00048134743701666594	0.0013308521592989564	0.0011145347962155938	0.00023112038616091013	0.00042133842362090945	0.0003465820918790996	0.00016117979248519987	0.00015387969324365258	4.6026503696339205e-05	0.00014795674360357225	0.0001664223673287779	4.3858253775397316e-05	0.00026960932882502675	0.00010785533231683075	0.0004079201607964933	0.0005711913690902293	0.00013067046529613435	0.000536471139639616	9.278994548367336e-05	0.00014779607590753585	0.0002802707313094288	9.901945304591209e-05	0.0005572921363636851	0.0002727652317844331	0.0005412959726527333	0.00028022879268974066
NCR3	4.091120354132727e-05	4.906697722617537e-05	1.4287145688740566e-07	2.5317660856671864e-06	6.792718210135718e-08	1.1164679563080426e-06	1.540827696544511e-07	0.00037195251206867397	2.3707652871962637e-06	4.913042062071327e-07	0.0007218981045298278	2.0827385469601722e-06	4.0263084883918054e-06	7.507795771743986e-07	1.1245710993534885e-06	0.00026655668625608087	5.691508704330772e-06	3.5780882967628713e-07	7.231469498947263e-05	9.75842158368323e-06	5.637947424474987e-07	3.7023383470113913e-07	0.00011304351937724277	0.0029882134404033422	9.740429049998056e-07	0.00017221772577613592	9.835946548264474e-05	1.2004579552638006e-08	2.4180203581636306e-06
NDC80	1.5395666196127422e-05	8.251377948909067e-06	1.1362754776200745e-05	1.667242031544447e-05	1.6502808648510836e-05	3.1815159218240296e-07	0.00014572007057722658	0.00047769505181349814	1.2878175539299264e-06	7.403225936286617e-06	3.831975845969282e-06	1.9610968138294993e-06	7.388413450826192e-06	1.1611947456913185e-06	9.542225598124787e-06	0.00016598778893239796	0.0010814843699336052	2.834041151800193e-05	1.8299557268619537e-05	3.134232201773557e-06	2.627047024361673e-06	4.66391657027998e-06	0.00011169695062562823	4.935064498567954e-05	3.102381378994323e-05	0.0003868000931106508	0.0002606258203741163	4.395763042452927e-08	6.884269623697037e-06
NDFIP2	0.0012462143786251545	0.00023615422833245248	0.00012117264850530773	0.00011053188791265711	0.00013142234820406884	0.00023765677178744227	0.00011485024879220873	0.0012483850587159395	0.0002692395937629044	9.262224193662405e-05	7.500795618398115e-06	4.840084875468165e-05	2.645975428094971e-06	5.963825969956815e-05	0.0001147050570580177	0.0006534203421324492	0.00013418890011962503	0.00018205202650278807	0.00015264269313775003	6.508168007712811e-05	1.1635218470473774e-05	9.968665835913271e-05	0.00025191265740431845	0.0003174666780978441	0.00019136421906296164	0.0001165902940556407	0.0002802029484882951	0.0002905262808781117	0.000709863321390003
NDN	7.902266952442005e-05	9.129065574597917e-07	6.593482248717919e-05	0.0007539334474131465	0.0003661623632069677	3.652356826933101e-05	0.0005419952212832868	8.389932190766558e-06	0.0016997475177049637	0.0008299667970277369	9.225904591403378e-07	9.140365364146419e-06	0.0001791597023839131	7.918784831417724e-06	1.3962371667730622e-06	2.224137915618485e-06	1.9206497654522536e-06	0.0013152521569281816	9.052854466062854e-07	1.4643553186033387e-05	1.667432843532879e-05	0.00011392683518351987	4.957596502208617e-07	3.3469370919192443e-06	1.9097808490187163e-06	8.030950993997976e-06	9.92100581242994e-07	1.1865917031173012e-06	2.1205845769145526e-05
NDRG2	1.6193618648685515e-05	2.5400007871212438e-05	0.0002863064000848681	0.000992789282463491	4.72543433716055e-05	0.00016810494707897305	0.0008677076548337936	2.121274746968993e-06	0.00015112497203517705	0.0012141048209741712	2.2004196580382995e-05	1.0368195944465697e-05	0.00171725417021662	0.0003331697080284357	0.0007359120063483715	7.357486992987106e-06	0.00016724107263144106	0.0002816392225213349	4.8650766984792426e-05	6.529653182951733e-05	7.221655687317252e-05	0.00018419811385683715	7.796134741511196e-05	1.3579996448243037e-05	4.72304373033694e-06	1.1114993867522571e-05	2.8225807909620926e-05	0.00017548867617733777	0.00016047251119744033
NDST1	6.016185216140002e-05	1.6071167010522913e-06	0.001821377081796527	0.0003961282782256603	0.0004613558412529528	4.4921631342731416e-05	0.00018579460447654128	3.6894718391522474e-07	0.00013724603923037648	0.0001478235935792327	2.266923365823459e-05	3.532969640218653e-05	0.00010768691572593525	0.00015287674614228308	3.319802999612875e-05	8.800391810837027e-07	1.3140412193024531e-05	0.00024203068460337818	8.03333989551902e-07	0.00013357869465835392	0.0001809531095204875	0.0005195033736526966	8.337556209880859e-07	3.4857691844081273e-06	4.801774775842205e-05	2.9793650355713908e-06	4.86931776322308e-06	0.0003170357667841017	1.624821925361175e-05
NDST2	1.2785388207703363e-05	0.00013345663319341838	5.331112333806232e-06	0.0003912672691512853	7.657590322196484e-05	1.7199192370753735e-05	3.7245856219669804e-05	9.714098268887028e-05	0.00023425169638358057	3.625781391747296e-05	0.00010729420318966731	2.618655116748414e-06	0.00015059368161018938	1.3329022294783499e-05	9.845191925705876e-06	0.00010572710016276687	0.00010585015115793794	4.7010951675474644e-05	7.421223563142121e-05	1.6931297068367712e-05	0.00017661797755863518	3.6312183510744944e-05	0.00039536389522254467	0.00024238887999672443	0.00010315253894077614	0.00030289479764178395	0.0002015813224716112	3.7197394703980535e-05	0.0026048426516354084
NDUFA4	0.0009742234833538532	0.002272147685289383	0.00029975350480526686	0.0003885813639499247	0.0004235756932757795	3.853943417198025e-05	0.0002111138019245118	0.0013306913897395134	0.0014614585088565946	0.0025660910177975893	0.000560759857762605	0.0004888820112682879	0.0006103842169977725	0.0007605570135638118	0.0026890835724771023	0.0008649354567751288	0.001310825813561678	0.0007432554848492146	0.000896228477358818	0.0008532280335202813	0.0006125752697698772	0.00048196682473644614	0.0007196172373369336	0.0008347563561983407	0.0009231939329765737	0.0004160706594120711	0.001138612744398415	0.0013265314046293497	0.0009387122699990869
NDUFA4L2	3.5462209780234843e-05	6.2492076722264756e-06	4.14476016885601e-06	4.4040283682988957e-05	6.108424258854939e-06	1.6990416042972356e-06	0.0037762464489787817	6.742560572092771e-07	1.8422226276015863e-05	0.0003224118845537305	3.5681355257111136e-06	2.2076426375861047e-06	1.576672389091982e-06	0.0017638400895521045	0.0006961837061680853	7.263512884492229e-07	4.711131623480469e-05	3.910174655175069e-06	7.603169365211215e-07	2.7362102628103457e-05	3.071580749747227e-07	1.4260358511819504e-06	7.757592470625241e-07	8.008910299395211e-07	1.0333241334592458e-05	3.5497268981998786e-06	2.577029931671859e-07	7.349888164753793e-07	1.0113278676726623e-06
NDUFA6	0.0006103459745645523	0.0008169017964974046	0.00025585771072655916	0.0004029949486721307	0.00032621249556541443	4.5555876567959785e-05	0.0004603321722242981	0.001147315721027553	0.0019397279247641563	0.0005217856960371137	0.00027286502881906927	0.00030540049192495644	0.0004992478061467409	0.0008924549911171198	0.001842216239310801	0.0006377423414960504	0.0013180453097447753	0.000311414449242875	0.0006431282963603735	0.0010434526484459639	0.0004898066399618983	0.00029912128229625523	0.0004174704081378877	0.0007612359477207065	0.0006815461092628539	0.0003234896867070347	0.0007463194197043777	0.0003495737037155777	0.0003275969938840717
NDUFAB1	0.00045090122148394585	0.001307203434407711	0.00028263870626688004	0.0004297911946196109	0.00026648404309526086	3.464595283730887e-05	0.00046007533092051744	0.0009024437749758363	0.0017096592346206307	0.0008317634928971529	0.00037409094511531293	0.00023255585983861238	0.0004707594634965062	0.0010042559588328004	0.002177376998588443	0.000601014937274158	0.0012677821796387434	0.00044843964860774577	0.0004981603706255555	0.0004631091724149883	0.0004985319683328271	0.0003709596931003034	0.0005761597421951592	0.0006202422082424164	0.0008458734955638647	0.00030414978391490877	0.0007064019446261227	0.0010094575118273497	0.00027536661946214736
NDUFB2	0.001122154644690454	0.002192095620557666	0.0003707951109390706	0.0005282385973259807	0.00042543740710243583	5.776928810519166e-05	0.0005246545188128948	0.0010373222175985575	0.0017585511086508632	0.00072463508695364	0.0004720432043541223	0.0011344448430463672	0.0006927198846824467	0.0007201455300673842	0.0024685838725417852	0.0006731185130774975	0.0015470964135602117	0.0004967739223502576	0.0005430352175608277	0.000451044732471928	0.0009152921265922487	0.0005287200910970569	0.0004366464854683727	0.00084090227028355	0.0006146350060589612	0.0003746737784240395	0.0010334395337849855	0.001620725728571415	0.0007141227833926678
NDUFB3	0.00034553802106529474	0.0011391890002414584	0.00020915821369271725	0.00027870613848790526	0.00017697660950943828	2.532380494812969e-05	0.00035971158649772406	0.0011893917107954621	0.0009257302735932171	0.00048745417734608054	0.0003960150934290141	0.00026832829462364316	0.00042008119635283947	0.0002819810470100492	0.0015286228153854609	0.0005284661310724914	0.001068986370228231	0.00029646354960277677	0.0004686064785346389	0.000580799940507859	0.00048609444638714194	0.0003534491406753659	0.0003807669854722917	0.0006373007199726999	0.000767625228036195	0.0002576734696049243	0.000821670750156045	0.0006295284256339073	0.0003075997228734195
NDUFB4	0.00069772097049281	0.0014427010901272297	0.0003656767657957971	0.0006524929194711149	0.0003834364179056138	3.16182995447889e-05	0.0005614426918327808	0.0011387248523533344	0.0017944397404789925	0.0011971776839345694	0.0004959208890795708	0.00038102781400084496	0.0005651747924275696	0.00094790750881657	0.0023134215734899044	0.0007305372273549438	0.001177384052425623	0.000665794825181365	0.0004289337666705251	0.0011221118038520217	0.0004999079392291605	0.0005769464187324047	0.0006969847599975765	0.0006246183183975518	0.0011830679140985012	0.000315804616548121	0.0010748272761702538	0.001326001831330359	0.0006441494915634394
