Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29
ACSL4	4.9823189328890294e-05	3.559382457751781e-05	0.000255599181400612	0.00012238936324138194	0.00022459271713159978	4.053016164107248e-05	0.00014913498307578266	0.0007278922130353749	0.00010497728362679482	0.00022683930001221597	0.00014012028987053782	1.36284033942502e-05	0.0002537865366321057	0.00014544581063091755	0.00021778476366307586	0.00033993925899267197	9.848453191807494e-05	0.00020030775340273976	0.00025497566093690693	0.00010500773350941017	0.00042271579150110483	0.00016333721578121185	0.00017118031973950565	0.00018394239305052906	0.00015850120689719915	0.00018973722762893885	0.00019982298545073718	2.3236025299411267e-06	0.002131544053554535
ACTA2	9.198336192639545e-05	6.744160600646865e-06	1.0220783224212937e-06	6.603885140066268e-06	0.000456229638075456	1.3772926649835426e-05	0.0013783328467980027	5.2525745559250936e-05	1.6604632037342526e-05	0.005126099567860365	2.4862201826181263e-06	1.0607359399728011e-05	7.5484008448256645e-06	1.4421489140659105e-05	2.0523435523500666e-05	3.7632831663358957e-05	5.752960078098113e-06	5.3164319979259744e-05	3.579936674213968e-05	1.6779044017312117e-05	3.5562961784307845e-06	1.6170406524906866e-06	9.906993000186048e-06	1.531990710645914e-05	4.752801487484248e-06	3.9758364437147975e-05	1.726175469229929e-05	1.2089268466297654e-06	3.2938726235443028e-06
ACTB	0.0012772195041179657	0.0015093638794496655	0.00026400230126455426	0.00021425107843242586	0.0005046826554462314	9.143845090875402e-05	0.0005881709512323141	0.002750101499259472	0.0018157787853851914	0.0015142080374062061	0.0011631859233602881	0.00017019575170706958	0.0041502974927425385	0.00012877116387244314	0.0007627992308698595	0.0017081787809729576	0.0009749308228492737	0.00041110898018814623	0.001611513551324606	0.00029717289726249874	0.0013007511151954532	0.0003248975262977183	0.0012173291761428118	0.0020786342211067677	0.00012508819054346532	0.0007899171905592084	0.002527497010305524	0.00011936416558455676	0.00046692643081769347
ACTG2	5.616012003883952e-06	5.665797743859002e-06	3.9370210203060196e-08	4.263769710632914e-07	4.428162810654612e-06	1.759112456056755e-05	3.5866698453901336e-05	6.061648309696466e-05	1.379423338221386e-06	0.01095570344477892	1.5448950989593868e-06	9.508268590252555e-07	5.686324129783316e-06	3.102560731349513e-05	0.001054474851116538	7.2276789069292136e-06	0.00011338025069562718	1.3810975474370935e-07	5.073720785730984e-06	2.027946038651862e-06	2.6969473765348084e-08	7.756595010732781e-08	4.717582669400144e-06	3.678930511341605e-07	9.861810212896671e-07	1.3150884115020745e-05	8.115339937830868e-07	3.6379296943778172e-06	8.353321589993357e-08
ACTN1	0.00028746333555318415	6.070236486266367e-05	0.00012943442561663687	5.17028383910656e-05	0.00155159633141011	0.0001977744250325486	0.0007617899100296199	2.2087178876972757e-05	0.00030207904637791216	0.0026026975829154253	7.240945251396624e-06	0.00013705904711969197	0.0002524210140109062	0.0002650888927746564	0.00013928748376201838	5.361199873732403e-05	0.0001319178700214252	0.0003708045987877995	1.3063749975117389e-05	4.073861055076122e-05	0.00034684993443079293	0.0010509153362363577	0.00030847082962282	1.4506244951917324e-05	5.865827915840782e-06	2.073122959700413e-05	8.512228305335157e-06	0.00039609012310393155	3.894383098668186e-06
ACTR3	0.0013008106034249067	0.0009250871371477842	0.0002759095805231482	0.00014715151337441057	0.00026328436797484756	0.00022768332564737648	0.0002850212622433901	0.0014805409591645002	0.0006671819137409329	0.00046094381832517684	0.0009752090554684401	0.00023237905406858772	0.0011802141088992357	0.00020423972455319017	0.0005810920847579837	0.0012189055560156703	0.0004997686482965946	0.00015346948930528015	0.0009856063406914473	0.00023678851721342653	0.0006883480818942189	0.00024798521189950407	0.0011009807931259274	0.0013356702402234077	0.0002038307284237817	0.00103468366432935	0.001391876139678061	0.00016590722952969372	0.0008403524989262223
ACVRL1	4.632393756764941e-05	2.6019912979791116e-07	0.0020808596163988113	0.0011218866566196084	0.00024714419851079583	3.573901631170884e-05	0.0002644551277626306	5.492722152666829e-07	0.00014695769641548395	9.557075827615336e-05	6.607018576687551e-07	2.4322045646840706e-05	1.2684018656727858e-05	6.421022408176214e-05	5.94264702158398e-06	2.7844671990351344e-07	3.283025478140189e-07	0.0005551911308430135	7.779381689942966e-07	4.482245276449248e-05	0.00011735576117644086	0.0008425785345025361	3.767200382753799e-07	1.8855205325962743e-06	1.471109044359764e-06	1.750172827996721e-06	4.281720578092063e-07	1.6856284901223262e-07	5.758124189014779e-06
ACYP1	0.0003614370943978429	0.0002137503761332482	4.43683638877701e-05	0.00031800050055608153	6.43329112790525e-05	0.0005113717052154243	0.00025673542404547334	0.00033780946978367865	5.485197834786959e-05	0.0002758046903181821	0.00018993391131516546	0.00024246105749625713	6.494353874586523e-05	0.00012553903798107058	8.674364653415978e-05	0.0005753992008976638	0.0005831848829984665	0.00013899423356633633	0.0009048294741660357	2.653865158208646e-05	4.6380282583413646e-05	0.0001600065443199128	0.00024113769177347422	0.000358153716661036	4.424832877703011e-05	0.0003547750529833138	0.0002697131712920964	0.00021311490854714066	0.00010180531535297632
ADAM12	4.633653588825837e-05	4.889504907623632e-06	2.9358554343161813e-07	0.0004006375093013048	0.0018710651202127337	0.0001290684740524739	0.00010204310819972306	2.6427942430018447e-05	7.862537313485518e-05	2.031760050158482e-05	2.722904355323408e-06	1.2824811165046412e-05	3.9085618482204154e-05	3.177080725436099e-05	8.90810952114407e-06	5.767618495156057e-05	4.535114385362249e-06	0.0006924693007022142	1.2320815585553646e-05	2.1202929929131642e-05	7.521915904362686e-06	5.819277930640965e-07	1.996967512241099e-05	3.615997684391914e-06	1.2292248356970958e-06	3.783889769692905e-05	2.806470547511708e-06	1.9020399122382514e-06	0.0003576813614927232
ADAM15	7.206113514257595e-05	6.595799641218036e-05	0.0017940582474693656	0.00014687773364130408	9.865691390587017e-05	8.288143726531416e-05	5.765416062786244e-05	8.844551484799013e-05	0.0001396433071931824	0.00013884046347811818	3.180890780640766e-05	0.0001648398902034387	0.0004283072194084525	0.0006699875229969621	0.00025173433823511004	0.00019022850028704852	0.0003788384492509067	5.70842094020918e-05	8.737845200812444e-05	6.800728442613035e-05	0.0001311587984673679	0.0017277125734835863	7.303000893443823e-05	6.777463568141684e-05	5.728195537813008e-05	0.00013955011672805995	4.081838051206432e-05	0.0005656439461745322	1.5484543837374076e-05
ADAM19	0.00025995634496212006	2.6301744583179243e-05	0.00011445218842709437	7.007495150901377e-05	0.0002593850076664239	1.0874348845391069e-05	0.00012145599612267688	0.0008176370174624026	4.6789089537924156e-05	1.5168460777204018e-05	0.0009026849875226617	2.6909065127256326e-05	0.000426042010076344	7.3122232606692705e-06	4.707237167167477e-06	0.0006042032036930323	1.4355523489939515e-05	2.6927669750875793e-05	0.0003205608809366822	9.810444316826761e-05	5.899217649130151e-05	4.91346054332098e-06	0.0002644294290803373	7.863978680688888e-05	0.0004531944578047842	0.0003670855367090553	0.00022621380048803985	8.509515936339085e-08	7.789743676767102e-07
ADAM28	5.671446706401184e-05	3.523957957440871e-06	2.4562919520576543e-07	3.3878384329000255e-06	9.312093425251078e-07	5.944429176452104e-06	2.460335508658318e-07	2.0950059479218908e-05	1.7290334426434129e-06	4.163494224940223e-07	0.0025933522265404463	1.6146505004144274e-05	0.0007044426747597754	5.947570116404677e-07	5.793244781671092e-07	3.911257863364881e-06	5.590634827967733e-06	2.0019692783534992e-06	2.8101726456952747e-06	5.6346234487136826e-05	0.00038314462290145457	1.721218154671078e-06	5.961962870060233e-07	0.00018499371071811765	0.00028794948593713343	0.00013543441309593618	3.409050987102091e-05	4.139519205637043e-06	5.227933434071019e-05
ADAM33	1.6576714187976904e-05	2.0095666286579217e-07	1.8394028700186027e-07	0.0007896704482845962	0.00046178195043466985	0.0006146904779598117	0.00012034838437102735	2.941564787306561e-07	8.638628059998155e-06	5.1726619858527556e-05	1.685399411144317e-07	5.695141680917004e-06	2.398011383775156e-05	9.412754479853902e-06	1.2703915217571193e-06	1.8959379133320908e-07	1.057021137285119e-07	0.0010107859270647168	9.847592536971206e-07	2.280374064866919e-05	2.920319843724428e-07	5.148796731191396e-07	3.048945700356853e-07	4.519259846347268e-07	6.319224894468789e-07	9.292676850236603e-07	4.249845630965865e-07	1.4236083245577902e-07	5.142058512319636e-07
ADAM8	0.00013658325769938529	0.000197609348106198	1.308255150433979e-06	1.8478598576621152e-05	3.6259273201721953e-06	0.00048037926899269223	2.38130542129511e-06	0.0004962061648257077	1.0404405657027382e-05	7.420492238452425e-07	0.0003680537920445204	0.0028402814641594887	0.0003624004893936217	2.8519330044218805e-06	7.209072919067694e-06	0.0005422095418907702	1.568789957673289e-05	1.30819023524964e-06	0.0006728175794705749	9.29192901821807e-05	0.0006168821710161865	3.6935200569132576e-06	0.0006068235379643738	0.0020069233141839504	4.226562305120751e-05	0.0011322669452056289	0.0010099656647071242	8.655391866341233e-06	1.450789932277985e-05
ADAMDEC1	8.946786692831665e-06	4.4184993441831466e-08	1.2447046060515277e-07	5.865470598109823e-07	4.3100330913148355e-06	2.3366727930351772e-07	2.039495484496001e-06	1.87314753929968e-07	9.184543046103499e-07	4.854022790823365e-06	2.0925117496517487e-05	1.044936084326764e-06	2.3529394184151897e-06	5.08569200974307e-07	2.7971142912974756e-07	8.220713425544091e-07	1.4341912901727483e-06	1.5697291019023396e-05	2.563851921877358e-07	1.1194253602297977e-05	0.0006239244830794632	2.452006526709738e-07	1.409961924991876e-07	1.355629422050697e-07	2.807626628964499e-07	3.678194957501546e-07	2.79042723150269e-07	2.4919092567188272e-08	1.5706778810908872e-07
ADAMTS1	1.6011834304663353e-05	2.2244950059757684e-07	0.0010670789051800966	0.0004696205724030733	2.22288890654454e-05	0.0003141172928735614	0.0005669574602507055	1.0001306804952037e-07	7.983659088495187e-06	0.0003857699048239738	1.6806914970857179e-07	3.842017122224206e-06	1.8237298036183347e-06	3.0084514946793206e-05	1.4209151686372934e-06	7.810447755218775e-07	2.0648225529384945e-07	0.0001016371461446397	5.947856152488384e-06	8.362716471310705e-06	1.6087592769054027e-07	0.0003530468384269625	7.530289849455585e-07	4.1316547140013427e-05	4.974904754817544e-07	1.0656070116965566e-05	1.3182971088099293e-06	5.0537046263343655e-06	2.7458571594252135e-07
ADAMTS10	8.749998960411176e-05	1.833359601732809e-05	0.0004223936703056097	0.00010314497194485739	0.00039705788367427886	0.0010682796128094196	0.0004682798753492534	2.7266409233561717e-05	2.3251317543326877e-05	0.00020806860993616283	1.176123305413057e-06	4.29570754931774e-05	0.00011086938320659101	0.00010979143553413451	3.701115565490909e-05	2.7902562578674406e-05	3.121970166830579e-06	9.26210341276601e-05	1.708253512333613e-05	3.1128398404689506e-05	1.1372748303983826e-05	9.115036664297804e-05	0.00010370024392614141	0.00031453234259970486	3.02944272334571e-06	0.0002759707276709378	1.0224723155261017e-05	1.1625723345787264e-05	8.216606511268765e-05
ADAMTS12	2.164536817872431e-05	9.026566090142296e-07	2.866901525067078e-07	0.0006672315066680312	0.001568275736644864	8.522313873982057e-05	0.0005571339861489832	1.275252202503907e-06	7.017594725766685e-06	1.656089079915546e-05	2.7900591703655664e-07	3.858471700368682e-06	6.224774438123859e-07	1.613894164620433e-05	4.062171228724765e-06	4.6844775170029607e-07	1.0835163948286208e-06	0.0005190116935409606	1.1991027122348896e-06	1.2616209460247774e-05	9.932720246297322e-08	1.1107430282208952e-06	3.308887528419291e-07	7.789611800035345e-07	6.21091373886884e-07	1.7296920304943342e-06	3.9476071833632886e-07	6.193276021804195e-06	4.811146254724008e-07
ADAMTS2	5.864804916200228e-05	1.4111723203313886e-06	1.0700299668542357e-07	3.953438499593176e-05	0.0019073319854214787	4.572117632051231e-06	0.0003031278611160815	5.754354333475931e-06	2.557631341915112e-05	5.683030030922964e-05	1.0211839480689378e-06	4.542404894891661e-06	4.104123036086094e-06	0.00032330938847735524	7.777896826155484e-05	1.2847469861299032e-06	1.543169219075935e-06	0.00044157475349493325	1.3223775567894336e-06	1.4209526852937415e-05	3.240697651563096e-06	2.149656239680553e-07	6.28654561296571e-07	6.368542813106615e-07	6.920869850546296e-07	1.4524266589432955e-06	1.3372310831982759e-06	5.551464141717588e-07	4.3872535115951905e-07
ADAMTS4	2.1170511899981648e-05	2.2143242404126795e-06	0.0008816730114631355	2.4154305720003322e-05	0.000446980819106102	2.1875250240555033e-05	0.0010123527608811855	5.571629117184784e-06	8.644252375233918e-05	5.134406455908902e-05	6.67213953420287e-06	5.3802254114998505e-05	3.944368017982924e-06	1.644307303649839e-05	1.4659588487120345e-05	3.821672180492897e-06	0.00011538243415998295	6.098852099967189e-05	9.426812539459206e-06	9.610837878426537e-06	2.905196424762835e-06	0.0001395910803694278	7.210008334368467e-06	5.771501037088456e-06	2.1545398340094835e-05	4.375304342829622e-06	7.904535777925048e-06	1.1269840797467623e-05	3.756449018510466e-07
ADAMTS9	1.3928624866821337e-05	8.47456860242346e-08	0.0012554338900372386	1.5307177818613127e-05	4.0574203012511134e-05	1.1157127119076904e-05	0.00040090669062919915	1.045549637979093e-07	2.384272920608055e-05	5.8821155107580125e-05	9.490992880500926e-08	8.800912837614305e-06	1.6359152823497425e-06	2.8415208362275735e-05	1.177711169475515e-06	1.284514326016506e-07	6.259791689444683e-07	1.604163844604045e-05	2.5786391688598087e-07	6.5263157011941075e-06	1.1772602448445468e-07	0.00042519133421592414	1.833462590639101e-07	1.4756558641693118e-07	3.9423946418537525e-07	5.674032763636205e-07	1.1591703241720097e-07	2.2759932960525475e-07	2.865927513084898e-07
ADAMTS9-AS2	8.955806151789147e-06	4.12401881533242e-08	0.0001726742193568498	0.0013133520260453224	0.00011468075535958633	0.00019152951426804066	0.0009463879396207631	1.1858518433882637e-07	1.2482084912335267e-06	0.0006883431342430413	9.11212651999449e-08	0.00029037511558271945	2.02221235667821e-06	1.9371937014511786e-05	4.197209761969134e-07	1.2793519488241145e-07	6.179890732482818e-08	0.0004185339785180986	2.2626726092767058e-07	1.2866528777522035e-05	4.550823007321014e-08	0.0002030292816925794	7.596832318768065e-08	1.8755582686935668e-07	3.8212556319194846e-07	9.856521501205862e-07	1.2844039076753688e-07	1.8547520141964924e-07	2.73078512691427e-07
ADAMTSL1	1.5788433302077465e-05	7.277316882436935e-08	0.0009181383647955954	4.2742351070046425e-05	0.0004024676454719156	4.510732105700299e-05	7.159989650062926e-07	1.4129537362350675e-07	4.345818888396025e-05	7.88067791290814e-06	1.2672867910623609e-07	3.6754950087924954e-06	5.90177705817041e-07	2.3326495011133375e-06	6.112237542765797e-07	2.784818491363694e-07	1.4212388066425774e-07	0.00017960567492991686	5.132525870976679e-07	7.1388972173735965e-06	9.571811432351751e-08	0.0009356968803331256	1.3909802021316864e-07	2.2794866083586385e-07	5.324262701833504e-07	6.360972975016921e-07	1.7707306199099548e-07	1.332313530610918e-07	3.7912784023319546e-07
ADAP2	2.3354155928245746e-05	1.8749926312011667e-05	2.6035386326839216e-06	3.872278739436297e-06	6.687959285045508e-06	3.4393364330753684e-05	0.0008907075971364975	4.578527295961976e-06	4.708227606897708e-06	1.2680765394179616e-05	7.551028829766437e-05	4.452699158719042e-06	6.0501628468045965e-05	5.18626347911777e-06	5.74409932596609e-06	1.4295967048383318e-05	1.0597656910249498e-05	3.266424073444796e-07	1.6149928114828072e-06	3.382845170563087e-05	0.002161921700462699	2.136381226591766e-06	6.232656687643612e-06	4.491573690756923e-06	3.1052844860823825e-05	2.1622024632961256e-06	1.3811147709930083e-06	4.1698308450577315e-06	2.770045455235959e-07
ADCY3	4.141365207033232e-05	1.9179178707418032e-05	2.3706174033577554e-05	0.0004593961057253182	0.00017398181080352515	0.0002625518827699125	0.0011864705011248589	0.0004453419824130833	5.722067362512462e-05	0.00011596689728321508	0.00016280182171612978	1.1649017324089073e-05	0.0001355895074084401	0.00019706727471202612	0.0002585167530924082	2.330734241695609e-05	7.200467371148989e-05	0.00045506207970902324	0.0001411503180861473	2.313004370080307e-05	0.00013441589544527233	2.4844695872161537e-05	1.807414082577452e-05	0.00025585124967619777	1.304870966123417e-05	0.0011396086774766445	6.808763282606378e-05	4.223815267323516e-06	0.00023727575899101794
ADCY4	5.503083593794145e-05	4.5969311031512916e-05	0.0022542928345501423	0.0002300539199495688	1.201548093376914e-05	0.00025655157514847815	0.0003021903976332396	2.4968560410343343e-06	3.92732436012011e-05	1.9692186469910666e-05	7.289127552212449e-06	0.009174966253340244	2.0665054762503132e-05	1.992275656448328e-06	1.1407039437472122e-06	1.5239702406688593e-05	1.9415813312662067e-06	2.5890153665386606e-06	3.660795482574031e-05	1.1285894288448617e-05	1.6169338778126985e-05	0.0015277813654392958	3.50487948708178e-06	8.1288417277392e-06	6.196484264364699e-06	0.00012299044465180486	7.542201274191029e-06	5.212947144173086e-05	2.2240760699787643e-06
ADCY7	0.00015311756578739733	2.995297654706519e-05	2.68567532657471e-06	5.731831606681226e-06	0.0002677801821846515	3.0015207812539302e-05	6.061007979951683e-07	0.0004527971614152193	0.00014356174506247044	2.1774510514660506e-06	0.0002783699019346386	8.70449366630055e-06	0.00045043957652524114	1.2283443538763095e-05	4.852663550991565e-05	0.00029939014348201454	2.6676689230953343e-05	2.286777635163162e-05	0.0010742220329120755	6.224247044883668e-05	0.0005189450457692146	5.212548899180547e-07	0.0005673468695022166	0.0009377783862873912	0.00013311712245922536	0.0012715328484773636	0.0007366231875494123	7.82495931161975e-07	0.00040508765960112214
