Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25
ACYP1	1.8432188880979083e-05	8.434668416157365e-05	0.00020435629994608462	0.00026845751563087106	0.00040983030339702964	0.00042613621917553246	0.00011552670912351459	0.00015406787861138582	9.722006507217884e-05	0.00010520157957216725	0.00014772778376936913	1.6723568478482775e-05	7.476424798369408e-05	5.3002091590315104e-05	4.895210804534145e-05	0.00027449155459180474	0.00019979292119387537	0.00011032259499188513	9.258618229068816e-05	0.00011426866694819182	0.0002712082350626588	5.594908361672424e-05	5.129620694788173e-05	0.0004087220295332372	0.0006851430516690016
ADAM12	1.9586273992899805e-05	9.740538371261209e-05	1.0886487871175632e-06	0.00015986179641913623	3.370304739291896e-06	4.7660167183494195e-05	0.000825402676127851	0.0002507454191800207	7.454400474671274e-05	0.00034715799847617745	1.6309671991621144e-05	0.0002276025916216895	0.0017779652262106538	2.2389237983588828e-06	1.7858724277175497e-06	3.601392745622434e-05	3.776291805479559e-06	1.386936037306441e-05	0.0002846791467163712	4.538150335520186e-07	5.419369244918926e-06	4.553460894385353e-05	1.1655532034637872e-05	8.027743206184823e-06	7.924799319880549e-06
ADAM15	0.00015573612472508103	0.00018159713363274932	0.0006653163000009954	8.959109254647046e-05	7.161302346503362e-05	0.00014368791016750038	0.00017003553512040526	0.0003357150708325207	8.351929864147678e-05	2.3349019102170132e-05	7.872091373428702e-05	8.526641613570973e-05	6.616811151616275e-05	0.00023809756385162473	5.2743442211067304e-05	7.344497134909034e-05	2.2670996258966625e-05	0.0003126970259472728	0.00013839059101883322	0.0019488588441163301	0.0002999370626639575	0.0012936894781887531	0.00012351054465398192	6.87146675772965e-05	0.00026725835050456226
ADAM19	0.0001739101717248559	9.35449861572124e-05	1.5316878432258818e-07	1.6232737834798172e-05	0.00031926215160638094	0.000870408199261874	0.00017396992188878357	0.0010066989343613386	8.995075768325478e-05	8.723759492568206e-07	4.27552658948116e-05	0.0005326312384568155	0.00019814324332401156	0.0003306612779852003	0.0003541823825798929	7.945393736008555e-05	0.0008906503207981586	5.500764018506743e-06	4.5879762183176354e-05	6.1997338889341336e-06	1.356277294917163e-07	0.00021144676429685205	4.560432898870204e-06	0.0002118478441843763	4.1865194361889735e-05
ADAM28	0.00011314597213640809	1.2741004866256844e-05	4.902152795693837e-06	1.858406562860182e-06	7.880937482696027e-05	7.4815802690864075e-06	8.270671969512478e-06	0.00021970605303067714	3.4705462894635275e-05	6.031847442500293e-05	1.812616801544209e-06	8.461707693641074e-06	9.14267559437576e-07	0.00039643843774683774	0.000272712844889611	1.9041102916617092e-07	0.002563453745096922	4.568619544897956e-07	1.7531343473820016e-05	1.0594241075523314e-06	8.596387488069013e-06	7.362349947470648e-07	0.00040542325587011874	2.2276069557847222e-06	5.482041615323396e-06
ADAM33	1.0589079465717077e-05	2.1708043277612887e-05	5.070885222835386e-08	0.0010428039822727442	2.409825583526981e-07	2.6800742602972605e-07	1.1713814274116885e-05	1.1924526006623637e-05	3.565416409401223e-05	8.654048997414066e-07	2.740467550665926e-07	2.559413951530587e-05	0.0006147563108243048	1.4169600945024285e-05	9.267287168768235e-07	0.00011371377331670374	4.033232698930078e-07	5.418777618615422e-06	0.00013280333951115608	2.413117670130305e-07	5.529626832867507e-06	2.7886802854482085e-05	1.7130287233158015e-07	3.241552235522249e-07	2.7894694198948855e-07
ADAM8	0.00014430929149966687	7.232835196191445e-05	8.409148904320318e-06	4.737601102533517e-06	0.0011581738945096731	0.0005278862663544714	5.186629277886823e-05	0.001429024268873036	0.000123132616863586	1.74142714968184e-05	0.0003221681108698249	3.1791012588655576e-05	2.2650892788078636e-06	0.00043285664287395775	4.450012420420535e-05	1.0373025816079462e-06	0.0003541650658007711	1.5693483419454424e-06	9.045655315276235e-05	3.252777560192044e-06	6.317551014944911e-05	1.1087611255788943e-06	0.0006360789411701262	0.000623557367362082	3.989333345089108e-05
ADAMDEC1	4.907229595119134e-06	9.533867341815494e-06	1.4250683300076616e-08	2.1726652903453214e-06	2.14766245676401e-07	3.767120801967394e-07	3.2363488571718335e-05	8.280305223706819e-07	1.1512428500282113e-05	2.5737006126291817e-07	4.8918185058255403e-08	5.09786013935809e-06	4.128809450776316e-06	4.581611847243039e-06	2.9922435373919143e-07	2.648676513672399e-07	1.355071162834065e-05	9.483964618084428e-07	8.5161491369945e-06	3.1914763098939147e-07	3.2637355928955e-08	6.780331318623212e-07	0.0008313832222484052	1.726058513895623e-07	1.7212289549206616e-06
ADAMTS1	9.177663741866127e-06	1.3795653103443328e-05	6.919978545738559e-07	0.0003724891284946352	8.95046741788974e-06	4.7639457534387475e-07	1.1251600881223567e-05	6.248668796615675e-05	1.8770779206533916e-05	1.8406261403924873e-07	7.51058337300492e-07	6.421583293558797e-06	3.060322706005536e-05	4.520372556271468e-07	4.286706882794533e-07	0.000559757580049336	1.7932424611899478e-07	4.085055843461305e-05	1.613702261238359e-05	0.0005634405533783138	2.2152395104058087e-05	0.0010674335062503815	4.3847293795806763e-07	2.378141289227642e-06	2.732248844949936e-07
ADAMTS10	5.3793897677678615e-05	0.0001271666114917025	1.4172811461321544e-05	9.034667164087296e-05	7.690053462283686e-05	2.6939842427964322e-05	0.00016698514809831977	0.0010626654839143157	0.00014295769506134093	7.419814937748015e-05	3.980969631811604e-05	0.00019185573910363019	0.0003480484301690012	3.55595002474729e-05	3.0426817829720676e-06	0.0004316529957577586	9.784006351765129e-07	7.784270565025508e-05	0.0005083367577753961	9.549806418363005e-05	2.8919903343194164e-05	0.0006499214796349406	1.33970452225185e-05	7.597509102197364e-05	8.391529263462871e-06
ADAMTS12	7.699039997532964e-06	9.106640209211037e-05	7.972515163601201e-07	0.00016716262325644493	3.1433114600076806e-07	2.4735195438552182e-06	0.000824777118396014	6.0077754824305885e-06	4.03363628720399e-05	5.894852961318975e-07	1.992830675590085e-06	0.00016322123701684177	0.0015177238965407014	2.26721411422659e-07	7.702930133746122e-07	0.0003599603078328073	3.728480635345477e-07	7.11776374373585e-06	2.6274581614416093e-05	5.90036393077753e-07	1.5729137885500677e-05	5.6498669437132776e-05	1.9930079986352212e-07	2.4686278266017325e-07	1.636235651858442e-06
ADAMTS2	9.028130989463534e-06	0.000214360625250265	1.7689523019726039e-06	2.50163229793543e-05	1.2919990695081651e-06	3.723919007825316e-06	0.00013281707651913166	4.909642029815586e-06	5.036146831116639e-05	4.346799471477425e-07	2.2643966985924635e-06	0.0011818261118605733	0.00175468809902668	6.492564352811314e-07	6.307646458481031e-07	0.00019930909911636263	1.2299461786824395e-06	0.00021201089839451015	0.00019008525123354048	2.632438906857715e-07	3.854198666886077e-07	5.5483502364950255e-05	5.263255388854304e-06	5.915377983001235e-07	2.81581833405653e-06
ADAMTS4	1.0327980817237403e-05	7.039008778519928e-05	1.0629646567394957e-05	4.0677955439605284e-06	5.6437320381519385e-06	2.9992459076311206e-06	0.0004969335277564824	9.017984848469496e-05	4.240911948727444e-05	3.321209476325748e-07	3.989176093455171e-06	3.472565003903583e-05	0.00036680776975117624	6.726764240738703e-06	1.784505911928136e-06	0.0008361468790099025	1.0956531696137972e-05	1.2837939721066505e-05	1.8308237486053258e-05	0.00013792766549158841	5.619645435217535e-06	0.001427826122380793	3.3426322261220776e-06	6.71907810101402e-06	0.00010331383236916736
ADAMTS9	1.2724804037134163e-05	9.239724931831006e-06	3.395800973748919e-08	1.0618827218422666e-05	1.0724573940024129e-07	1.8318576167075662e-07	1.1115504094050266e-05	6.986794574004307e-07	2.728999243117869e-05	3.8588316897403274e-07	1.688225239604435e-07	5.467978098749882e-06	2.605673398647923e-05	2.720258009958343e-07	2.7961755222349893e-07	0.0003480751474853605	1.8384115207936702e-07	3.042912794626318e-05	6.986815606069285e-06	0.0005867637228220701	2.5490328425803455e-06	0.0013497084146365523	1.8400605483748222e-07	7.991154404862755e-08	7.3087818464046e-07
ADAMTS9-AS2	7.645324330951553e-06	9.659798706707079e-06	2.5073754628124334e-08	0.0009078763541765511	7.005796476278192e-08	1.459256822045063e-07	4.387381977721816e-06	1.1207879424546263e-06	3.835183451883495e-05	2.2380152131518116e-07	7.62259091402484e-08	5.048913408245426e-06	0.00013976798800285906	1.830925526746796e-07	7.605432870150253e-07	0.0009139306494034827	1.571337548966767e-07	1.9700952179846354e-05	1.4335306332213804e-05	0.00018892314983531833	3.353854481247254e-05	0.00018944111070595682	1.5447473344920581e-07	7.699073023559322e-08	1.2727313958293962e-07
ADAMTSL1	8.628122486697976e-06	2.0101766494917683e-05	5.0947804197676305e-08	5.594918184215203e-05	1.458246288166265e-07	1.9740423340408597e-07	7.241133516799891e-06	3.7618431178998435e-06	1.137100116466172e-05	2.717059430779045e-07	1.5697835920036596e-07	0.0006320658721961081	0.00036486380849964917	2.4254802610812476e-07	4.5023611505712324e-07	1.1330397455822094e-06	2.2800874432959972e-07	9.07600133359665e-06	2.1880263375351205e-05	0.0008111827191896737	3.216816594431293e-06	0.0009688268764875829	1.3914066698816896e-07	9.524516997316823e-08	2.364653113318127e-07
ADAP2	1.4038408153282944e-05	7.541116792708635e-05	6.568360731762368e-06	1.2565150200316566e-06	1.924732259794837e-06	7.1964859671425074e-06	0.00012785587750840932	5.5888041970320046e-05	6.978706369409338e-05	2.790415010167635e-06	1.0782028766698204e-05	5.994195362291066e-06	5.24890492670238e-06	0.0003839847631752491	2.9605742383864708e-05	0.0007982447277754545	6.845923053333536e-05	1.1659212759695947e-06	2.053908974630758e-05	2.3565560240967898e-06	1.0641646440490149e-05	4.167530278209597e-06	0.0026699015870690346	5.600789791060379e-06	2.7255020995653467e-06
ADCY3	1.9537632397259586e-05	0.0002039695536950603	7.054283742036205e-06	0.0006049296935088933	0.00036092830123379827	0.0001912678126245737	0.00012076053099008277	0.0006273514009080827	8.558796980651096e-05	0.00024402767303399742	1.904312739497982e-05	4.843697024625726e-05	0.00021938304416835308	9.479133586864918e-05	9.604256774764508e-06	0.0010386558715254068	0.00016626929573249072	9.617822797736153e-05	0.0002766585675999522	1.657968277868349e-05	1.4564580851583742e-05	7.058173650875688e-05	0.00015289396105799824	4.109300425625406e-05	0.00012763761333189905
ADCY4	8.070962940109894e-05	3.312544140499085e-05	2.3123524442780763e-05	1.3040791600360535e-05	1.3179103007132653e-05	2.88888350041816e-06	7.538047793786973e-05	6.418499106075615e-05	5.3005518566351384e-05	5.741326731367735e-06	5.539956327993423e-05	8.231613719544839e-06	4.418634034664137e-06	2.2727977921022102e-05	3.414867705942015e-06	0.0002317767939530313	6.722347734466894e-06	4.3253776311757974e-06	1.4407704838959035e-05	0.0018533701077103615	0.00019020029867533594	0.0018506759079173207	1.3653303540195338e-05	8.482287739752792e-06	3.833469691016944e-06
ADCY7	5.1393268222454935e-05	0.00021029828349128366	8.87680300820648e-07	4.8515680646232795e-06	0.000790303573012352	0.0003171429270878434	8.91194140422158e-05	0.0022905399091541767	5.9660298575181514e-05	0.00039702581125311553	0.0001015741509036161	0.0016345297917723656	0.00018306059064343572	0.0005650519160553813	0.00010725947504397482	6.620674639634672e-07	0.000264566158875823	6.33308400210808e-06	0.00025606993585824966	4.872788963439234e-07	2.6063707991852425e-07	2.9124164939275943e-05	0.0004402096674311906	0.0005435638013295829	5.492117634275928e-05
ADCYAP1	2.6786767648445675e-06	2.7290384423395153e-06	4.303694289831128e-09	9.503194320359398e-08	2.5880636300712467e-08	3.864758113536482e-08	9.406577987647324e-07	1.548681893837056e-07	4.590963271766668e-06	5.911601164143576e-08	1.3221328920565156e-08	1.9039471226278692e-06	1.792017023660719e-08	5.880843545469361e-08	1.2252719727712247e-07	5.0964775510919935e-08	4.5461959530257445e-08	1.0960683027860796e-07	2.458933067828184e-06	3.591484798448619e-08	6.132536700675928e-09	5.059251151351418e-08	2.9154566760780654e-08	1.855930520378024e-08	3.900012757185323e-08
ADGRA2	4.5728389522992074e-05	0.00016566659905947745	2.642369736349792e-07	0.0013478380860760808	3.9970470311345707e-07	2.5612851572986983e-07	0.00028214629855938256	1.0867194760066923e-05	5.626426718663424e-05	1.8952877098854515e-06	1.0987006362483953e-06	0.00010663027933333069	0.0008201248128898442	3.4279480587429134e-06	1.4157393479763414e-06	0.0011624678736552596	1.6219331655520364e-06	9.856032193056308e-06	0.00014840775111224502	0.00023911141033750027	5.226454504736466e-06	0.0004073627933394164	6.255795597098768e-07	4.3736764610002865e-07	5.751444973611797e-07
ADGRE2	5.4444194574898575e-06	8.707990673428867e-06	4.637112397176679e-06	3.309059820821858e-06	7.74309883126989e-05	9.145298463408835e-06	1.7791040590964258e-05	0.00028056412702426314	0.00011795617319876328	0.0016284834127873182	2.267683612444671e-06	4.300927685108036e-06	1.832502857723739e-05	0.001727525144815445	2.481240471752244e-06	0.00015154338325373828	2.4915450467233313e-06	5.094634047964064e-07	4.622221695171902e-06	1.1476992511916251e-07	9.539897973809275e-07	7.635284418938681e-06	0.0008621197775937617	4.5348166167968884e-05	4.0376112337980885e-06
ADGRF5	1.548551517771557e-05	1.9524622985045426e-05	1.6350962539490865e-07	6.130206315901887e-07	2.880620741052553e-06	3.976179868914187e-06	7.994411862455308e-05	1.948187218658859e-06	5.3209638281259686e-05	7.364437351498054e-06	4.6674267650814727e-07	1.792350667528808e-05	1.2279136171855498e-05	4.307188987695554e-07	5.121377739669697e-07	0.0010738479904830456	5.410844323705533e-07	6.990085239522159e-06	1.0741663572844118e-05	0.0013963422970846295	1.864779392235505e-06	0.0016678886022418737	3.7967086541357276e-07	6.487397286036867e-07	1.0039026392405503e-06
ADGRG1	1.6469395632157102e-05	2.3584565497003496e-05	0.00016997323837131262	2.714005177040235e-06	0.0010595046915113926	0.0002635992714203894	1.4646434465248603e-05	0.0001804670609999448	1.9051256458624266e-05	5.940688652117387e-07	1.783871448424179e-05	5.54815778741613e-06	1.2585176989432512e-07	1.1411085324652959e-05	1.832290990932961e-06	4.476672984310426e-06	2.05028300115373e-06	0.0004853328864555806	2.497658715583384e-05	0.0005680088652297854	5.2619765483541414e-05	0.0006789567414671183	8.651704774820246e-06	3.858374384435592e-06	0.0001675402163527906
ADGRL2	1.2083641195204109e-05	3.201218351023272e-05	6.210811534401728e-06	0.0002418393560219556	2.6598425506563217e-07	4.998444751436182e-07	0.00016384072660002857	5.5846776376711205e-06	3.6868572351522744e-05	1.7517297237645835e-05	3.5847762092089397e-07	1.4973759789427277e-05	0.0002754924353212118	6.777545991099032e-07	5.48670243460947e-07	0.0006574232829734683	1.1805000212916639e-06	1.9653756680781953e-05	0.00014220461889635772	0.0005068041500635445	3.280649252701551e-05	0.001762114348821342	5.218658998273895e-07	2.2111224495802162e-07	2.908699798354064e-06
ADGRL4	1.7930973626789637e-05	1.1371196706022602e-05	7.052206285607099e-08	3.3021060517057776e-06	2.2320200798731094e-07	7.747019594717131e-07	6.643528649874497e-06	6.987361302890349e-07	1.823457751015667e-05	2.7430249360804737e-07	1.3040900057603722e-06	1.4306689081422519e-05	1.0582167533357278e-06	1.4672417592009879e-06	3.5185657907277346e-06	2.1140383523743367e-06	2.1152898170839762e-06	7.906002792879008e-06	1.2361659173620865e-05	0.0033028353936970234	3.90086114521182e-07	0.0012300062226131558	8.971712190941616e-07	1.1431170605646912e-06	2.6434591404722596e-07
ADH1B	7.109428224794101e-06	9.421033610124141e-06	1.6151235016081955e-08	0.0018024472519755363	1.8433313186960731e-07	2.8934559281879046e-07	3.79918196813378e-06	3.787257298881741e-07	2.951538590423297e-05	1.5352911475474684e-07	7.490875759685878e-07	5.255028554529417e-06	1.6026906450861134e-05	2.392425244579499e-07	3.766178622299776e-07	4.538735811365768e-05	2.6804439130501123e-06	9.375750778417569e-06	9.922991011990234e-06	2.140887858104179e-07	1.3730028513236903e-05	9.94723222902394e-07	5.43058263247076e-07	1.3319966001290595e-06	1.521265033943564e-07
ADI1	0.0003807104367297143	0.00024436251260340214	0.0011577779660001397	0.0006253748433664441	0.00013685236626770347	0.0007501645013689995	0.00024626925005577505	3.8369213143596426e-05	0.00021744181867688894	0.0003487706126179546	0.00044666751637123525	0.0006704767583869398	0.00020394555758684874	0.00034191765007562935	0.000714232912287116	0.00041964149568229914	0.00026362782227806747	0.0008864377159625292	9.024777682498097e-05	0.00018022378208115697	0.0003333894128445536	9.901772864395753e-05	0.0003230865695513785	0.0004478245391510427	0.0005065735313110054
ADIPOR1	0.00038386386586353183	0.000503642950206995	0.001733361859805882	0.0003243396058678627	0.0006224079406820238	0.000593870528973639	0.00019417816656641662	0.00020535876683425158	0.00037010281812399626	0.00046377742546610534	0.0010009728139266372	0.00028495187871158123	0.00017049259622581303	0.00035691645462065935	0.0010221791453659534	0.00019429453823249787	0.00039752814336679876	0.0009815450757741928	0.0011771281715482473	0.00022322364384308457	0.0003977514570578933	0.00019971052824985236	0.0005832627648487687	0.0005177468992769718	0.0005156886763870716
ADIRF	3.434911559452303e-05	0.00019703040015883744	0.00023896426137071103	0.0006004621973261237	1.5125669960980304e-06	3.1349491109722294e-06	8.517830428900197e-05	2.8937969545950182e-05	0.0001136617356678471	5.79377228859812e-06	1.7220880181412213e-05	9.150791447609663e-05	0.00011552751675480977	4.415599960339023e-06	2.6516020170674892e-06	0.002094073686748743	2.9297839319042396e-06	6.408213084796444e-05	5.929362669121474e-05	0.0009651837754063308	0.0012268353020772338	1.7733138520270586e-05	3.3839844491012627e-06	5.944029453530675e-06	1.9128469830320682e-06
