Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27
ACSL1	2.1751111489720643e-05	0.00032175870728679	1.1117949725303333e-05	3.0600782338296995e-05	1.783681545930449e-05	0.00019890286785084754	0.0001378294255118817	5.311175846145488e-05	6.59979777992703e-05	0.00011668672959785908	0.00022127230477053672	0.0002565179020166397	0.00010073729936266318	0.00026121686096303165	0.0001102742608054541	0.0002557317784521729	3.657838169601746e-05	3.774861033889465e-05	4.7831916162976995e-05	2.5278251996496692e-05	3.0460660127573647e-05	0.0005092551000416279	1.048819399329659e-06	0.0005175854894332588	8.731630077818409e-05	0.0006098636658862233	2.4727336494834162e-05
ACSL3	0.00026411557337269187	0.0006636455655097961	0.00010676081728888676	0.00011957603419432417	0.0001995531638385728	0.00011851636372739449	0.0002234049461549148	0.0001569240994285792	0.00011768798140110448	0.00024263051454909146	0.00022236816585063934	0.00015329419693443924	0.00013933595619164407	0.0006357358652167022	0.0001661194983171299	0.0016694811638444662	0.00020612946536857635	0.00021043203014414757	0.00020739034516736865	9.318129741586745e-05	0.00010471155837876722	0.00026341737248003483	0.0002137465198757127	0.0004604856949299574	0.00024827898596413434	0.00025125854881480336	4.835823710891418e-05
ACSL4	9.644067904446274e-05	0.00035688994103111327	0.00013626118015963584	0.0001549334410810843	4.0305068978341296e-05	0.00013670293265022337	0.00013662582205142826	0.00019850868557114154	0.0003088747907895595	0.00016703501751180738	0.00021418565302155912	0.0005453960038721561	0.00016222751582972705	0.0001672723883530125	0.00028361164731904864	7.177445695560891e-07	0.0002207812649430707	0.0002172371168853715	0.00010636710794642568	0.00018976550200022757	0.00018775589705910534	0.00023998896358534694	0.0021699334029108286	2.1790719983982854e-05	0.00015651772264391184	0.0004165660939179361	0.00022679493122268468
ACTA2	4.0146867831936106e-05	2.9055639970465563e-05	9.70410656009335e-06	1.5964942576829344e-05	7.612288754899055e-05	1.1346088285790756e-05	2.82159703601792e-06	5.066563971922733e-05	0.00015029878704808652	0.00016406376380473375	0.0005122008733451366	5.6060631322907284e-05	0.0033573750406503677	7.013902359176427e-05	2.8040427423547953e-05	3.1651771337237733e-07	3.470542424111045e-06	2.2798412828706205e-06	1.996574064833112e-05	1.5356854419223964e-05	4.683101360569708e-05	3.462739186943509e-05	4.098068984603742e-06	3.7507575143536087e-06	1.4330905287351925e-05	4.287898264010437e-06	7.108671525202226e-06
ACTB	0.0003112387203145772	0.0004567150608636439	0.0001323931064689532	0.0001909393904497847	0.0005971855134703219	0.0020631328225135803	0.0011251833057031035	0.0006334286299534142	0.0012509158113971353	0.000362550956197083	0.0006687302375212312	0.0023938051890581846	0.0009167234529741108	0.0001708460767986253	0.002463715383782983	0.00018204785010311753	0.0015793918864801526	0.00034637178760021925	0.000569526688195765	0.00014952306810300797	0.0005000200471840799	0.0005110864876769483	0.0004500180948525667	0.00044819939648732543	0.0016816044226288795	0.0013214086648076773	0.00412007374688983
ACTG2	3.367144245203235e-06	1.841300581872929e-05	1.9403480109758675e-05	3.1712468171463115e-06	0.001060389680787921	5.077899345451442e-07	2.4272460450447397e-06	1.6939909983193502e-05	3.191826635884354e-06	9.208428309648298e-06	6.902243967488175e-06	0.00011447507858974859	0.0014736896846443415	5.20922003488522e-05	4.403734692459693e-06	1.2324632336913055e-07	4.7063394958968274e-07	7.400687707104225e-08	9.79302285486483e-07	1.0255491815769346e-06	7.923357770778239e-06	3.573529465938918e-05	7.781551403240883e-08	4.817435910808854e-05	3.2872540032258257e-06	2.915727748131758e-08	2.3293856088457687e-07
ACTN1	0.00010516649490455166	8.268691453849897e-05	3.6618480407923926e-06	1.8355724023422226e-05	0.0006196514586918056	1.0529792234592605e-05	3.403968094062293e-06	5.93704535276629e-05	0.0002046019653789699	0.0006147063104435802	0.0014913339400663972	2.628676338645164e-05	0.0011501892004162073	0.0006578564643859863	6.828459845564794e-06	0.0002612172975204885	3.019470750587061e-05	0.00048491620691493154	6.247208511922508e-05	3.229919821023941e-05	7.20914758858271e-05	0.0003837746917270124	6.749630756530678e-06	0.0004127575666643679	0.00015809800243005157	0.00034680761746130884	0.00022383754549082369
ACTR3	0.00020541214325930923	0.0009762534755282104	0.00019361531303729862	0.0001729533396428451	0.0003795682860072702	0.001289417501538992	0.0009548986563459039	0.00042765538091771305	0.0005343743250705302	0.00024308901629410684	0.00030886626336723566	0.0012196323368698359	0.0003477759601082653	0.00012755572970490903	0.0013213515048846602	0.0002514167863409966	0.0006949483649805188	0.0002640515158418566	0.0004330078372731805	0.0002227133372798562	0.000166289450135082	0.0005364203825592995	0.0008280953043140471	0.0003046115452889353	0.0011538515100255609	0.0006685361731797457	0.0015214463928714395
ACVRL1	1.554089249111712e-05	2.5234439817722887e-06	2.990887423948152e-06	1.2993150448892266e-05	1.4063292610444478e-06	1.443189717065252e-06	5.561314537771977e-07	4.64971708424855e-05	8.260602044174448e-06	0.0010382789187133312	0.00015830200572963804	4.629090710750461e-07	7.239410479087383e-05	0.000393808470107615	5.894518722016073e-07	9.507726872470812e-08	2.217370138168917e-06	0.0016739247366786003	0.00044882489601150155	2.1953937903163023e-05	0.0003689870936796069	0.00045614849659614265	1.2440127648005728e-05	9.895825314742979e-07	2.2686232625801495e-07	0.00011805327085312456	1.8930804799310863e-05
ACYP1	3.0985309422248974e-05	0.0002391192683717236	4.755042027682066e-05	3.349699545651674e-05	0.0002070617483695969	0.0001753307442413643	0.0001991119352169335	7.12376058800146e-05	0.00016837871226016432	0.00012953885016031563	5.11634825670626e-05	0.0005568119813688099	0.00030843453714624047	0.00027752548339776695	0.00039346085395663977	0.00020066867000423372	8.026158320717514e-05	8.664965571369976e-05	0.00011613719107117504	7.451934652635828e-05	0.0002886364527512342	6.460350414272398e-05	0.00010431498230900615	0.0003532771661411971	0.00033460656413808465	4.808345329365693e-05	8.010873716557398e-05
ADAM12	6.146950909169391e-05	0.00016020817565731704	1.3749914842264843e-06	2.5352435841341503e-05	1.3243700323073426e-06	1.3787741409032606e-05	3.488384663796751e-06	0.00024646864039823413	0.00020347155805211514	0.0010266342433169484	0.0016956051113083959	2.5802375603234395e-05	1.2877257177024148e-05	0.0005084779695607722	3.190216375514865e-06	1.505516024735698e-06	1.8398213796899654e-05	3.315854428365128e-06	2.257400228700135e-05	7.660105438844766e-06	0.00015023062587715685	3.562440542737022e-05	0.0003644600510597229	2.000700987991877e-06	1.4724596439918969e-05	9.198142834065948e-06	1.684370363363996e-05
ADAM15	0.00011244839697610587	0.00022048466780688614	3.6446192098082975e-05	5.015673013986088e-05	0.00023057748330757022	7.033311703708023e-05	1.5821684428374283e-05	0.00011875687778228894	0.00014563278818968683	6.758354720659554e-05	7.736530824331567e-05	0.0001031150677590631	8.179077121894807e-05	0.00021610302792396396	7.69701146055013e-05	0.0004126208368688822	6.092100738896988e-05	0.001806081272661686	0.0005264377105049789	0.00016601223614998162	7.042900688247755e-05	0.0005378040368668735	1.184872780868318e-05	0.0008877282380126417	8.267363591585308e-05	0.00013255159137770534	0.00045653776032850146
ADAM19	7.852595445001498e-05	0.0010807837825268507	0.000366838212357834	0.00024834543000906706	8.607988775111153e-07	0.00018396522500552237	0.0009601734927855432	0.0001270468346774578	7.230321352835745e-05	0.0002456335932947695	0.00020169696654193103	0.0005093301297165453	4.8411133320769295e-05	1.535987939860206e-05	0.00023007071285974234	3.110743307388475e-07	0.0008272738195955753	4.674946831073612e-05	1.251097273780033e-05	0.00020872375171165913	1.0689628652471583e-05	0.0005368612473830581	3.911885073648591e-07	5.958834776720323e-07	0.00024565105559304357	4.611809708876535e-05	0.00038844964001327753
ADAM28	0.00018793805793393403	0.00010725112224463373	0.00028273038333281875	0.00010630917677190155	1.941908749358845e-06	0.0003093609993811697	0.0030833748169243336	0.0001092198072001338	1.7905973436427303e-05	1.090225623556762e-06	9.871483825918403e-07	1.885003257484641e-05	6.720593432874011e-07	2.1835212464793585e-06	4.969624205841683e-05	9.537064215692226e-06	0.00010202314297202975	5.583709707934759e-07	9.413838597538415e-06	0.00027907959884032607	1.8033841797659989e-06	4.6948321141826455e-06	4.4402833736967295e-05	1.1631354936980642e-06	5.386395514506148e-06	0.0003912127867806703	0.0006736490759067237
ADAM33	1.8884304154198617e-05	3.191401901858626e-06	6.31696593700326e-07	1.812356640584767e-05	2.7896621190848236e-07	1.5991910231605289e-06	4.244927538366028e-07	4.5422857510857284e-05	9.4725683084107e-06	0.00042545379255898297	0.00026861546211875975	1.8582259997401707e-07	9.007273183669895e-05	0.002750990679487586	1.587313391837597e-07	1.988327191781991e-08	6.872297672089189e-05	2.8336337436485337e-06	4.448620074981591e-06	3.0578651148971403e-06	0.00029327196534723043	4.126324256503722e-06	4.487988292112277e-07	6.359630333463429e-08	2.2456021042671637e-07	3.211452508367074e-07	8.319470907736104e-06
ADAM8	2.884021887439303e-05	0.0010183666599914432	3.619604467530735e-05	8.80976949702017e-05	8.272888862848049e-07	0.00021980487508699298	0.00039217251469381154	0.0003215876058675349	0.00033628399251028895	1.6049939404183533e-06	4.750042990053771e-06	0.0002450282918289304	1.8418302261125064e-06	1.6015261280699633e-05	0.0012675068574026227	9.477520507061854e-05	4.8072164645418525e-05	1.8860218915506266e-06	3.040714182134252e-05	6.324164132820442e-05	2.3405027604894713e-06	3.4708991734078154e-05	1.3226290320744738e-05	2.1783482679893496e-06	0.00048258400056511164	0.0006153052672743797	0.0004113979230169207
ADAMDEC1	8.491942935506813e-06	1.1500288792376523e-06	2.961115512789547e-07	5.331925422069617e-06	1.210554643193973e-07	2.5937077225535177e-05	1.4222657227946911e-05	2.1451907741720788e-05	1.7650411336944671e-06	2.4775168640189804e-05	3.5400116757955402e-06	1.4115428257355234e-06	7.775672656862298e-07	1.9887261260009836e-06	1.2327922149779624e-07	9.145550095013277e-09	9.885418421617942e-07	4.806538527191151e-07	7.515966444771038e-06	1.2098549859729246e-06	8.902589456738497e-07	3.9903781726025045e-05	1.4466516518041317e-07	2.9680839475076937e-07	7.722015027411544e-08	0.000625229615252465	9.259483135792834e-07
ADAMTS1	7.095838100212859e-06	6.833529187133536e-05	5.018272872803209e-07	6.23076266492717e-06	4.450372216524556e-06	8.301044545078184e-07	1.6443695471934916e-07	2.4049935746006668e-05	1.8752989490167238e-05	0.00020291142573114485	7.105532404239057e-06	1.980557300385044e-07	0.0006684353575110435	0.0003621757496148348	8.872363650880288e-06	6.951608156668954e-06	6.302770430011151e-07	0.000826511241029948	8.063568384386599e-05	4.42707414549659e-06	0.00022266632004175335	0.00026156078092753887	3.771547198994085e-07	2.7130151920573553e-06	8.927505064093566e-07	8.838667042709858e-08	1.3753517578152241e-06
ADAMTS10	3.4602577215991914e-05	0.0009046047925949097	5.382819836086128e-06	1.6024479918996803e-05	2.7217654860578477e-05	6.526829110953258e-06	7.270557489391649e-07	6.145520455902442e-05	9.928162762662396e-05	0.00025917284074239433	0.00034343902370892465	2.352437877561897e-05	0.0004932322772219777	0.00041565936408005655	5.7835546613205224e-05	2.1198884496698156e-05	1.852332025009673e-05	0.0002407305291853845	5.66852068004664e-05	1.600873474671971e-05	6.226815457921475e-05	0.0010991838062182069	8.057023660512641e-05	6.741801371390466e-06	5.5870543292257935e-05	1.2586465345520992e-05	0.0001050007704179734
ADAMTS12	1.8913297026301734e-05	2.356292498006951e-06	6.876702514091448e-07	1.108821015805006e-05	7.095607088558609e-07	2.101302015944384e-06	5.597059953288408e-07	5.532776776817627e-05	2.044292887148913e-05	0.002072269096970558	0.0012592358980327845	1.4741718814548221e-06	9.020354627864435e-05	0.0003727521398104727	2.3207863364405057e-07	1.1918219797735219e-06	8.970870908342476e-07	1.8243955537400325e-06	8.23593836685177e-06	4.719621756521519e-06	6.961641338421032e-05	3.320818723295815e-05	5.549659363168757e-07	1.6911210423131706e-06	3.346610810694983e-07	1.5984717549599736e-07	8.135980920087604e-07
ADAMTS2	2.24976956815226e-05	2.0632362520700553e-06	1.2999107639188878e-06	1.7303109416388907e-05	8.731920388527215e-06	1.3506844425137388e-06	1.205194394060527e-06	5.707873424398713e-05	3.1600600777892396e-05	0.00115208828356117	0.001734602847136557	4.723366146208718e-06	9.810698975343257e-05	0.00017816334730014205	7.300121183106967e-07	8.280434116159086e-08	1.8763844309432898e-06	2.7716378099285066e-06	5.279008746583713e-06	2.6954560325975763e-06	2.0122075511608273e-05	2.023753222601954e-05	7.044241669973417e-07	1.8958068039864884e-06	7.393180112558184e-07	3.2794446269690525e-06	4.024340341857169e-06
ADAMTS4	9.619540833227802e-06	3.111664227617439e-06	9.841376140684588e-07	2.323368789802771e-05	7.229826906041126e-07	1.904712917166762e-06	1.3991433434057399e-06	3.28111054841429e-05	2.2942751456866972e-05	0.000702193530742079	0.0003604662779252976	6.736082013958367e-06	0.0007060125935822725	2.4327657229150645e-05	5.760307885793736e-06	4.174017249169992e-06	6.151456182124093e-05	0.0004482253862079233	0.00021897432452533394	4.763865490531316e-06	3.6110388919041725e-06	0.0027450479101389647	1.1630788776528789e-06	6.0367270634742454e-05	4.890496256848564e-06	1.4506466641250881e-06	6.332099928840762e-07
ADAMTS9	7.130729045456974e-06	4.93295317482989e-07	4.6039676249165495e-07	6.150717581476783e-06	9.30767384943465e-07	5.589989200416312e-07	1.1717300196778524e-07	2.6518251615925692e-05	2.600206471470301e-06	7.954189641168341e-05	2.7322636015014723e-05	9.867750350167626e-08	0.0003459435247350484	7.753099635010585e-05	9.531662215067627e-08	1.0716765075358126e-07	5.036334869146231e-07	0.0009090182720683515	1.584128403919749e-05	1.1908027772733476e-05	1.0042326721304562e-05	0.0013115870533511043	8.784027727415378e-07	1.934100055223098e-06	1.2634858137516858e-07	9.523383681653286e-08	3.9184644151646353e-07
ADAMTS9-AS2	6.85663644617307e-06	5.829101041854301e-07	6.828645950918144e-07	9.4850847744965e-06	6.640933065682475e-07	6.049762646398449e-07	2.0112996423904406e-07	3.3594686101423576e-05	3.4255729133292334e-06	0.000214564279303886	3.1147588742896914e-05	5.446520745522321e-08	0.0010251686908304691	0.0018413001671433449	8.882535951215687e-08	1.937084626035812e-08	6.16328406977118e-07	0.00020155620586592704	4.25942380388733e-05	6.9825055106775835e-06	0.00031110976124182343	5.86864807701204e-05	3.9477828295275685e-07	1.0512601278378497e-07	3.984862573247483e-08	5.601442509828303e-08	5.203490331950889e-07
ADAMTSL1	1.1874867595906835e-05	8.167679652615334e-07	4.3212844502704684e-07	1.2999701539229136e-05	7.884087267484574e-07	6.413386017811717e-07	1.893826322429959e-07	2.9594910301966593e-05	4.287896899768384e-06	5.180046719033271e-05	0.00030863689607940614	8.670805584642949e-08	5.78512697302358e-07	0.0007420990732498467	8.192944989104944e-08	1.7004577301804602e-08	7.438093234668486e-07	0.0009630373679101467	1.1258360245847143e-05	4.874412297795061e-06	1.7665475752437487e-05	0.00020618770213332027	4.930055297336366e-07	1.7865433221686544e-07	1.1796993959478641e-07	7.843279803410041e-08	7.238040211632324e-07
ADAP2	2.7571059035835788e-05	6.824365300417412e-06	2.8119491616962478e-05	2.773591040750034e-05	4.2832991198338277e-07	2.8786909751943313e-05	7.742102025076747e-05	5.443426198326051e-05	3.4103904908988625e-05	4.010012708022259e-05	1.685506845205964e-06	7.367289981630165e-06	0.0008734228322282434	6.077212901800522e-07	2.1015484890085645e-06	1.1449820704001468e-05	5.67425558983814e-05	1.2747154869430233e-06	1.813180642784573e-05	4.306632763473317e-05	2.6075474579556612e-06	0.00044550851453095675	4.1258968508373073e-07	1.1243665539950598e-05	5.002248599339509e-06	0.0021616248413920403	1.536475247121416e-05
ADCY3	6.632784788962454e-05	0.00042296393075957894	1.0028391443483997e-05	3.110123361693695e-05	2.670054709597025e-05	0.000252850673859939	0.00014740713231731206	9.055490954779088e-05	0.00011568237096071243	0.0008362284861505032	0.00010275307431584224	0.0003111904370598495	0.0010069168638437986	0.0005884296260774136	0.0002692706184461713	2.8571648726938292e-06	0.00019512684957589954	2.2404836272471584e-05	0.00010981067316606641	1.6311241779476404e-05	0.0002034713834291324	0.00029093443299643695	0.00023945422435645014	1.6509040506207384e-05	3.619790368247777e-05	0.00013327552005648613	0.0001335867855232209
ADCY4	1.939647518156562e-05	3.7150523439777317e-06	5.004491868021432e-06	1.0577835382719059e-05	1.7927432054420933e-06	4.432141395227518e-06	6.94617892804672e-06	3.905260018655099e-05	4.29875981353689e-05	0.00014008161087986082	4.211228770145681e-07	4.666771019401494e-06	0.00019190488092135638	2.5102744984906167e-05	2.0368428522488102e-05	0.00014202215243130922	1.1866075510624796e-05	0.001953378552570939	0.0003013380628544837	3.60982958227396e-05	4.0490205719834194e-05	0.0010182025143876672	6.81960364090628e-06	8.94306958798552e-06	6.180996024340857e-06	1.6214768038480543e-05	1.8744174667517655e-05
ADCY7	0.00014147182810120285	0.001903827185742557	0.00010520144132897258	0.0001287619088543579	7.228829872474307e-07	9.31067843339406e-05	0.00028639374068006873	0.0001995127968257293	0.00035898169153369963	6.074837074265815e-06	0.0002579245192464441	0.00025387469213455915	8.617760158813326e-07	1.7819460481405258e-05	0.0007898019393905997	5.061322099209065e-06	0.0004595107166096568	1.1840229490189813e-06	1.5713194443378597e-05	9.777835657587275e-05	1.4336526874103583e-05	0.00011539836850715801	0.0003846165200229734	2.44148941419553e-06	0.00037303511635400355	0.0004882390203420073	0.0004837070591747761
ADCYAP1	2.6784134661284043e-06	1.2239797797519714e-07	1.4438029438679223e-07	2.3804909687896725e-06	1.4117104818467396e-08	1.9971707843069453e-07	5.235382616319839e-08	9.793944627745077e-06	1.01901775906299e-06	6.33662580185046e-08	1.879956812445016e-08	2.7696600568560825e-08	5.628284327485744e-08	1.0036249165068512e-07	2.2580040948128044e-08	3.1415183787686374e-09	2.0924694865698257e-07	2.2402835142543154e-08	6.162092063277669e-07	5.365793640521588e-07	1.0489227975085669e-07	2.299393599969335e-07	5.622701237939509e-08	1.0445554643467858e-08	1.0826428642474184e-08	2.0634182362755382e-08	1.6349090969924873e-07
ADGRA2	3.050471786991693e-05	3.4229828997922596e-06	3.830770310742082e-06	2.4383803975069895e-05	2.321943611605093e-06	7.910227395768743e-06	1.1106652664238936e-06	0.00010453716095071286	4.1201554267900065e-05	0.002710118191316724	0.0004152622423134744	4.4947901756131614e-07	0.000690288667101413	0.0010185296414420009	3.075944334796077e-07	2.479924319231941e-07	3.2046086744230706e-06	0.00030470325145870447	0.00010167370055569336	1.5904317478998564e-05	0.0004652698989957571	0.00025757518596947193	5.139599124959204e-06	2.750435612597357e-07	1.7434808796679135e-07	5.656412440657732e-07	4.452551365830004e-06
ADGRE2	1.427252482244512e-05	0.0003104780917055905	8.627240276837256e-06	1.508756849943893e-05	6.3134930314845406e-06	2.267542186018545e-06	9.008967026602477e-06	2.3588274416397326e-05	2.9755938157904893e-06	0.00011223945330129936	7.855033800296951e-06	1.1108075341326185e-05	0.00010323143942514434	3.0654098281956976e-06	0.00012529260129667819	1.8253817870572675e-06	0.00023189130297396332	1.8357926023782056e-07	2.2192477899807272e-06	1.6387283494623262e-06	7.723185717622982e-07	0.00034367956686764956	0.0016439526807516813	4.844999693887075e-06	2.049486829491798e-05	0.0012250562431290746	6.05796740273945e-05
ADGRF5	9.684399628895335e-06	1.0770735343612614e-06	7.768842351651983e-07	1.1818972780019976e-05	2.0005074929940747e-07	1.6741115587137756e-06	1.0691461511669331e-06	4.067720874445513e-05	2.8942199605808128e-06	0.00029704321059398353	5.649763465953583e-07	8.771732495915785e-07	0.001049686805345118	3.0694679935550084e-06	6.129655503173126e-07	7.182497370195051e-07	1.2104703728255117e-06	0.0016057421453297138	0.0012691112933680415	1.3958044291939586e-05	9.204071034218941e-07	0.00098056485876441	9.261613740818575e-06	2.205244072683854e-06	4.6394328023779963e-07	8.35815754385294e-08	1.0888733186220634e-06
ADGRG1	1.5283963875845075e-05	0.0005797775229439139	9.290641287407198e-07	1.0840705726877786e-05	0.00018274085596203804	3.4975248581758933e-06	6.049170337973919e-07	3.300990647403523e-05	7.084445678628981e-05	9.548733714836999e-07	2.3049132380492665e-07	0.0006428482593037188	1.8230332443636144e-06	2.4532446332159452e-05	0.0006485782796517015	9.671191219240427e-05	1.3228095667727757e-06	0.0006305758142843843	0.00018676946638152003	1.5241340406646486e-05	2.8524666504381457e-06	0.0005797867197543383	3.3978426472458523e-07	0.00016033662541303784	6.622511136811227e-06	3.691635129143833e-06	3.716482387972064e-05
