Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23
ADAM28	0.00017659283184912056	0.00023502619296777993	5.183368921279907e-05	0.00245869904756546	5.193045353735215e-07	9.798105793379364e-07	7.338385785260471e-06	1.4255330825108103e-05	3.5789189496426843e-06	7.729692151769996e-05	1.0922820365522057e-05	8.776399045018479e-05	1.41515511131729e-06	9.051077540789265e-07	1.543626581224089e-06	0.0003936553839594126	2.210663296864368e-05	1.1265085504419403e-06	0.0007950804429128766	3.815416675934102e-06	1.0517326245462755e-06	1.8378173081146087e-06	5.048923412687145e-06
ADAM33	8.609797987446655e-06	4.933384616379044e-07	4.62665923350869e-07	3.228790319553809e-07	4.748169158119708e-05	0.00019834657723549753	6.241054961719783e-08	2.8846358191003674e-07	1.0532601635304673e-07	5.695297659258358e-06	5.693805360351689e-05	2.2480806364910677e-05	3.6054680663255567e-07	3.0750504720344907e-07	4.4934031961929577e-07	3.401436003969138e-07	2.8615119163077907e-07	0.0014586752513423562	1.944958057720214e-06	2.732574841957103e-07	0.00039944727905094624	6.954297987249447e-06	6.42562838493177e-07
ADAM8	0.0005465606227517128	3.833218943327665e-05	0.000557312392629683	0.00038065682747401297	3.7947174860164523e-06	5.573602265940281e-06	4.0595918108010665e-05	0.0009117161389440298	6.72827591188252e-05	3.321512485854328e-05	0.00019465206423774362	0.00012217344192322344	0.00042669952381402254	2.1834816834598314e-06	4.054548298881855e-06	0.0006077916477806866	0.0012817328097298741	2.4451564968330786e-06	0.0013282694853842258	4.296785846236162e-05	8.769773558015004e-06	6.375999873853289e-06	0.00039096074760891497
ADAMDEC1	2.4643832148285583e-06	3.545943911831273e-07	5.188380214349309e-07	1.308670198341133e-05	2.1470789306476945e-06	3.2538505365664605e-06	1.4392271374674692e-08	2.533382996716682e-07	2.472138476150576e-07	5.2544751270033885e-06	3.306734924990451e-06	8.441834324912634e-06	1.1308081582228624e-07	1.6200027630475233e-07	1.8740007590167806e-07	0.0005869546439498663	1.4011060045504564e-07	7.313699825317599e-06	5.905736202294065e-07	1.9149672425555764e-06	8.385396540688816e-06	1.5272050859493902e-06	2.943246784070652e-07
ADAMTS1	1.0576315617072396e-05	1.4291942989075324e-06	3.748008623460919e-07	1.4987480767558736e-07	0.0005848074215464294	0.0004383708001114428	1.0053315236291382e-05	1.314594896939525e-06	1.589565243875768e-07	3.915950514965516e-07	1.0356566235714126e-05	1.1166920558025595e-05	9.896851906887605e-07	0.0008740453631617129	1.1291416512904107e-06	2.297983030530304e-07	7.4356835284561384e-06	0.0003278090734966099	0.00012400514970067888	9.308989774581278e-07	1.0157596989301965e-05	7.544987602159381e-05	2.8952263164683245e-07
ADAMTS10	2.9580696718767285e-05	3.723113195519545e-06	3.145376103930175e-05	1.2510038231994258e-06	0.00030224447255022824	0.000586224312428385	2.4053202650975436e-05	6.091018803999759e-05	7.639390787517186e-06	8.79278959473595e-05	0.0009909935761243105	5.1224546041339636e-05	7.216766971396282e-05	0.0003318742092233151	1.556624920340255e-05	1.992426587094087e-05	4.350344170234166e-05	0.00015744630945846438	0.0010073557496070862	1.4454124539042823e-05	0.0003602834767661989	4.8583344323560596e-05	4.881290078628808e-05
ADAMTS12	6.405628028005594e-06	6.44654562620417e-07	9.304736181547923e-07	5.728571181862208e-07	2.9203631584096e-06	0.0009836060926318169	9.989562386181206e-07	1.249079446097312e-06	2.937925728474511e-06	2.552549176471075e-07	3.511856630211696e-05	4.727800114778802e-05	4.4173614810461004e-07	5.88186026106996e-07	1.3156020486349007e-06	1.5451317381121044e-07	4.3897887280763825e-07	0.0006280068191699684	2.2836270545667503e-06	1.2505237236837274e-06	0.001338958740234375	2.789784502965631e-06	6.634038072661497e-06
ADAMTS2	2.267081436002627e-05	1.0564446029093233e-06	3.870141881634481e-06	1.1571390814424376e-06	1.4227102838049177e-05	0.0006311582983471453	1.2280946748433053e-07	1.5025302673166152e-06	1.6551745147808106e-06	4.970649456481624e-07	3.138415195280686e-05	2.212796243838966e-05	5.983897040096053e-07	1.2464526832900447e-07	1.6785141269792803e-05	2.99498015010613e-06	5.325654228727217e-07	0.0002509085461497307	2.64727782450791e-06	2.356047161811148e-06	0.0017342648934572935	1.8021911500909482e-06	1.3271221178001724e-05
ADAMTS4	1.3347607819014229e-05	4.805831849807873e-06	9.404603588336613e-06	5.751757726102369e-06	4.303511377656832e-05	0.0012680725194513798	6.8552926677512005e-06	4.528633326117415e-06	2.6718626031652093e-05	1.763369800755754e-05	1.003858596959617e-05	8.579819404985756e-05	5.8456721490074415e-06	0.0006230357685126364	9.367160600959323e-06	3.865804046654375e-06	5.416482963482849e-06	4.4730870286002755e-05	3.022731789315003e-06	0.00010119878425030038	0.0003704256669152528	2.473369568178896e-05	3.1616486921848264e-06
ADAMTS9	1.3364912774704862e-05	1.8089826880895998e-06	2.392617716395762e-06	1.390964996517141e-07	0.000114357506390661	0.00038145322469063103	5.916178338338796e-07	2.818016753280972e-07	9.281772150870893e-08	2.2312096348287014e-07	1.396167772327317e-05	1.3021174709137995e-05	1.677489080975647e-07	0.0010265418095514178	8.166882707882905e-07	1.0745338130391247e-07	1.510201599330685e-07	3.469296279945411e-05	6.727240133841406e-07	6.0115085034340154e-06	3.175850724801421e-05	5.009674350731075e-05	1.879775339830303e-07
ADAMTS9-AS2	5.225668246566784e-06	6.983296430007613e-07	1.901832860085051e-07	1.8641804899743875e-07	0.000538076797965914	0.0009336604853160679	3.4053846320603043e-07	2.536706915634568e-07	6.394515850161042e-08	2.3445085162165924e-07	1.605129727977328e-05	1.5078745491337031e-05	5.5772421347910495e-08	0.00019019067985937	3.1504308140029025e-07	7.57968265929776e-08	9.109238163773625e-08	0.0009847232140600681	9.367307143293147e-07	2.4194739012273203e-07	5.298608812154271e-05	0.00018401983834337443	2.1443908337914763e-07
ADAMTSL1	7.987480785232037e-06	1.8768826066661859e-06	3.6418120430425915e-07	1.546342076608198e-07	1.6119688552862499e-06	7.99761346570449e-06	4.161968902849367e-08	2.2071270677770372e-07	1.6501576283189934e-07	2.09003175655198e-07	5.1404117584752385e-06	1.690508725005202e-05	1.3558334899244073e-07	0.0009903827449306846	7.214617880890728e-07	1.221581555910234e-07	1.7709035660118388e-07	0.00021419086260721087	2.1993403152009705e-06	6.367934588524804e-07	0.00036007759626954794	0.00020270429376978427	4.563136712931737e-07
ADAP2	3.6243520298739895e-05	2.8290500267758034e-05	2.80474796454655e-06	6.749489693902433e-05	0.000151413754792884	0.0008182967430911958	3.409278178878594e-06	2.926763045252301e-06	3.614064189605415e-05	1.1096056368842255e-05	1.5281148080248386e-05	4.0830262150848284e-05	9.725700692797545e-06	4.167827682977077e-06	2.090612269967096e-06	0.0020182733424007893	1.5904475958450348e-06	5.768862934019126e-07	5.787074769614264e-06	2.1389166704466334e-06	5.162321031093597e-06	1.5830618167456123e-06	1.8475153410690837e-05
ADCY3	0.0001431825803592801	4.2542428673186805e-06	0.0005397559725679457	0.00015789891767781228	0.0003475389094091952	0.0011732527054846287	6.276866770349443e-06	0.0001128346411860548	5.122651600686368e-06	0.00023391393187921494	7.70491678849794e-05	0.0005191818345338106	2.6291405447409488e-05	3.404586823307909e-05	3.513088813633658e-05	0.00013466797827277333	0.00017896985809784383	0.000615170574747026	0.00033104437170550227	0.0001170855393866077	0.00014020228991284966	1.161416366812773e-05	0.00035522013786248863
ADCY4	0.000489822297822684	1.5607809473294765e-05	1.981027889996767e-05	6.385968390532071e-06	4.641398845706135e-05	0.0003014875401277095	0.00011953362263739109	3.113622369710356e-06	4.8066711315186694e-05	1.440078267478384e-05	7.539254147559404e-05	0.00042881659464910626	2.179090733989142e-05	0.0020547728054225445	7.5963048402627464e-06	1.5926847481750883e-05	1.4234503396437503e-05	2.312484684807714e-05	5.634538865706418e-06	7.969238140503876e-06	1.718475118650531e-06	0.0004001533379778266	2.345055918340222e-06
ADCY7	0.00014694071433041245	9.812275675358251e-05	0.00046270046732388437	0.00027810726896859705	3.0095739020907786e-06	1.4651059245807119e-05	1.8300527244718978e-06	0.001040252740494907	2.331574478375842e-06	0.0004291562072467059	0.00014637278218287975	0.00025246047880500555	0.0002853514743037522	4.207435267744586e-06	4.7928620006132405e-06	0.0005171318771317601	0.0007833904819563031	1.317534588451963e-05	0.0008684573112986982	5.8833938965108246e-05	0.0002569380740169436	3.265135092078708e-06	0.00023266502830665559
ADCYAP1	1.2972647027709172e-06	1.3746652882673516e-07	6.576280497938569e-08	4.612083159827307e-08	1.271851459705431e-07	5.955759974085595e-08	3.697360639876024e-09	5.398339553153164e-08	1.1173318270607524e-08	5.5610080096357706e-08	9.726090866024606e-07	3.718715788636473e-06	1.4491031485874828e-08	2.707460389217431e-08	2.6329871616326272e-08	2.2678515065877036e-08	2.9301943982318335e-08	6.489025849987229e-08	3.109460919858975e-07	4.5185981178974544e-08	2.09862331956856e-08	1.5195550417956838e-07	8.421160657690052e-08
ADGRA2	1.2441980288713239e-05	7.026001640042523e-06	1.236460889231239e-06	1.545872692076955e-06	8.420232916250825e-05	0.0017219909932464361	2.0745828521739895e-07	4.3329771415301366e-07	3.1016062962407887e-07	2.6599568627716508e-06	7.440253830282018e-05	8.19548440631479e-05	4.701158218267665e-07	0.00029972579795867205	5.717323347198544e-06	1.3228831221567816e-06	4.2821341139642755e-07	0.0015595067525282502	4.088411515112966e-06	3.764428413433052e-07	0.0005188201903365552	0.00019520672503858805	8.590752713644179e-07
ADGRE2	4.33214518125169e-06	7.044721769489115e-06	6.271629536058754e-05	1.3811279131914489e-05	1.1345196071488317e-06	0.00024009239859879017	4.9301524995826185e-06	2.5455961804254912e-05	8.469942827105115e-07	0.0014394348254427314	9.549023161525838e-06	1.2175638403277844e-05	2.0815623429371044e-05	4.337349821526004e-07	3.938104782719165e-06	0.0011496382066980004	9.691830928204581e-05	4.3979657675663475e-06	0.0007212648633867502	3.5342463888810016e-06	1.083654206013307e-05	6.889825954203843e-07	9.091518222703598e-06
ADGRF5	5.7468219893053174e-05	3.2691175420040963e-06	2.9630255085066892e-06	1.4096775657890248e-06	5.8557154261507094e-05	0.0012164450017735362	6.958423455216689e-07	2.6649163373804186e-06	1.0100825420522597e-06	7.642186119483085e-07	5.488408532983158e-06	1.5702333257650025e-05	6.670566108368803e-07	0.0017437075730413198	5.814243877466652e-07	1.4583170582227467e-07	1.0696209074012586e-06	1.0248304533888586e-06	2.285540858792956e-06	3.143522008031141e-06	1.5806583633093396e-06	0.00014379048661794513	2.567360752436798e-06
ADGRG1	0.00010463467333465815	3.7120682918612147e-06	0.0016307920450344682	1.7204815776494797e-06	2.5363175154780038e-05	6.307081093837041e-06	0.00013105547986924648	4.961960075888783e-05	0.00011374757013982162	4.608307790476829e-06	6.137868331279606e-05	2.5529945560265332e-05	3.0322439670271706e-06	0.0006818457623012364	0.00011938174429815263	1.8312440488443826e-06	0.0003707384457811713	6.971362722651975e-07	0.0017934073694050312	0.00012035495456075296	3.0020066787983524e-07	9.366007725475356e-05	0.00021789915626868606
ADGRL2	1.564599915582221e-05	1.5185872825895785e-06	7.546064466623648e-07	8.618331435172877e-07	7.537137571489438e-05	0.0008393726893700659	1.801647522370331e-05	6.635370368712756e-07	1.7409223573849886e-06	1.9373213945073076e-05	0.0015684369718655944	2.5932935386663303e-05	2.266023102492909e-07	0.0011315449373796582	5.252469236438628e-06	1.978183661321964e-07	5.286079272082134e-07	0.00039993581594899297	1.868595290943631e-06	3.850860139209544e-06	0.00020485042477957904	0.00010999094229191542	6.112981054684496e-07
ADGRL4	6.516404391732067e-05	9.730891179060563e-06	2.4444793780276086e-06	1.8600501334731234e-06	2.4981000024126843e-06	7.739436682641099e-07	2.8522225647975574e-07	5.326574523678573e-07	2.45533612996951e-07	4.3597208332357695e-07	8.956460987974424e-06	2.8911130357300863e-05	1.5638257764294394e-06	0.0027148774825036526	9.816845931709395e-07	3.7143880149415054e-07	4.6278609033834073e-07	1.076506009667355e-06	2.0366881017253036e-06	1.8202406408818206e-06	2.072652478091186e-06	0.0010004513897001743	1.974736505871988e-06
ADH1B	3.895244390150765e-06	3.688813592361839e-07	3.7611826542161e-07	2.9554914817708777e-06	6.530301470775157e-05	2.667961598490365e-05	1.500988133784631e-08	4.641246960090939e-07	6.133024754717553e-08	1.8199970952537114e-07	6.774207577109337e-06	1.1392883607186377e-05	2.1114465198479593e-06	1.281957651144694e-07	2.176271891585202e-07	2.8757131076417863e-07	7.293957651199889e-07	0.0013022723142057657	1.6255493164862855e-06	1.4982897766913084e-07	1.3846256479155272e-06	1.1157718290633056e-05	1.032288537317072e-06
ADI1	0.00042613651021383703	0.0007008703541941941	0.0001746567722875625	0.0002633884723763913	0.0007446248782798648	0.00026110291946679354	0.00043596120667643845	0.0004408468375913799	0.0019006605725735426	0.0003691951569635421	0.0003640289942268282	0.00023635632533114403	0.0005311931017786264	0.00011380981595721096	0.0008000120869837701	0.00030661403434351087	0.00013255132944323123	0.0005114112282171845	0.00029628630727529526	0.000461780175101012	0.00017149426275864244	0.00042529028723947704	0.0008058488019742072
ADIPOR1	0.00020670524099841714	0.0010340583976358175	0.0004264781891833991	0.00040144010563381016	0.0002864175767172128	0.00015001892461441457	0.0009470534860156476	0.0006446469924412668	0.0018380831461399794	0.0004754620313178748	0.0006183772347867489	0.00023683335166424513	0.0005875872448086739	0.0001968547876458615	0.0014828105922788382	0.0005108506884425879	0.0007148627191781998	0.00021785972057841718	0.0005543369334191084	0.0004875229496974498	0.00019619452359620482	0.00037750022602267563	0.0006680331425741315
ADIRF	6.48273853585124e-05	4.277407242625486e-06	3.0567575777240563e-06	3.3549915769981453e-06	0.004338257014751434	0.0004085511318407953	0.0007667388417758048	4.067532245244365e-06	0.0002797099878080189	4.85236841996084e-06	0.00023675199190620333	7.315412221942097e-05	6.164495971461292e-06	0.00038191568455658853	3.9300521166296676e-05	1.7928457509697182e-06	2.796012267936021e-06	0.00048070790944620967	5.229864200373413e-06	2.530808615119895e-06	3.7697616789955646e-05	0.001996916253119707	5.780960236734245e-06
ADK	0.0005589902866631746	9.37214499572292e-05	0.00014906356227584183	0.0009575205040164292	0.00017786036187317222	0.00019125419203191996	0.00045888489694334567	0.0009042955352924764	0.00024756090715527534	0.0001562873658258468	0.00028202569228596985	9.938248695107177e-05	0.0006193789304234087	4.4401083869161084e-05	0.00011922019621124491	0.0001000055272015743	0.0002325338573427871	0.00013311172369867563	0.00020349650003481656	0.000289152842015028	0.00015492305101361126	6.649741408182308e-05	0.0005318798357620835
ADM5	0.005631372798234224	5.371953193389345e-06	1.1975929510299466e-06	1.0460005796630867e-05	5.934837190579856e-06	1.157762085313152e-06	4.0390143112745136e-05	1.2696132216660772e-06	9.61928799370071e-06	9.88570945992251e-07	6.279728040681221e-06	3.868343264912255e-05	1.8288368437424651e-06	0.0004761599993798882	2.9095383524690988e-06	1.685606093815295e-06	1.1462188922450878e-06	9.706178616397665e-07	1.8089941704602097e-06	7.68543850426795e-06	1.566734653124513e-07	0.001002809382043779	3.436721556226985e-07
ADORA3	2.9264315344335046e-06	8.90765591066156e-07	4.873083412348933e-07	3.772537979784829e-07	5.683202175532642e-07	7.935679491311021e-08	4.71715955185914e-09	1.763514916319764e-07	6.561292309470446e-08	0.00012354596401564777	2.0443480934773106e-06	5.502965905179735e-06	5.551268955628075e-08	1.6207740145546268e-06	6.874995506223058e-08	0.0010478863259777427	7.808609581161363e-08	8.599833734024287e-08	5.596593837253749e-07	3.8879937847013935e-07	3.578871599074773e-07	5.072969315733644e-07	2.3374160207367822e-07
ADRA2A	1.0079654202854726e-05	1.5127336610021302e-06	5.465980166263762e-07	4.835065396946447e-07	0.0006608572439290583	0.000496555760037154	0.00014777605247218162	2.691608358418307e-07	3.55841257260181e-05	8.524207078153268e-05	5.409372897702269e-05	2.94717956421664e-05	2.3820331307433662e-07	1.952230604729266e-06	1.013379232972511e-06	2.1777202618977753e-07	2.19742176454929e-07	0.00015278112550731748	1.7449934830437996e-06	2.619530334868614e-07	0.0007154640043154359	1.365288881061133e-05	1.094839490178856e-06
ADRB2	0.00029651925433427095	0.00010818882583407685	1.576367867528461e-05	0.00015226095274556428	1.7407082850695588e-05	1.3986028761792113e-06	8.290084224427119e-06	7.343244942603633e-05	2.7916469207411865e-06	0.0022978675551712513	0.0006333984201774001	5.528152905753814e-05	5.3906129323877394e-05	0.00010812055552378297	1.7013898059303756e-06	8.994148811325431e-05	0.001006912556476891	4.529686066234717e-07	0.0006886108312755823	1.194371361634694e-05	1.6735808117118722e-07	0.0002265369112137705	7.712485057709273e-06
AEBP1	7.6233363870414905e-06	4.401711521495599e-06	2.339374077564571e-06	6.569840024894802e-06	4.256932152202353e-05	0.00034362112637609243	3.639422061496589e-07	3.811955821220181e-06	6.330946575872076e-07	1.3574959666584618e-05	9.496841084910557e-05	3.569823093130253e-05	2.4901996766857337e-06	9.041904377227183e-06	2.1834318886249093e-06	1.2988783737455378e-06	1.4745216958544916e-06	0.00031527644023299217	1.521847843832802e-05	1.4583658867195481e-06	0.002427050843834877	1.0238250979455188e-05	5.363049240258988e-06
AES	0.00029154508956708014	8.433977200184017e-05	0.0006021136068738997	0.0004712536174338311	0.0001894915330922231	0.00036640287726186216	0.00036215787986293435	0.0012009000638499856	0.0002387009735684842	0.00018977266154251993	0.001016668975353241	0.0003867603954859078	0.0017497383523732424	0.0004387078224681318	0.00014144270971883088	0.0002039745741058141	0.0012352735502645373	0.0004090473521500826	0.0005813463358208537	0.0004972440074197948	0.0004108083085156977	0.00043901841854676604	0.0004451903223525733
